treatment,model,n_used,treated_share,overlap_alpha,target_primary,ATE_log,SE_log,CI95_lo_log,CI95_hi_log,z_or_t,p_value,ATE_pp,CI95_lo_pp,CI95_hi_pp,ATE_pct,CI95_lo_pct,CI95_hi_pct,top_importances,calib_intercept,calib_slope,calib_p_slope,AIPW_log,AIPW_se_log
seller_N_total_value_high,PDS,4206,0.5,0.05,,-0.107739762027304,0.0285075835812848,-0.163613599132887,-0.0518659249217203,-3.77933688136356,0.000157246563591145,-10.7739762027304,-16.3613599132887,-5.18659249217203,-10.213877638562,-15.0929960097441,-5.05438432819659,,,,,,
seller_N_1_total_value_high,PDS,4206,0.5,0.05,,-0.171565662458761,0.0270143927070957,-0.22451289922889,-0.118618425688632,-6.35089836440029,2.14061108949113e-10,-17.1565662458761,-22.451289922889,-11.8618425688632,-15.7655044236846,-20.10947286285,-11.1853369947682,,,,,,
buyer_N_total_value_high,PDS,4206,0.5,0.05,,0.113037182008624,0.0285452310140014,0.0570895572908058,0.168984806726443,3.95993228967668,7.49710172022664e-05,11.3037182008624,5.70895572908058,16.8984806726443,11.9673563886729,5.87506249873806,18.4102148399442,,,,,,
buyer_N_gaspaid_high,PDS,3340,0.504491017964072,0.05,,-0.0128930013599023,0.039274566387773,-0.0898697369883647,0.0640837342685601,-0.328278643043559,0.742700990609866,-1.28930013599023,-8.98697369883647,6.40837342685601,-1.28102426689822,-8.59497555458154,6.61816709662522,,,,,,
seller_N_gaspaid_high,PDS,4206,0.5,0.05,,0.168426423703696,0.0304204912794716,0.108803356403917,0.228049491003475,5.53661090336676,3.08380597403222e-08,16.8426423703696,10.8803356403917,22.8049491003475,18.3441150424776,11.4943082366188,25.6147491893878,,,,,,
seller_N_1_gaspaid_high,PDS,4206,0.500475511174513,0.05,,0.197484638193405,0.028798777859481,0.141040070790053,0.253929205596757,6.85739648942741,7.01268014702894e-12,19.7484638193405,14.1040070790053,25.3929205596757,21.8334349009246,15.147078740449,28.9080541349734,,,,,,
buyer_N_gaslimit_cost_high,PDS,4206,0.5,0.05,,0.0325173101541234,0.0256323398845045,-0.017721152858995,0.0827557731672418,1.26860482892477,0.204582041180691,3.25173101541234,-1.7721152858995,8.27557731672418,3.30517752746484,-1.75650566579472,8.62764782853807,,,,,,
seller_N_gaslimit_cost_high,PDS,4206,0.5,0.05,,-0.0527921391187542,0.0286359098130622,-0.108917491016893,0.00333321277938485,-1.84356423327864,0.0652466725454841,-5.27921391187542,-10.8917491016893,0.333321277938485,-5.14228359232092,-10.3195591134462,0.333877411041761,,,,,,
seller_N_1_gaslimit_cost_high,PDS,4206,0.5,0.05,,-0.0849524108798032,0.0282236928709461,-0.140269832417577,-0.0296349893420291,-3.00996794672658,0.00261275261081738,-8.49524108798032,-14.0269832417577,-2.96349893420291,-8.1444003366933,-13.0876313989655,-2.92001788333216,,,,,,
seller_N_Tvalue_Gaslimit_11vs00,PDS,2200,0.5,0.05,,-0.128840879251298,0.058210812807703,-0.242931975865199,-0.0147497826373971,-2.21334960013217,0.0268735525041881,-12.8840879251298,-24.2931975865199,-1.47497826373971,-12.0886160330787,-21.5675135022706,-1.46415374446659,,,,,,
