bin,n,mean_cate_pct,sd_cate_pct,treatment,covariate
"(1.8,2.77]",842,-21.0705591941313,6.55061434264462,seller_N_1_total_value_high,log_sellern_1_avg_total_gaspaid
"(0.917,1.8]",832,-19.6344044000476,6.16026583831971,seller_N_1_total_value_high,log_sellern_1_avg_total_gaspaid
"[0.149,0.917]",851,-16.8312881717168,5.79676353516013,seller_N_1_total_value_high,log_sellern_1_avg_total_gaspaid
"(2.77,3.71]",841,-21.2464067121713,6.67079228911739,seller_N_1_total_value_high,log_sellern_1_avg_total_gaspaid
"(0.00469,0.00827]",842,-19.3032107976517,6.51602226889645,seller_N_1_total_value_high,log_buyern_avg_gasLimit_cost
"(0.00827,0.0119]",840,-19.2186620044664,6.24563439579212,seller_N_1_total_value_high,log_buyern_avg_gasLimit_cost
"(0.0119,0.0182]",841,-20.0350478774756,6.47687464127796,seller_N_1_total_value_high,log_buyern_avg_gasLimit_cost
"[0.00188,0.00469]",842,-18.388599203274,6.5619801825122,seller_N_1_total_value_high,log_buyern_avg_gasLimit_cost
"(0.0182,0.0298]",841,-21.0723638412105,6.35325491628256,seller_N_1_total_value_high,log_buyern_avg_gasLimit_cost
"(0.0171,0.028]",841,-20.6393665059752,6.23449301972644,seller_N_1_total_value_high,log_sellern_avg_gasLimit_cost
"(0.0121,0.0171]",841,-21.156042528113,6.46207717852318,seller_N_1_total_value_high,log_sellern_avg_gasLimit_cost
"(0.00462,0.00856]",844,-19.1335842048906,6.27746678687443,seller_N_1_total_value_high,log_sellern_avg_gasLimit_cost
"(0.00856,0.0121]",838,-21.1156874172407,6.60049683144778,seller_N_1_total_value_high,log_sellern_avg_gasLimit_cost
"[0.00186,0.00462]",842,-15.983234249053,5.31152791465175,seller_N_1_total_value_high,log_sellern_avg_gasLimit_cost
"(0.0133,0.0192]",841,-20.8493633839787,6.6001666658406,seller_N_1_total_value_high,log_sellern_1_avg_gasLimit_cost
"(0.00911,0.0133]",840,-20.1970629235979,6.32150140682382,seller_N_1_total_value_high,log_sellern_1_avg_gasLimit_cost
"[0.00211,0.00478]",842,-18.1470051580222,6.65830779450436,seller_N_1_total_value_high,log_sellern_1_avg_gasLimit_cost
"(0.0192,0.0295]",841,-19.8274047110167,6.41668554062919,seller_N_1_total_value_high,log_sellern_1_avg_gasLimit_cost
"(0.00478,0.00911]",842,-18.9988600869099,6.11801370394611,seller_N_1_total_value_high,log_sellern_1_avg_gasLimit_cost
"(-0.00464,0]",1041,-20.6632975643427,6.86263306934643,seller_N_1_total_value_high,`log_price_change_n-1`
"(0.655,4.4]",841,-20.6852814278397,6.14084805212457,seller_N_1_total_value_high,`log_price_change_n-1`
"(0,0.0881]",641,-19.5096780321463,6.39370269925585,seller_N_1_total_value_high,`log_price_change_n-1`
"(0.0881,0.655]",841,-20.2747666058516,6.36321878036388,seller_N_1_total_value_high,`log_price_change_n-1`
"[-4.27,-0.00464]",842,-16.6127275303151,5.59278881058255,seller_N_1_total_value_high,`log_price_change_n-1`
"(1.61,4]",806,6.31864793637149,5.05046804100454,buyer_N_total_value_high,log_price_1_sale
"(0.405,0.765]",824,7.67439429454713,5.27558336662708,buyer_N_total_value_high,log_price_1_sale
"(0.765,1.61]",872,7.83532369273953,5.2969897159051,buyer_N_total_value_high,log_price_1_sale
"[0.14,0.262]",912,6.45545514828473,4.91977724308659,buyer_N_total_value_high,log_price_1_sale
"(0.262,0.405]",792,6.77157882999179,5.07982482941653,buyer_N_total_value_high,log_price_1_sale
"(0.113,0.501]",841,8.22194027177379,4.89700764820443,buyer_N_total_value_high,log_buyern_rolling_avg_value_last10
"(1.39,3.05]",841,4.60344915585888,4.85324917058424,buyer_N_total_value_high,log_buyern_rolling_avg_value_last10
"(0.501,1.39]",841,6.37579802729209,5.06100032798211,buyer_N_total_value_high,log_buyern_rolling_avg_value_last10
"(0.00722,0.113]",833,8.59545720405071,4.84027308023491,buyer_N_total_value_high,log_buyern_rolling_avg_value_last10
"[0,0.00722]",850,7.2837463806051,5.14439957058135,buyer_N_total_value_high,log_buyern_rolling_avg_value_last10
"(7.93,8.98]",842,6.49412005948232,5.22392325661685,buyer_N_total_value_high,log_sellern_total_value
"(7.07,7.93]",840,7.71892783525769,5.42793415777463,buyer_N_total_value_high,log_sellern_total_value
"(6.11,7.07]",842,7.61908506642132,5.50535296752119,buyer_N_total_value_high,log_sellern_total_value
"[4.65,6.11]",842,6.88554075990934,4.6696953909374,buyer_N_total_value_high,log_sellern_total_value
"(8.98,10.5]",840,6.35066131739204,4.78033491144619,buyer_N_total_value_high,log_sellern_total_value
"(1.34,2.51]",840,3.2959858196564,4.24010356108438,buyer_N_total_value_high,log_sellern_rolling_avg_value_last10
"[0,0.0184]",842,9.06373961521158,4.61725794062173,buyer_N_total_value_high,log_sellern_rolling_avg_value_last10
"(0.0184,0.131]",842,9.57618718117465,4.64454214814102,buyer_N_total_value_high,log_sellern_rolling_avg_value_last10
"(0.131,0.482]",841,8.09125061657649,4.76435847028916,buyer_N_total_value_high,log_sellern_rolling_avg_value_last10
"(0.482,1.34]",841,5.03116611708785,4.47552372637534,buyer_N_total_value_high,log_sellern_rolling_avg_value_last10
"(7.68,8.64]",843,6.0762639917361,4.93474726060327,buyer_N_total_value_high,log_sellern_1_total_value
"(5.7,6.69]",841,8.7841903406141,5.52052702538794,buyer_N_total_value_high,log_sellern_1_total_value
"(6.69,7.68]",841,7.57947362453781,5.06066599683933,buyer_N_total_value_high,log_sellern_1_total_value
"[4.29,5.7]",842,6.33782712159234,4.90458546183847,buyer_N_total_value_high,log_sellern_1_total_value
"(8.64,10.2]",839,6.29179564716716,4.84757219656373,buyer_N_total_value_high,log_sellern_1_total_value
"(0.00755,0.0925]",841,8.59770698924002,4.67981178179048,buyer_N_total_value_high,log_sellern_1_rolling_avg_value_last10
"(0.382,1.1]",843,5.46427974918759,4.90046438492949,buyer_N_total_value_high,log_sellern_1_rolling_avg_value_last10
"[0,0.00755]",842,8.74750689687545,5.08634242069434,buyer_N_total_value_high,log_sellern_1_rolling_avg_value_last10
"(1.1,2.32]",839,4.15907521345228,4.55945404976113,buyer_N_total_value_high,log_sellern_1_rolling_avg_value_last10
"(0.0925,0.382]",841,8.09450012640749,4.84619497402033,buyer_N_total_value_high,log_sellern_1_rolling_avg_value_last10
"[0.0444,0.404]",842,2.41969823530797,4.51960230697892,buyer_N_total_value_high,log_buyern_avg_total_gaspaid
"(1.09,1.86]",841,7.87585255604227,4.72698614283376,buyer_N_total_value_high,log_buyern_avg_total_gaspaid
"(2.91,4.8]",841,8.94786536189433,4.19583418817716,buyer_N_total_value_high,log_buyern_avg_total_gaspaid
"(1.86,2.91]",841,9.3158435825672,4.50253711256363,buyer_N_total_value_high,log_buyern_avg_total_gaspaid
"(0.404,1.09]",841,6.51443732226787,4.63337880803413,buyer_N_total_value_high,log_buyern_avg_total_gaspaid
"(3.38,4.74]",837,9.74458210352507,4.48913828427108,buyer_N_total_value_high,log_sellern_avg_total_gaspaid
"(1.71,2.47]",846,6.91328025696475,4.65124189362522,buyer_N_total_value_high,log_sellern_avg_total_gaspaid
"[0.221,0.984]",847,3.52676013703944,3.94737174465931,buyer_N_total_value_high,log_sellern_avg_total_gaspaid
"(2.47,3.38]",840,10.4490608635579,4.42239888821114,buyer_N_total_value_high,log_sellern_avg_total_gaspaid
"(0.984,1.71]",836,4.46192780451748,4.29203564904666,buyer_N_total_value_high,log_sellern_avg_total_gaspaid
"(3.71,5.06]",840,7.69917656690317,4.91283241814773,buyer_N_total_value_high,log_sellern_1_avg_total_gaspaid
"(1.8,2.77]",842,7.69821416621296,5.08548027856725,buyer_N_total_value_high,log_sellern_1_avg_total_gaspaid
"(0.917,1.8]",832,6.05383553089387,4.7118883548606,buyer_N_total_value_high,log_sellern_1_avg_total_gaspaid
"[0.149,0.917]",851,3.97099071742828,4.29890002678998,buyer_N_total_value_high,log_sellern_1_avg_total_gaspaid
"(2.77,3.71]",841,9.6719262992808,4.93673967451173,buyer_N_total_value_high,log_sellern_1_avg_total_gaspaid
"(0.00469,0.00827]",842,6.1409120376749,3.5827466494078,buyer_N_total_value_high,log_buyern_avg_gasLimit_cost
"(0.00827,0.0119]",840,8.88077050503139,3.87825713622267,buyer_N_total_value_high,log_buyern_avg_gasLimit_cost
"(0.0119,0.0182]",841,10.2095471655019,3.80571639710667,buyer_N_total_value_high,log_buyern_avg_gasLimit_cost
"[0.00188,0.00469]",842,0.136550179120208,2.55891610305567,buyer_N_total_value_high,log_buyern_avg_gasLimit_cost
"(0.0182,0.0298]",841,9.71188983011332,3.90596920780334,buyer_N_total_value_high,log_buyern_avg_gasLimit_cost
"(0.0171,0.028]",841,9.18017978358828,4.31145258027684,buyer_N_total_value_high,log_sellern_avg_gasLimit_cost
"(0.0121,0.0171]",841,9.23668209012974,4.58402424556193,buyer_N_total_value_high,log_sellern_avg_gasLimit_cost
"(0.00462,0.00856]",844,5.99317658677779,4.45677496305736,buyer_N_total_value_high,log_sellern_avg_gasLimit_cost
"(0.00856,0.0121]",838,8.55308987531442,4.72434974877681,buyer_N_total_value_high,log_sellern_avg_gasLimit_cost
"[0.00186,0.00462]",842,2.12005669065262,3.80622378797184,buyer_N_total_value_high,log_sellern_avg_gasLimit_cost
"(0.0133,0.0192]",841,8.62765997067364,4.78386969778355,buyer_N_total_value_high,log_sellern_1_avg_gasLimit_cost
"(0.00911,0.0133]",840,8.09879248495438,4.6238263995511,buyer_N_total_value_high,log_sellern_1_avg_gasLimit_cost
"[0.00211,0.00478]",842,4.99564174077951,5.66030071477246,buyer_N_total_value_high,log_sellern_1_avg_gasLimit_cost
"(0.0192,0.0295]",841,8.10960505914919,4.84287255607565,buyer_N_total_value_high,log_sellern_1_avg_gasLimit_cost
"(0.00478,0.00911]",842,5.24233135498964,4.61855770316544,buyer_N_total_value_high,log_sellern_1_avg_gasLimit_cost
"(-0.00464,0]",1041,10.2571815570647,4.74503789219271,buyer_N_total_value_high,`log_price_change_n-1`
"(0.655,4.4]",841,6.72716509544767,4.39279700208408,buyer_N_total_value_high,`log_price_change_n-1`
"(0,0.0881]",641,5.17568528607587,4.81815601916171,buyer_N_total_value_high,`log_price_change_n-1`
"(0.0881,0.655]",841,7.76770942466456,4.66952291189877,buyer_N_total_value_high,`log_price_change_n-1`
"[-4.27,-0.00464]",842,3.93571161922442,4.57046161197634,buyer_N_total_value_high,`log_price_change_n-1`
"(1.61,4]",642,-23.1043718473292,5.92042347749777,buyer_N_gaspaid_high,log_price_1_sale
"(0.405,0.742]",638,-24.8853036289049,5.51385321091818,buyer_N_gaspaid_high,log_price_1_sale
"(0.742,1.61]",683,-24.4322308424941,5.48698286738544,buyer_N_gaspaid_high,log_price_1_sale
"[0.14,0.247]",670,-26.1682005273499,5.30194858391624,buyer_N_gaspaid_high,log_price_1_sale
"(0.247,0.405]",707,-25.8068285184986,5.4375382650546,buyer_N_gaspaid_high,log_price_1_sale
"(5.38,6.3]",668,-26.1103995955245,5.23267813386708,buyer_N_gaspaid_high,log_buyern_total_value
"[3.86,5.38]",668,-25.7650298760952,5.08293253014122,buyer_N_gaspaid_high,log_buyern_total_value
"(7.13,8.39]",673,-24.8289850036487,5.38730485871086,buyer_N_gaspaid_high,log_buyern_total_value
"(8.39,10.1]",663,-22.7047367900704,5.897049785135,buyer_N_gaspaid_high,log_buyern_total_value
"(6.3,7.13]",668,-25.088670563232,5.89829057203502,buyer_N_gaspaid_high,log_buyern_total_value
"(0.104,0.471]",664,-26.9930253323686,4.86992218326733,buyer_N_gaspaid_high,log_buyern_rolling_avg_value_last10
"(1.43,3.05]",668,-19.8439769182628,5.00429004554904,buyer_N_gaspaid_high,log_buyern_rolling_avg_value_last10
"(0.471,1.43]",668,-24.509245767125,5.51357429081833,buyer_N_gaspaid_high,log_buyern_rolling_avg_value_last10
"(0.00754,0.104]",672,-26.8811143833059,4.49222801769908,buyer_N_gaspaid_high,log_buyern_rolling_avg_value_last10
"[0,0.00754]",668,-26.2870296144308,4.8472323119573,buyer_N_gaspaid_high,log_buyern_rolling_avg_value_last10
"(7.91,8.98]",668,-23.5933131680042,5.32622846792492,buyer_N_gaspaid_high,log_sellern_total_value
"(7.03,7.91]",669,-25.2583908555923,5.56831460377651,buyer_N_gaspaid_high,log_sellern_total_value
"(6.07,7.03]",668,-26.2511446504547,5.3409024382304,buyer_N_gaspaid_high,log_sellern_total_value
"[4.65,6.07]",668,-26.910221655411,5.02476225497301,buyer_N_gaspaid_high,log_sellern_total_value
"(8.98,10.5]",667,-22.4965170189158,5.67206085170708,buyer_N_gaspaid_high,log_sellern_total_value
"(1.28,2.51]",666,-24.3700062012165,5.93055362456063,buyer_N_gaspaid_high,log_sellern_rolling_avg_value_last10
"(0.0149,0.117]",664,-24.6252778568698,5.19581723392229,buyer_N_gaspaid_high,log_sellern_rolling_avg_value_last10
"(0.117,0.463]",690,-25.903844057904,5.85338253252616,buyer_N_gaspaid_high,log_sellern_rolling_avg_value_last10
"[0,0.0149]",672,-23.9579302102202,5.31196366808995,buyer_N_gaspaid_high,log_sellern_rolling_avg_value_last10
"(0.463,1.28]",648,-25.6484198987031,5.58845896045382,buyer_N_gaspaid_high,log_sellern_rolling_avg_value_last10
"(7.64,8.67]",656,-23.0625227435352,5.41683276833437,buyer_N_gaspaid_high,log_sellern_1_total_value
"(5.59,6.59]",666,-27.1596115184109,5.70536347515028,buyer_N_gaspaid_high,log_sellern_1_total_value
"(6.59,7.64]",681,-25.6634455797004,5.18295307395051,buyer_N_gaspaid_high,log_sellern_1_total_value
"[4.29,5.59]",670,-25.839032065929,5.55168336453978,buyer_N_gaspaid_high,log_sellern_1_total_value
"(8.67,10.2]",667,-22.7419671777869,4.97213618316515,buyer_N_gaspaid_high,log_sellern_1_total_value
"(0.00638,0.0829]",665,-27.0166638908211,5.0267716939382,buyer_N_gaspaid_high,log_sellern_1_rolling_avg_value_last10
"(0.345,1.15]",668,-22.3531088478229,5.02114324010148,buyer_N_gaspaid_high,log_sellern_1_rolling_avg_value_last10
"[0,0.00638]",671,-28.6629845943267,5.03924673502542,buyer_N_gaspaid_high,log_sellern_1_rolling_avg_value_last10
"(1.15,2.32]",668,-21.870400229506,4.84716676578489,buyer_N_gaspaid_high,log_sellern_1_rolling_avg_value_last10
"(0.0829,0.345]",668,-24.6031706717189,4.99511732045613,buyer_N_gaspaid_high,log_sellern_1_rolling_avg_value_last10
"[0.0444,0.575]",670,-24.0509646180568,5.72144061589435,buyer_N_gaspaid_high,log_buyern_avg_total_gaspaid
"(0.575,1.22]",666,-25.3028810133843,5.78589910961771,buyer_N_gaspaid_high,log_buyern_avg_total_gaspaid
"(2.61,4.8]",668,-24.7813656089082,5.71178183453768,buyer_N_gaspaid_high,log_buyern_avg_total_gaspaid
"(1.78,2.61]",668,-25.4873985639331,5.30302526253013,buyer_N_gaspaid_high,log_buyern_avg_total_gaspaid
"(1.22,1.78]",668,-24.8948603384478,5.53245887674142,buyer_N_gaspaid_high,log_buyern_avg_total_gaspaid
"(3.45,4.74]",668,-25.3767025671812,5.34764056464519,buyer_N_gaspaid_high,log_sellern_avg_total_gaspaid
"(1.72,2.52]",668,-25.1725416249367,5.87900916635407,buyer_N_gaspaid_high,log_sellern_avg_total_gaspaid
"[0.221,0.977]",668,-24.5897474150544,5.18202172725712,buyer_N_gaspaid_high,log_sellern_avg_total_gaspaid
"(2.52,3.45]",668,-25.0299652061278,5.95293890096408,buyer_N_gaspaid_high,log_sellern_avg_total_gaspaid
