treatment,k,family,level,n,mean_pct,lo_pct,hi_pct
Earring_No+Eyes_Bored+Hat_No+Mouth_Bored,4,Background,Aquamarine,1159,-8.67658999107747,-8.69692888235735,-8.65734979206979
Earring_No+Eyes_Bored+Hat_No+Mouth_Bored,4,Background,Army.Green,1158,-8.65213390297976,-8.66825796450109,-8.63327823951451
Earring_No+Eyes_Bored+Hat_No+Mouth_Bored,4,Background,Blue,1142,-8.66402165203297,-8.68321937635387,-8.64552559689613
Earring_No+Eyes_Bored+Hat_No+Mouth_Bored,4,Background,Gray,1082,-8.65200857923804,-8.67178957259957,-8.63068301317768
Earring_No+Eyes_Bored+Hat_No+Mouth_Bored,4,Background,New.Punk.Blue,1156,-8.66234626987118,-8.68029119081346,-8.64483355386482
Earring_No+Eyes_Bored+Hat_No+Mouth_Bored,4,Background,Orange,1183,-8.64929533960882,-8.66751010800313,-8.63171753568817
Earring_No+Eyes_Bored+Hat_No+Mouth_Bored,4,Background,Purple,1198,-8.66791641932958,-8.68730250722128,-8.65008044046573
Earring_No+Eyes_Bored+Hat_No+Mouth_Bored,4,Background,Yellow,1176,-8.6654153658256,-8.68570247696134,-8.64736597424287
