treatment,k,family,level,n,mean_pct,lo_pct,hi_pct
Earring_No+Eyes_Bored+Hat_No+Mouth_Bored,4,Fur,Black,1149,-8.66359668906276,-8.68302252300761,-8.6458298928325
Earring_No+Eyes_Bored+Hat_No+Mouth_Bored,4,Fur,Brown,1281,-8.66457700247871,-8.68264879570545,-8.64676961212034
Earring_No+Eyes_Bored+Hat_No+Mouth_Bored,4,Fur,Cream,591,-8.6625663398128,-8.68888859948104,-8.63691204743023
Earring_No+Eyes_Bored+Hat_No+Mouth_Bored,4,Fur,Dark.Brown,1264,-8.65996781476351,-8.67880732849351,-8.64402163183365
Earring_No+Eyes_Bored+Hat_No+Mouth_Bored,4,Fur,Golden.Brown,727,-8.6481502306891,-8.67007103532924,-8.62668229870021
Earring_No+Eyes_Bored+Hat_No+Mouth_Bored,4,Fur,Pink,477,-8.64860499385986,-8.67757438250886,-8.6202903944132
Earring_No+Eyes_Bored+Hat_No+Mouth_Bored,4,Fur,Tan,592,-8.65303323241122,-8.67942358589328,-8.62928849318963
