feature,importance,rank,treatment,k
month_sale,0.109021683490671,1,Fur_Black,1
Hat_No,0.107720084114577,2,Fur_Black,1
Background_Purple,0.0707932072468872,3,Fur_Black,1
Earring_No,0.0476019097251675,4,Fur_Black,1
Background_Aquamarine,0.0444811517575949,5,Fur_Black,1
Eyes_Bored,0.043590803185287,6,Fur_Black,1
Mouth_Bored.Unshaven,0.0435584023044277,7,Fur_Black,1
Clothes_No,0.0390467147288272,8,Fur_Black,1
Mouth_Bored,0.0382161185202395,9,Fur_Black,1
Background_New.Punk.Blue,0.0371264383780724,10,Fur_Black,1
Earring_Silver.Hoop,0.0361364511390739,11,Fur_Black,1
Background_Orange,0.0359462969379315,12,Fur_Black,1
Background_Army.Green,0.0355591745663897,13,Fur_Black,1
Mouth_Other,0.0343647920285016,14,Fur_Black,1
Background_Gray,0.034009391395597,15,Fur_Black,1
Background_Blue,0.0322839430625889,16,Fur_Black,1
Background_Yellow,0.0310940265400797,17,Fur_Black,1
Eyes_Bloodshot,0.0291813472468408,18,Fur_Black,1
Mouth_Grin,0.02627367561466,19,Fur_Black,1
Earring_Silver.Stud,0.0253662741954379,20,Fur_Black,1
Mouth_Bored.Cigarette,0.0226199461948067,21,Fur_Black,1
Eyes_Wide.Eyed,0.0186728392800251,22,Fur_Black,1
Hat_Beanie,0.0180934010561168,23,Fur_Black,1
Eyes_Sleepy,0.0113502799600348,24,Fur_Black,1
Eyes_Closed,0.0102861263211044,25,Fur_Black,1
