gates_dec,n,mean_pct,lo_pct,hi_pct
1,555,40.8447293662744,40.8250445999768,40.8646460775595
2,554,41.209664846366,41.2039884429006,41.2151886261036
3,554,41.4397759604558,41.4344315725439,41.4446269813996
4,554,41.680502140385,41.6749525194421,41.6868259592813
5,554,41.9929466910444,41.9830813001138,42.0017044079703
6,554,42.4474481794208,42.4354720663007,42.4591457868809
7,554,43.2875976191764,43.2375592171156,43.3385849292497
8,554,44.8831848867111,44.8716411310741,44.893606048165
9,554,45.2391994771212,45.2320549154032,45.2463278814432
10,555,45.6236635884641,45.6080455116261,45.6378224592017
