month_sale,n,mean_pct,lo_pct,hi_pct
1,121,40.184897761725,40.1006761692546,40.2696927962273
2,67,40.1985924125851,40.0897465929534,40.2941430973683
3,106,40.1105959147876,40.0274728669717,40.2006333081188
4,120,40.1015668949563,40.027023424078,40.1839600763244
5,5638,40.1156895237817,40.1038271154402,40.1285679231519
6,1945,40.1291048199246,40.1077060086706,40.1512977095029
7,460,40.109383815941,40.0627653678185,40.15728080301
8,433,40.1270418894272,40.082010362833,40.1656341939635
9,85,40.0948533907277,39.9985426291918,40.2084537542191
10,75,40.0313672228579,39.9111930515146,40.1518303323846
11,115,40.1217569559557,40.0392349587787,40.2098859304705
12,89,40.117529664934,40.0239965355444,40.2108701080795
