treatment,k,family,level,n,mean_pct,lo_pct,hi_pct
Clothes_No+Earring_No+Eyes_Bored+Mouth_Bored,4,Background,Aquamarine,1159,-6.19307374076825,-6.20792538286499,-6.17917559138276
Clothes_No+Earring_No+Eyes_Bored+Mouth_Bored,4,Background,Army.Green,1158,-6.19498038502612,-6.2092589915634,-6.17990944653744
Clothes_No+Earring_No+Eyes_Bored+Mouth_Bored,4,Background,Blue,1142,-6.19470390351246,-6.20980876877046,-6.17975708318877
Clothes_No+Earring_No+Eyes_Bored+Mouth_Bored,4,Background,Gray,1082,-6.20299864448428,-6.21899514547042,-6.18622399905957
Clothes_No+Earring_No+Eyes_Bored+Mouth_Bored,4,Background,New.Punk.Blue,1156,-6.19985114018591,-6.21533722800797,-6.18557005805596
Clothes_No+Earring_No+Eyes_Bored+Mouth_Bored,4,Background,Orange,1183,-6.18997932804823,-6.20457506780275,-6.17475440902505
Clothes_No+Earring_No+Eyes_Bored+Mouth_Bored,4,Background,Purple,1198,-6.18550663987413,-6.20029223246757,-6.17231583376929
Clothes_No+Earring_No+Eyes_Bored+Mouth_Bored,4,Background,Yellow,1176,-6.19205190364668,-6.20808216898051,-6.17569967856997
