treatment,k,family,level,n,mean_pct,lo_pct,hi_pct
Clothes_Striped.Tee+Earring_No,2,Fur,Black,1149,-10.7038752431568,-10.7380510099704,-10.6717104614439
Clothes_Striped.Tee+Earring_No,2,Fur,Brown,1277,-10.7107652575793,-10.7472854420291,-10.6789663664726
Clothes_Striped.Tee+Earring_No,2,Fur,Cream,591,-10.7312926868342,-10.7803730104746,-10.6870890857668
Clothes_Striped.Tee+Earring_No,2,Fur,Dark.Brown,1264,-10.7449691172397,-10.7809002190858,-10.7110535656792
Clothes_Striped.Tee+Earring_No,2,Fur,Golden.Brown,727,-10.7354019455494,-10.7806254101304,-10.6917407328281
Clothes_Striped.Tee+Earring_No,2,Fur,Pink,477,-10.7598156684008,-10.8123884155712,-10.7035077993832
Clothes_Striped.Tee+Earring_No,2,Fur,Tan,592,-10.6940773834741,-10.7443007518768,-10.6392834843292
