month_sale,n,mean_pct,lo_pct,hi_pct
1,48,56.1993301304824,56.0524866273381,56.3396388876064
2,28,56.2179597676296,56.0597929085759,56.3984875586531
3,39,56.3470249508962,56.1759796225203,56.4922188859998
4,49,56.2775634803857,56.0696509111915,56.5246045549774
5,2318,56.3079170633736,56.2880123260841,56.3267979211906
6,1680,56.3083156759639,56.2825748513346,56.3331631813027
7,460,56.0895285021374,56.0367943454491,56.1403982840835
8,433,56.0744407590248,56.0284764303156,56.120111123928
9,85,56.0685699991505,55.9628975769829,56.1782191358733
10,75,55.93975221306,55.8155968632216,56.0612375795557
11,115,56.104822250294,55.98988900212,56.2417990151138
12,89,56.1778804397557,56.0758590413967,56.2797097367657
