treatment,k,family,level,n,mean_pct,lo_pct,hi_pct
Eyes_Wide.Eyed,1,Background,Aquamarine,808,-8.45763744435986,-8.49245022238678,-8.42880278006719
Eyes_Wide.Eyed,1,Background,Army.Green,772,-8.42745432968065,-8.4578597653986,-8.39432369362096
Eyes_Wide.Eyed,1,Background,Blue,924,-8.32738096886601,-8.35687114885278,-8.30095917154116
Eyes_Wide.Eyed,1,Background,Gray,643,-8.40073814893345,-8.43378813327489,-8.36588744493163
Eyes_Wide.Eyed,1,Background,New.Punk.Blue,916,-8.40201750010955,-8.42955405501679,-8.37319399761144
Eyes_Wide.Eyed,1,Background,Orange,838,-8.40653267095434,-8.4370836325685,-8.37379665971659
Eyes_Wide.Eyed,1,Background,Purple,688,-8.46296981863238,-8.49922404383171,-8.42899952816989
Eyes_Wide.Eyed,1,Background,Yellow,959,-8.40765571264885,-8.43430106073753,-8.38023265253342
