treatment,k,family,level,n,mean_pct,lo_pct,hi_pct
Clothes_Striped.Tee+Earring_No,2,Background,Aquamarine,1159,-10.7178273256423,-10.7536082744352,-10.6819755715138
Clothes_Striped.Tee+Earring_No,2,Background,Army.Green,1158,-10.7246691754678,-10.7646761456812,-10.6902730583348
Clothes_Striped.Tee+Earring_No,2,Background,Blue,1142,-10.7251265346064,-10.767097163686,-10.6859993872518
Clothes_Striped.Tee+Earring_No,2,Background,Gray,1078,-10.708653758716,-10.7470321883276,-10.6743599522336
Clothes_Striped.Tee+Earring_No,2,Background,New.Punk.Blue,1156,-10.7357674689159,-10.7699277901161,-10.7001771601092
Clothes_Striped.Tee+Earring_No,2,Background,Orange,1183,-10.7221782069185,-10.754205258216,-10.6889747077222
Clothes_Striped.Tee+Earring_No,2,Background,Purple,1198,-10.7448075839213,-10.7819188048381,-10.7057020818146
Clothes_Striped.Tee+Earring_No,2,Background,Yellow,1176,-10.751540845536,-10.7898679954517,-10.7165804852013
