treatment,k,family,level,n,mean_pct,lo_pct,hi_pct
Fur_Black+Mouth_Bored,2,Background,Aquamarine,1157,-10.7452757507774,-10.7543983914767,-10.7357083045273
Fur_Black+Mouth_Bored,2,Background,Army.Green,1086,-10.7373738947892,-10.7484802908523,-10.7277925457699
Fur_Black+Mouth_Bored,2,Background,Blue,525,-10.7705657831127,-10.7854925920327,-10.7572892042788
Fur_Black+Mouth_Bored,2,Background,Gray,1040,-10.7370035261093,-10.7467183290308,-10.7273572100449
Fur_Black+Mouth_Bored,2,Background,New.Punk.Blue,1138,-10.7394227288219,-10.7497077864068,-10.7291535416868
Fur_Black+Mouth_Bored,2,Background,Orange,1091,-10.7470635443613,-10.756971821623,-10.7372572910654
Fur_Black+Mouth_Bored,2,Background,Purple,1134,-10.7529786768546,-10.7638103100194,-10.7424525133491
Fur_Black+Mouth_Bored,2,Background,Yellow,1160,-10.7437639570712,-10.7520297473627,-10.7349828428181
