treatment,k,alpha_used,target_sample,baseline_est_all,baseline_se_all,robust_est_all,robust_se_all,baseline_est_treat,baseline_se_treat,robust_est_treat,robust_se_treat
Clothes_Striped.Tee+Earring_No,2,0.02,overlap,-0.113654777895786,0.029174217416616,-0.113654777895786,0.029174217416616,-0.113596870359098,0.0292555948799202,-0.113604766139191,0.0292202811004007
