treatment,k,family,level,n,mean_pct,lo_pct,hi_pct
Earring_No+Fur_Cream+Hat_No,3,Background,Aquamarine,1159,-12.9417667699172,-12.9530774574164,-12.9304935283854
Earring_No+Fur_Cream+Hat_No,3,Background,Army.Green,1158,-12.9438139360692,-12.9552676406376,-12.9335060675046
Earring_No+Fur_Cream+Hat_No,3,Background,Blue,1142,-12.9436233888195,-12.9559434343922,-12.9323311702099
Earring_No+Fur_Cream+Hat_No,3,Background,Gray,1082,-12.9339475747805,-12.9462273999533,-12.9224652929907
Earring_No+Fur_Cream+Hat_No,3,Background,New.Punk.Blue,1156,-12.9522983238216,-12.962903494165,-12.9425807189045
Earring_No+Fur_Cream+Hat_No,3,Background,Orange,1183,-12.9491509965412,-12.9601566991277,-12.9374478767542
Earring_No+Fur_Cream+Hat_No,3,Background,Purple,1198,-12.9315737779565,-12.9440340792283,-12.9212510809087
Earring_No+Fur_Cream+Hat_No,3,Background,Yellow,1176,-12.9398077242997,-12.9495868831815,-12.9292827798884
