treatment,k,alpha_used,target_sample,baseline_est_all,baseline_se_all,robust_est_all,robust_se_all,baseline_est_treat,baseline_se_treat,robust_est_treat,robust_se_treat
Earring_No+Hat_Other,2,0.02,overlap,0.324748744770686,0.07166749885449,0.324748744770686,0.07166749885449,0.324156944566335,0.071738847607522,0.324148995059796,0.0716479473221982
