treatment,k,family,level,n,mean_pct,lo_pct,hi_pct
Clothes_Other+Earring_No,2,Background,Aquamarine,1159,32.9886625740869,32.9285862297456,33.051495387591
Clothes_Other+Earring_No,2,Background,Army.Green,1158,32.9981107472451,32.9267759654084,33.0611588145279
Clothes_Other+Earring_No,2,Background,Blue,1142,32.9934912781799,32.9241279527298,33.0632600035215
Clothes_Other+Earring_No,2,Background,Gray,1082,32.9923618565028,32.9259121447648,33.0533527657594
Clothes_Other+Earring_No,2,Background,New.Punk.Blue,1154,32.9658510579227,32.8990633767399,33.0246282123237
Clothes_Other+Earring_No,2,Background,Orange,1182,32.9907942552697,32.9198359548014,33.0589816530296
Clothes_Other+Earring_No,2,Background,Purple,1194,32.9427688301311,32.8760557701025,33.0006988459959
Clothes_Other+Earring_No,2,Background,Yellow,1176,32.9356637613117,32.8691615857062,32.9970795999689
