decile,n,mean_pct,lo_pct,hi_pct
1,264,-32.2583191329672,-32.3938837559598,-32.1388868460533
2,264,-29.8768544535931,-29.9441829741577,-29.8148540080885
3,264,-27.82519090736,-27.9021025825371,-27.7592898757117
4,264,-25.4067430469124,-25.4926096167207,-25.300918886572
5,264,-23.4381072682055,-23.4835565430272,-23.3830522074073
6,264,-22.1128617509205,-22.1543726872861,-22.0733472988497
7,264,-21.0886304663908,-21.1192836773885,-21.0533197877106
8,264,-20.0916234287365,-20.1304584648948,-20.0512235491005
9,264,-18.5977907714548,-18.6649898335135,-18.5278656659672
10,264,-16.3806360182656,-16.4827498098422,-16.2821940542225
