decile,n,mean_pct,lo_pct,hi_pct
1,211,12.9922452246391,12.9013343543381,13.0799274617277
2,210,14.5022200463454,14.4554197212677,14.5520881863686
3,210,15.7605930082367,15.7129855994019,15.8110984911645
4,210,17.0988355526408,17.0545371620033,17.1477916458617
5,211,18.4838522744484,18.4290994651553,18.5297253469302
6,210,20.0531647853592,19.9905830121067,20.1172646699553
7,210,21.4663116149152,21.4203345377289,21.507506889988
8,210,22.8924990826768,22.8281841888477,22.9600179670213
9,210,24.8936829835763,24.8159666984838,24.9854105347623
10,211,27.4601756023104,27.3377719153883,27.5877007070249
