decile,n,mean_pct,lo_pct,hi_pct
1,421,17.3695534311147,17.2811561851558,17.4479809520796
2,421,19.2741152095235,19.2384828895747,19.3119260353855
3,420,20.573355723058,20.536069240746,20.6096099746609
4,421,21.8084293126495,21.7777697389447,21.8443168258654
5,420,23.1479303527525,23.1081719120953,23.1917084981516
6,421,25.0409644556645,24.9722024313048,25.1125285659083
7,420,37.4034509843681,36.7840238292958,38.0517305358787
8,421,47.630892596751,47.4907205512708,47.7826426640841
9,420,52.6332599950258,52.4973437316991,52.7622721940037
10,421,58.6810293250013,58.4089959307347,58.9627054830368
