decile,n,mean_pct,lo_pct,hi_pct
1,279,-1.16771951984009,-1.24633880919496,-1.0954287977346
2,278,0.1550088875944,0.122847326000767,0.186118503342015
3,278,0.926644008762485,0.89976328630202,0.953820270698699
4,278,1.58971602373622,1.56947492353239,1.61225222955713
5,278,2.20605538076923,2.1862693738164,2.22573727459664
6,278,2.78534249624322,2.76357694557228,2.80412727701399
7,278,3.38590078471425,3.36660815805728,3.40764172105596
8,278,4.08665721138639,4.06140050943199,4.11375284142731
9,278,4.98735382603416,4.95235821115586,5.02405350599432
10,279,6.49101394955804,6.39826323052875,6.58080080167116
