decile,n,mean_pct,lo_pct,hi_pct
1,421,13.1233302617634,13.0503208495859,13.1926367566195
2,421,14.8815442172983,14.8407354925485,14.9248006742199
3,420,16.4210407368346,16.3770145101311,16.4608294532227
4,421,17.9537612307164,17.9102319456546,17.9962833094931
5,420,19.4611664339809,19.4229753792751,19.4989793104567
6,421,21.2401865320295,21.1808345578095,21.2957750578679
7,420,26.3953036820858,26.1777277602282,26.6286328899789
8,421,32.7618780360174,32.6393662619236,32.8963369828575
9,420,36.9628769144389,36.8543186940245,37.0609652818086
10,421,41.7092054629217,41.5281935234217,41.8696502505551
