decile,n,mean_pct,lo_pct,hi_pct
1,421,12.8466966652721,12.7658806155721,12.9147598734499
2,421,14.5933477658391,14.5590656666953,14.6353934276518
3,420,16.077785666137,16.0341693074016,16.1217763230539
4,421,17.6672133279956,17.6213783077927,17.706305022153
5,420,19.1793477994909,19.136903732972,19.2200637224365
6,421,20.9242080426727,20.8682904654237,20.9769474019196
7,420,26.2293952005528,25.9875901187762,26.4667684030655
8,421,32.5496221173087,32.4102244489275,32.6771719489484
9,420,36.8165027644507,36.6923053612037,36.9293521346174
10,421,41.7702917638861,41.5829409428179,41.9529151460642
