decile,n,mean_pct,lo_pct,hi_pct
1,421,-1.97775694771723,-2.07544153333515,-1.88552369628096
2,421,1.07387188830341,1.00716038182167,1.15160095409207
3,420,3.22031506961097,3.1696163961443,3.27081881358909
4,421,4.89118355374645,4.84592143242931,4.94066913735895
5,420,6.44306315043618,6.39826146577814,6.48537441817304
6,421,8.02558649790664,7.98507173542079,8.06456764334376
7,420,9.44456921355238,9.40240809763387,9.48433561264802
8,421,10.9032155684364,10.8570302066398,10.9467056491363
9,420,12.6347229082493,12.5817253979904,12.6906199323042
10,421,15.4864585379082,15.34154675215,15.6262153923336
