decile,n,mean_pct,lo_pct,hi_pct
1,421,-30.511190629199,-30.6058127394591,-30.4213079293547
2,421,-28.2908521970136,-28.3345809046195,-28.2384886282178
3,420,-26.4984333255845,-26.5475710792784,-26.445457736436
4,421,-22.5534467000906,-22.7907654968379,-22.3249237694847
5,420,-17.0438671165713,-17.0835298023732,-16.9993944466646
6,421,-15.973957279807,-15.9988913195002,-15.9488487394006
7,420,-15.1988733147718,-15.2204848349397,-15.1781470133577
8,421,-14.4441069747136,-14.4642743184945,-14.4247554979679
9,420,-13.5936192537106,-13.6193446597724,-13.5668846546758
10,421,-11.9102949020222,-11.9805901976877,-11.8242645233411
