decile,n,mean_pct,lo_pct,hi_pct
1,421,-1.54593496524946,-1.62381583197316,-1.48581347779904
2,421,-0.0636874593745968,-0.0947726605099827,-0.037769912149069
3,420,0.862263796712654,0.843013014116271,0.883467133316362
4,421,1.6042846022534,1.5853795270375,1.6218494724217
5,420,2.34311380709915,2.3212801960599,2.36733733128421
6,421,3.12382604806662,3.100549474093,3.14502485725379
7,420,3.98123671562974,3.95776100933133,4.00709306256664
8,421,4.89183440826261,4.86431901308134,4.91834022255487
9,420,6.08900040530828,6.0530207020464,6.12389958859034
10,421,8.34187869969771,8.23035231393392,8.45430341872966
