decile,n,mean_pct,lo_pct,hi_pct
1,421,3.08915352434201,3.01464838737995,3.15245358797617
2,421,4.39290727428104,4.36946260094464,4.41704150793465
3,420,5.12367605313995,5.10621113605174,5.14024243061986
4,421,5.80326741788603,5.78503908497536,5.82360945437145
5,420,6.5269294664357,6.50879039278606,6.54577658560392
6,421,7.23248002803581,7.21204117697816,7.25105985736138
7,420,8.04453096637928,8.02276700430798,8.06637879427193
8,421,8.98281385582894,8.95902483159778,9.01013810943828
9,420,10.2765275222145,10.2273577383301,10.3182715650385
10,421,12.4507976969218,12.3549184355478,12.5477842738701
