treatment,covariate,type,n,cor,slope_catepct_per_unit,n0,n1,mean0,mean1,diff1minus0
seller_N_total_value_high,`time_n-1_sale_str_2021-07`,binary,7323,,,6916,407,0.757680994212019,1.15816883188717,0.40048783767515
seller_N_total_value_high,`time_n-1_sale_str_2021-08`,binary,7323,,,6667,656,0.861024224416919,-0.044134197620727,-0.905158422037646
seller_N_total_value_high,`time_n-1_sale_str_2021-09`,binary,7323,,,7170,153,0.801621746414341,-0.236153276094297,-1.03777502250864
seller_N_total_value_high,`time_n-1_sale_str_2021-10`,binary,7323,,,7204,119,0.777775059329324,0.910965908739059,0.133190849409735
seller_N_total_value_high,`time_n-1_sale_str_2021-11`,binary,7323,,,7152,171,0.792583025643507,0.251126731848182,-0.541456293795324
seller_N_total_value_high,`time_n-1_sale_str_2021-12`,binary,7323,,,7217,106,0.786497094502754,0.333461693603979,-0.453035400898776
seller_N_total_value_high,`time_n-1_sale_str_2022-01`,binary,7323,,,7103,220,0.805525040193693,-0.0461267724881991,-0.851651812681893
seller_N_total_value_high,`time_n-1_sale_str_2022-02`,binary,7323,,,7257,66,0.77512404367585,1.30941341807211,0.53428937439626
seller_N_total_value_high,`time_n-1_sale_str_2022-03`,binary,7323,,,7180,143,0.787082234829206,0.421300870452449,-0.365781364376757
seller_N_total_value_high,`time_n-1_sale_str_2022-04`,binary,7323,,,7213,110,0.784423368295331,0.485915591219828,-0.298507777075503
seller_N_total_value_high,`time_n-1_sale_str_2022-05`,binary,7323,,,7206,117,0.786858547610931,0.353792961231023,-0.433065586379908
seller_N_total_value_high,`time_n-1_sale_str_2022-06`,binary,7323,,,7216,107,0.770612481000271,1.40894212757426,0.638329646573985
seller_N_total_value_high,`time_n-1_sale_str_2022-07`,binary,7323,,,7255,68,0.782512168835664,0.505451259494945,-0.277060909340719
seller_N_total_value_high,`time_n-1_sale_str_2022-08`,binary,7323,,,7248,75,0.773000095495165,1.45055704532587,0.677556949830704
seller_N_total_value_high,`time_n-1_sale_str_2022-09`,binary,7323,,,7279,44,0.773059508062435,1.91809798549858,1.14503847743615
seller_N_total_value_high,`time_n-1_sale_str_2022-10`,binary,7323,,,7290,33,0.775021225486512,1.86641626520382,1.09139503971731
seller_N_total_value_high,`time_n-1_sale_str_2022-11`,binary,7323,,,7221,102,0.78545997696641,0.389117420332897,-0.396342556633513
seller_N_total_value_high,`time_n-1_sale_str_2022-12`,binary,7323,,,7235,88,0.779104720178087,0.848566137044795,0.0694614168667078
seller_N_total_value_high,`time_n-1_sale_str_2023-01`,binary,7323,,,7243,80,0.78363283793639,0.44554781718906,-0.33808502074733
seller_N_total_value_high,`time_n-1_sale_str_2023-02`,binary,7323,,,7234,89,0.789090240600544,0.0361535960007237,-0.75293664459982
seller_N_total_value_high,`time_n-1_sale_str_2023-03`,binary,7323,,,7232,91,0.786605567435732,0.250164910474569,-0.536440656961163
seller_N_total_value_high,`time_n-1_sale_str_2023-04`,binary,7323,,,7184,139,0.792478784938009,0.131862442832668,-0.660616342105341
seller_N_total_value_high,`time_n-1_sale_str_2023-05`,binary,7323,,,7255,68,0.774580040724536,1.35173933958663,0.577159298862095
seller_N_total_value_high,`time_n-1_sale_str_2023-06`,binary,7323,,,7220,103,0.791451288581373,-0.027008087467099,-0.818459376048472
seller_N_total_value_high,`time_n-1_sale_str_2023-07`,binary,7323,,,7235,88,0.794727447919422,-0.435870626688861,-1.23059807460828
seller_N_total_value_high,`time_n-1_sale_str_2023-08`,binary,7323,,,7205,118,0.780437854426836,0.749506181381777,-0.0309316730450585
seller_N_total_value_high,`time_n-1_sale_str_2023-09`,binary,7323,,,7272,51,0.783302334597006,0.300429281548435,-0.482873053048571
seller_N_total_value_high,`time_n-1_sale_str_2023-10`,binary,7323,,,7238,85,0.776740275185946,1.05235716179442,0.275616886608477
seller_N_total_value_high,`time_n-1_sale_str_2023-11`,binary,7323,,,7208,115,0.79900161411662,-0.414844904384343,-1.21384651850096
seller_N_total_value_high,`time_n-1_sale_str_2023-12`,binary,7323,,,7251,72,0.792799351381524,-0.51516147665316,-1.30796082803468
seller_N_total_value_high,`time_n-1_sale_str_2024-01`,binary,7323,,,7243,80,0.797642830843552,-0.82288191564313,-1.62052474648668
seller_N_total_value_high,`time_n-1_sale_str_2024-02`,binary,7323,,,7240,83,0.782569799624647,0.550495436939194,-0.232074362685453
seller_N_total_value_high,`time_n-1_sale_str_2024-03`,binary,7323,,,7148,175,0.780261504434559,0.766784210572402,-0.0134772938621573
seller_N_total_value_high,`time_n-1_sale_str_2024-04`,binary,7323,,,7188,135,0.779183749803672,0.820175384885958,0.0409916350822863
seller_N_total_value_high,`time_n-1_sale_str_2024-05`,binary,7323,,,7259,64,0.77575274232755,1.25480178113612,0.479049038808574
seller_N_total_value_high,`time_n-1_sale_str_2024-06`,binary,7323,,,7228,95,0.782586496086368,0.57853975616984,-0.204046739916528
seller_N_total_value_high,`time_n-1_sale_str_2024-07`,binary,7323,,,7256,67,0.777131789836696,1.0840030372139,0.306871247377205
seller_N_total_value_high,`time_n-1_sale_str_2024-08`,binary,7323,,,7249,74,0.774406564210014,1.32193630527037,0.547529741060351
seller_N_total_value_high,`time_n-1_sale_str_2024-09`,binary,7323,,,7268,55,0.769694062419022,2.13381863430809,1.36412457188906
seller_N_total_value_high,`time_n-1_sale_str_2024-10`,binary,7323,,,7255,68,0.77254114552059,1.56927146759589,0.796730322075304
seller_N_total_value_high,`time_n-1_sale_str_2024-11`,binary,7323,,,7175,148,0.751883817984518,2.14006808452352,1.38818426653901
seller_N_total_value_high,`time_n-1_sale_str_2024-12`,binary,7323,,,7196,127,0.778428508702797,0.865550566323396,0.0871220576205985
seller_N_total_value_high,`time_n-1_sale_str_2025-01`,binary,7323,,,7259,64,0.77979573133703,0.796238387076488,0.0164426557394574
seller_N_total_value_high,`time_n-1_sale_str_2025-02`,binary,7323,,,7226,97,0.76376631909381,1.98475308017043,1.22098676107663
seller_N_total_value_high,`time_n-1_sale_str_2025-03`,binary,7323,,,7305,18,0.776089009904986,2.3425696218042,1.56648061189921
seller_N_total_value_high,`Background_recoded_Army Green`,binary,7323,,,6426,897,0.764863351908588,0.887942665756763,0.123079313848175
seller_N_total_value_high,Background_recoded_Blue,binary,7323,,,6426,897,0.767336654471477,0.870224223985159,0.102887569513682
seller_N_total_value_high,Background_recoded_Gray,binary,7323,,,6435,888,0.741987535405257,1.05496247772024,0.312974942314978
seller_N_total_value_high,`Background_recoded_New Punk Blue`,binary,7323,,,6415,908,0.774611411632212,0.817581789568017,0.0429703779358051
seller_N_total_value_high,Background_recoded_Orange,binary,7323,,,6388,935,0.774676927757541,0.815893321960667,0.0412163942031261
seller_N_total_value_high,Background_recoded_Purple,binary,7323,,,6376,947,0.867167663862492,0.19264566606246,-0.674521997800032
seller_N_total_value_high,Background_recoded_Yellow,binary,7323,,,6396,927,0.768763252583618,0.857051463887355,0.0882882113037364
seller_N_total_value_high,`Clothes_recoded_Bayc T Black`,binary,7323,,,7170,153,0.767719910797704,1.3525798047638,0.584859893966098
seller_N_total_value_high,`Clothes_recoded_Bayc T Red`,binary,7323,,,7223,100,0.775316685398715,1.1138405191348,0.338523833736084
seller_N_total_value_high,`Clothes_recoded_Biker Vest`,binary,7323,,,7133,190,0.791936392777458,0.329548320351534,-0.462388072425924
seller_N_total_value_high,`Clothes_recoded_Black Holes T`,binary,7323,,,7176,147,0.768302135208938,1.34802958019768,0.579727444988743
seller_N_total_value_high,`Clothes_recoded_Black T`,binary,7323,,,7072,251,0.763243538143224,1.25035127011759,0.487107731974369
seller_N_total_value_high,`Clothes_recoded_Bone Necklace`,binary,7323,,,7177,146,0.773287567147443,1.10692877487126,0.333641207723813
seller_N_total_value_high,`Clothes_recoded_Bone Tee`,binary,7323,,,7155,168,0.786900801252908,0.483459747522892,-0.303441053730015
seller_N_total_value_high,`Clothes_recoded_Caveman Pelt`,binary,7323,,,7206,117,0.786510010798095,0.375259254165212,-0.411250756632883
seller_N_total_value_high,`Clothes_recoded_Cowboy Shirt`,binary,7323,,,7233,90,0.783191791318124,0.518558266049022,-0.264633525269101
seller_N_total_value_high,Clothes_recoded_Guayabera,binary,7323,,,7143,180,0.793925199718683,0.224937605321358,-0.568987594397326
seller_N_total_value_high,Clothes_recoded_Hawaiian,binary,7323,,,7124,199,0.775693832211706,0.931927687800031,0.156233855588325
seller_N_total_value_high,`Clothes_recoded_Hip Hop`,binary,7323,,,7227,96,0.773892928610742,1.23512786956837,0.461234940957625
seller_N_total_value_high,`Clothes_recoded_Lab Coat`,binary,7323,,,7224,99,0.788986704399047,0.119762807774588,-0.669223896624459
seller_N_total_value_high,`Clothes_recoded_Leather Jacket`,binary,7323,,,7173,150,0.767691102808998,1.36565460066305,0.597963497854055
seller_N_total_value_high,`Clothes_recoded_Leather Punk Jacket`,binary,7323,,,7217,106,0.77688821461391,0.987681374337808,0.210793159723898
seller_N_total_value_high,`Clothes_recoded_Lumberjack Shirt`,binary,7323,,,7158,165,0.775943327626896,0.953297766030793,0.177354438403897
seller_N_total_value_high,`Clothes_recoded_Navy Striped Tee`,binary,7323,,,7083,240,0.762542918834437,1.29335406851702,0.530811149682582
seller_N_total_value_high,Clothes_recoded_No_Clothes,binary,7323,,,5985,1338,0.846853569061986,0.480626203073552,-0.366227365988434
seller_N_total_value_high,Clothes_recoded_Other_Clothes,binary,7323,,,7016,307,0.77177795475839,0.966457133431703,0.194679178673313
seller_N_total_value_high,`Clothes_recoded_Prison Jumpsuit`,binary,7323,,,7155,168,0.776899988265323,0.909387229226261,0.132487240960937
seller_N_total_value_high,`Clothes_recoded_Prom Dress`,binary,7323,,,7245,78,0.777909461766414,0.968492564752934,0.19058310298652
seller_N_total_value_high,`Clothes_recoded_Puffy Vest`,binary,7323,,,7151,172,0.785551958551011,0.546595435756518,-0.238956522794493
seller_N_total_value_high,`Clothes_recoded_Rainbow Suspenders`,binary,7323,,,7220,103,0.767022563323939,1.68537440145205,0.918351838128111
seller_N_total_value_high,`Clothes_recoded_Sailor Shirt`,binary,7323,,,7113,210,0.78450165445656,0.625410487613746,-0.159091166842815
seller_N_total_value_high,Clothes_recoded_Service,binary,7323,,,7207,116,0.791073858767428,0.088165262168507,-0.702908596598921
seller_N_total_value_high,`Clothes_recoded_Sleeveless Logo T`,binary,7323,,,7216,107,0.780637241548932,0.732879771320597,-0.0477574702283349
seller_N_total_value_high,`Clothes_recoded_Sleeveless T`,binary,7323,,,7142,181,0.779998667704581,0.777602131504312,-0.00239653620026881
seller_N_total_value_high,`Clothes_recoded_Smoking Jacket`,binary,7323,,,7160,163,0.788499099135802,0.403944298994248,-0.384554800141554
seller_N_total_value_high,`Clothes_recoded_Striped Tee`,binary,7323,,,7010,313,0.764523765338493,1.12519129560882,0.360667530270331
seller_N_total_value_high,`Clothes_recoded_Stunt Jacket`,binary,7323,,,7200,123,0.788315975187461,0.289605278038053,-0.498710697149408
seller_N_total_value_high,Clothes_recoded_Tanktop,binary,7323,,,7144,179,0.784235617895139,0.608476068745962,-0.175759549149177
seller_N_total_value_high,`Clothes_recoded_Tie Dye`,binary,7323,,,7220,103,0.783181700880639,0.552665924176555,-0.230515776704084
seller_N_total_value_high,Clothes_recoded_Toga,binary,7323,,,7167,156,0.782835681996141,0.646879087705489,-0.135956594290652
seller_N_total_value_high,`Clothes_recoded_Tuxedo Tee`,binary,7323,,,7131,192,0.770364452399187,1.13556021088435,0.365195758485166
seller_N_total_value_high,`Clothes_recoded_Tweed Suit`,binary,7323,,,7226,97,0.782157192707199,0.614727794290476,-0.167429398416723
seller_N_total_value_high,`Clothes_recoded_Vietnam Jacket`,binary,7323,,,7153,170,0.776526213936252,0.923555660366972,0.147029446430719
seller_N_total_value_high,`Clothes_recoded_Wool Turtleneck`,binary,7323,,,7143,180,0.776389495027325,0.92081281982344,0.144423324796116
seller_N_total_value_high,`Clothes_recoded_Work Vest`,binary,7323,,,7178,145,0.776830785090874,0.93382824252487,0.156997457433996
seller_N_total_value_high,`Earring_recoded_Diamond Stud`,binary,7323,,,7166,157,0.767561436795432,1.34491219409132,0.577350757295886
seller_N_total_value_high,`Earring_recoded_Gold Hoop`,binary,7323,,,6985,338,0.782089696665095,0.735502779120456,-0.0465869175446386
seller_N_total_value_high,`Earring_recoded_Gold Stud`,binary,7323,,,6988,335,0.761617262373634,1.16213445098939,0.40051718861576
seller_N_total_value_high,Earring_recoded_No_Earring,binary,7323,,,2198,5125,0.978755540985565,0.694671569065781,-0.284083971919784
seller_N_total_value_high,`Earring_recoded_Silver Hoop`,binary,7323,,,6694,629,0.704901861212727,1.57851098822004,0.873609127007308
seller_N_total_value_high,`Earring_recoded_Silver Stud`,binary,7323,,,6696,627,0.819554616936698,0.356872018405536,-0.462682598531162
seller_N_total_value_high,Eyes_recoded_Angry,binary,7323,,,7000,323,0.766987684478389,1.06062748978227,0.293639805303885
seller_N_total_value_high,Eyes_recoded_Blindfold,binary,7323,,,7133,190,0.762301419799704,1.44210759535321,0.679806175553507
seller_N_total_value_high,Eyes_recoded_Bloodshot,binary,7323,,,6715,608,0.780691507117797,0.771633224099332,-0.00905828301846545
seller_N_total_value_high,Eyes_recoded_Bored,binary,7323,,,6041,1282,0.843591363429525,0.480000814407677,-0.363590549021848
seller_N_total_value_high,Eyes_recoded_Closed,binary,7323,,,6806,517,0.787577895377444,0.67938358725245,-0.108194308124993
seller_N_total_value_high,Eyes_recoded_Coins,binary,7323,,,6968,355,0.768260839051122,1.00916885645121,0.240908017400093
seller_N_total_value_high,Eyes_recoded_Crazy,binary,7323,,,7032,291,0.797340908145651,0.359433692330524,-0.437907215815127
seller_N_total_value_high,Eyes_recoded_Eyepatch,binary,7323,,,7076,247,0.787793212724491,0.554946142955064,-0.232847069769427
seller_N_total_value_high,Eyes_recoded_Heart,binary,7323,,,7021,302,0.776088387438386,0.869469875309587,0.0933814878712015
seller_N_total_value_high,Eyes_recoded_Holographic,binary,7323,,,7216,107,0.778644624482329,0.867260376485176,0.088615752002847
seller_N_total_value_high,Eyes_recoded_Hypnotized,binary,7323,,,7164,159,0.775151366421328,0.995673468591228,0.2205221021699
seller_N_total_value_high,Eyes_recoded_Other_Eyes,binary,7323,,,7175,148,0.786446408909061,0.464483017742482,-0.321963391166579
seller_N_total_value_high,Eyes_recoded_Robot,binary,7323,,,7069,254,0.774308953321042,0.936639683157308,0.162330729836266
seller_N_total_value_high,Eyes_recoded_Sad,binary,7323,,,6888,435,0.77879642569395,0.798038368663148,0.0192419429691978
seller_N_total_value_high,Eyes_recoded_Scumbag,binary,7323,,,7160,163,0.769821818495715,1.22436963263239,0.454547814136678
seller_N_total_value_high,Eyes_recoded_Sleepy,binary,7323,,,6777,546,0.787672837230049,0.683951744762567,-0.103721092467482
seller_N_total_value_high,Eyes_recoded_Sunglasses,binary,7323,,,7090,233,0.764033211557287,1.26395279230572,0.499919580748436
seller_N_total_value_high,`Eyes_recoded_Wide Eyed`,binary,7323,,,6918,405,0.777497797747894,0.821646186983883,0.0441483892359895
seller_N_total_value_high,`Eyes_recoded_X Eyes`,binary,7323,,,7139,184,0.772093600202087,1.0843492320962,0.312255631894114
seller_N_total_value_high,Eyes_recoded_Zombie,binary,7323,,,7096,227,0.780435730822223,0.764425218651558,-0.0160105121706654
seller_N_total_value_high,Fur_recoded_Blue,binary,7323,,,6970,353,0.779041427521698,0.797670596946638,0.0186291694249394
seller_N_total_value_high,Fur_recoded_Brown,binary,7323,,,6334,989,0.797274014056716,0.66892099647438,-0.128353017582335
seller_N_total_value_high,Fur_recoded_Cheetah,binary,7323,,,7034,289,0.777174888805888,0.847225960857391,0.0700510720515034
seller_N_total_value_high,Fur_recoded_Cream,binary,7323,,,6847,476,0.777113601761935,0.8205874774883,0.0434738757263654
seller_N_total_value_high,`Fur_recoded_Dark Brown`,binary,7323,,,6324,999,0.676831947358851,1.43264387933036,0.755811931971507
seller_N_total_value_high,`Fur_recoded_Death Bot`,binary,7323,,,7207,116,0.77008800864044,1.3920016575582,0.621913648917763
seller_N_total_value_high,Fur_recoded_Dmt,binary,7323,,,7175,148,0.773526440107467,1.09083961336029,0.317313173252822
seller_N_total_value_high,`Fur_recoded_Golden Brown`,binary,7323,,,6727,596,0.899818181250383,-0.573121534770006,-1.47293971602039
seller_N_total_value_high,Fur_recoded_Gray,binary,7323,,,6961,362,0.783059202414908,0.719948515298961,-0.063110687115947
seller_N_total_value_high,Fur_recoded_Noise,binary,7323,,,7210,113,0.776906873302899,0.973432867561926,0.196525994259027
seller_N_total_value_high,Fur_recoded_Other_Fur,binary,7323,,,7263,60,0.786972018832989,-0.0713550372599641,-0.858327056092953
seller_N_total_value_high,Fur_recoded_Pink,binary,7323,,,6936,387,0.786408655459034,0.663994925799846,-0.122413729659188
seller_N_total_value_high,Fur_recoded_Red,binary,7323,,,6984,339,0.792315937564624,0.524961541584271,-0.267354395980352
seller_N_total_value_high,Fur_recoded_Robot,binary,7323,,,7137,186,0.766443178462177,1.29780379496691,0.531360616504729
seller_N_total_value_high,Fur_recoded_Tan,binary,7323,,,6857,466,0.769390046204941,0.935169364208405,0.165779318003464
seller_N_total_value_high,Fur_recoded_White,binary,7323,,,7032,291,0.787385372391938,0.600008700647063,-0.187376671744874
seller_N_total_value_high,Fur_recoded_Zombie,binary,7323,,,7113,210,0.76119834738132,1.41472678869082,0.653528441309499
seller_N_total_value_high,`Hat_recoded_Baby's Bonnet`,binary,7323,,,7202,121,0.777659236601306,0.915658252444553,0.137999015843246
seller_N_total_value_high,`Hat_recoded_Bayc Flipped Brim`,binary,7323,,,7170,153,0.784324090135359,0.574462380901168,-0.209861709234191
seller_N_total_value_high,`Hat_recoded_Bayc Hat Black`,binary,7323,,,7160,163,0.774761907060815,1.00736942326973,0.23260751620892
seller_N_total_value_high,`Hat_recoded_Bayc Hat Red`,binary,7323,,,7242,81,0.787026666315072,0.14628830981049,-0.640738356504582
seller_N_total_value_high,Hat_recoded_Beanie,binary,7323,,,6916,407,0.770363800145129,0.942654616080314,0.172290815935185
seller_N_total_value_high,Hat_recoded_Bowler,binary,7323,,,7128,195,0.768330422836192,1.20429341831808,0.435962995481893
seller_N_total_value_high,`Hat_recoded_Bunny Ears`,binary,7323,,,7193,130,0.776774347069412,0.955066092908589,0.178291745839177
seller_N_total_value_high,`Hat_recoded_Commie Hat`,binary,7323,,,7084,239,0.774196516344205,0.95016045508808,0.175963938743875
seller_N_total_value_high,`Hat_recoded_Cowboy Hat`,binary,7323,,,7072,251,0.784190325886955,0.660169266437654,-0.124021059449301
seller_N_total_value_high,`Hat_recoded_Faux Hawk`,binary,7323,,,7230,93,0.768780270822148,1.6474743280029,0.878694057180747
seller_N_total_value_high,Hat_recoded_Fez,binary,7323,,,7033,290,0.791177580574334,0.507394987479675,-0.283782593094659
seller_N_total_value_high,`Hat_recoded_Fisherman's Hat`,binary,7323,,,7073,250,0.77899569810432,0.806639591426175,0.0276438933218548
seller_N_total_value_high,`Hat_recoded_Girl's Hair Pink`,binary,7323,,,7249,74,0.785145447837801,0.269961069894342,-0.515184377943459
seller_N_total_value_high,`Hat_recoded_Girl's Hair Short`,binary,7323,,,7209,114,0.781754013341323,0.66519112605966,-0.116562887281663
seller_N_total_value_high,Hat_recoded_Halo,binary,7323,,,7086,237,0.781580734096843,0.730866619148388,-0.0507141149484551
seller_N_total_value_high,Hat_recoded_Horns,binary,7323,,,7145,178,0.775220844798046,0.969345699249202,0.194124854451155
