"traits_combination","k","treated_count","control_count","treated_ok","control_ok","treated_kept","control_kept","treated_prop","control_prop","treated_prop_kept","control_prop_kept","ATE","CI_lower","CI_upper","StdErr","p_value","ATE_pct","CI_lower_pct","CI_upper_pct","overlap_alpha","target_sample","n_total","n_kept","kept_pct"
"Clothes_No+Earring_No+Eyes_Bloodshot",3,95,9159,95,9159,95,9159,0.0102658309920035,0.989734169007996,0.0102658309920035,0.989734169007996,0.027764903104642,-0.0927397730706262,0.14826957927991,0.061481977640443,0.651561365552531,2.81539402065887,-8.856935176241,15.9825519151042,0,"overlap",9254,9254,100
"Earring_No+Eyes_Bloodshot+Hat_No",3,110,9144,110,9144,2,209,0.0118867516749514,0.988113248325049,0.00947867298578199,0.990521327014218,-0.123097352595674,-0.536929078040717,0.290734372849369,0.211138635431145,0.559882051325131,-11.5822418611809,-41.545942258445,33.7409284546059,0.02,"overlap",9254,211,2.2800950940134
"Earring_No+Eyes_Bloodshot+Mouth_Bored",3,139,9115,139,9115,13,1134,0.015020531661984,0.984979468338016,0.011333914559721,0.988666085440279,-0.28252959577334,-0.369688304972564,-0.195370886574115,0.0444687291832778,2.10546469148198e-10,-24.6125669864647,-30.9050337349291,-17.7470463685095,0.02,"overlap",9254,1147,12.3946401556084
"Background_Gray+Earring_No+Fur_Black",3,95,9159,95,9159,95,9159,0.0102658309920035,0.989734169007996,0.0102658309920035,0.989734169007996,-0.0635957083764534,-0.204803585802736,0.077612169049829,0.0720448354215727,0.377385388662374,-6.16156962355197,-18.51926595749,8.07034471389776,0,"overlap",9254,9254,100
"Background_Gray+Earring_No+Fur_Dark.Brown",3,100,9154,100,9154,4,262,0.0108061378863194,0.98919386211368,0.0150375939849624,0.984962406015038,-0.296294339774313,-0.47598736588902,-0.116601313659607,0.0916801153646463,0.00123001182156046,-25.6431465987334,-37.8728668591172,-11.0060070661923,0.02,"overlap",9254,266,2.87443267776097
"Background_Gray+Earring_No+Fur_Brown",3,110,9144,110,9144,6,444,0.0118867516749514,0.988113248325049,0.0133333333333333,0.986666666666667,-0.304786295053512,-0.928316767447044,0.31874417734002,0.318127792037516,0.338031263708101,-26.2719081863754,-60.4781604726516,37.5399421556976,0.02,"overlap",9254,450,4.86276204884374
"Background_Gray+Earring_No+Mouth_Bored.Unshaven",3,109,9145,109,9145,3,345,0.0117786902960882,0.988221309703912,0.00862068965517241,0.991379310344828,-0.363580974288794,-0.868892242293344,0.141730293715757,0.257811871430893,0.158463835743491,-30.4817566966097,-58.0584096796615,15.2265833288119,0.02,"overlap",9254,348,3.76053598443916
"Background_Gray+Earring_No+Eyes_Bored",3,130,9124,130,9124,5,603,0.0140479792522153,0.985952020747785,0.00822368421052632,0.991776315789474,0.476889368813509,-0.628848723209115,1.58262746083613,0.564152087766645,0.397931874846539,61.10552012464,-46.6794685319326,386.772879039563,0.02,"overlap",9254,608,6.57013183488221
"Background_Gray+Clothes_No+Earring_No",3,127,9127,127,9127,3,446,0.0137237951156257,0.986276204884374,0.0066815144766147,0.993318485523385,0.245276272296764,-0.939312623773328,1.42986516836686,0.604382089831679,0.684867649396396,27.7974333342077,-60.9103564049722,317.813580906855,0.02,"overlap",9254,449,4.85195591095742
"Background_Gray+Earring_No+Hat_No",3,187,9067,187,9067,79,3845,0.0202074778474173,0.979792522152583,0.0201325178389399,0.97986748216106,-0.0902010122494514,-0.206136715069277,0.0257346905703747,0.0591508687856255,0.127276229651058,-8.62525076292868,-18.6278179357149,2.60686866602118,0.02,"overlap",9254,3924,42.4032850659174
"Background_Gray+Earring_No+Mouth_Bored",3,195,9059,195,9059,97,4955,0.0210719688783229,0.978928031121677,0.019200316706255,0.980799683293745,-0.105728322516095,-0.234768172869799,0.0233115278376086,0.0658366583437265,0.108291768418228,-10.0330965303057,-20.9245853354185,2.35853652185374,0.02,"overlap",9254,5052,54.5926086016858
"Background_Blue+Earring_No+Fur_Black",3,95,9159,95,9159,1,131,0.0102658309920035,0.989734169007996,0.00757575757575758,0.992424242424242,-0.599241501388411,-24.763307805355,23.5648248025782,12.3286052571258,0.961233461921277,-45.0771933130855,-99.9999999982403,1714246923604.74,0.02,"overlap",9254,132,1.42641020099416
"Background_Blue+Earring_No+Fur_Dark.Brown",3,102,9152,102,9152,102,9152,0.0110222606440458,0.988977739355954,0.0110222606440458,0.988977739355954,-0.092909820386801,-0.18484911716136,-0.000970523612242383,0.0469078044768156,0.047626046170429,-8.87243249212639,-16.8770307313538,-0.097005280652307,0,"overlap",9254,9254,100
"Background_Blue+Earring_No+Fur_Brown",3,104,9150,104,9150,104,9150,0.0112383834017722,0.988761616598228,0.0112383834017722,0.988761616598228,-0.0466132107010287,-0.152820288787781,0.0595938673857235,0.0541872847381389,0.389665497332704,-4.55435002361737,-14.1716048798098,6.14053876525473,0,"overlap",9254,9254,100
"Background_Blue+Earring_No+Mouth_Bored.Unshaven",3,118,9136,118,9136,4,387,0.0127512427058569,0.987248757294143,0.010230179028133,0.989769820971867,-0.216218658473484,-0.402681590851589,-0.0297557260953784,0.0951341491725028,0.0230396519590632,-19.4440859717346,-33.147507010822,-2.93173829763151,0.02,"overlap",9254,391,4.2251999135509
"Background_Blue+Earring_No+Eyes_Bored",3,126,9128,126,9128,6,715,0.0136157337367625,0.986384266263237,0.00832177531206657,0.991678224687933,-0.180816353304969,-0.442382343709959,0.0807496371000213,0.133452035920913,0.175444190979351,-16.5411385936379,-35.7496068849922,8.4099444306649,0.02,"overlap",9254,721,7.79122541603631
"Background_Blue+Clothes_No+Earring_No",3,148,9106,148,9106,16,1206,0.0159930840717528,0.984006915928247,0.0130932896890344,0.986906710310966,0.0986980597301445,-0.249414378033929,0.446810497494218,0.177608386614323,0.578411801712454,10.3732987805107,-22.0743000510696,56.3318018532486,0.02,"overlap",9254,1222,13.2051004970823
"Background_Blue+Earring_No+Hat_No",3,175,9079,175,9079,46,2893,0.018910741301059,0.981089258698941,0.0156515821708064,0.984348417829194,0.0467761859937564,-0.185540284154348,0.279092656141861,0.118528811300053,0.693108738940157,4.78874509434486,-16.9344627342328,32.1929823112445,0.02,"overlap",9254,2939,31.7592392478928
"Background_Blue+Earring_No+Mouth_Bored",3,176,9078,176,9078,50,3138,0.0190188026799222,0.980981197320078,0.0156838143036386,0.984316185696361,0.0145152430107845,-0.184590597384731,0.2136210834063,0.101584612446692,0.886378473386752,1.46211007139063,-16.8555390220095,23.8153409024337,0.02,"overlap",9254,3188,34.4499675815863
"Background_Army.Green+Earring_No+Fur_Black",3,106,9148,106,9148,4,179,0.0114545061594986,0.988545493840501,0.0218579234972678,0.978142076502732,-0.425026237431946,-0.569206056890542,-0.280846417973349,0.0735611323768351,7.56548046432215e-09,-34.6247367885372,-43.4025387989751,-24.4855696832802,0.02,"overlap",9254,183,1.97752323319646
"Background_Aquamarine+Earring_No+Fur_Black",3,100,9154,100,9154,100,9154,0.0108061378863194,0.98919386211368,0.0108061378863194,0.98919386211368,-0.213366109114167,-0.301565952153294,-0.12516626607504,0.0449999199179219,2.12165192747804e-06,-19.2139681956665,-26.0340957360604,-11.7649814514256,0,"overlap",9254,9254,100
"Background_Yellow+Earring_No+Fur_Black",3,113,9141,113,9141,4,313,0.012210935811541,0.987789064188459,0.0126182965299685,0.987381703470032,-0.137259992099145,-0.554076962778018,0.279556978579727,0.212661719734119,0.518643271740363,-12.8256449769126,-42.5397604108984,32.2543767313604,0.02,"overlap",9254,317,3.42554570996326
"Background_Purple+Earring_No+Fur_Black",3,103,9151,103,9151,103,9151,0.011130322022909,0.988869677977091,0.011130322022909,0.988869677977091,0.0547190378091382,-0.0916238194139867,0.201061895032263,0.0746647230730229,0.463641788805768,5.62438084072827,-8.75516696603188,22.2700448565008,0,"overlap",9254,9254,100
"Earring_No+Fur_Black+Mouth_Bored.Unshaven",3,119,9135,119,9135,7,452,0.0128593040847201,0.98714069591528,0.0152505446623094,0.984749455337691,-0.0592491850118623,-0.649724772400639,0.531226402376914,0.301263054790192,0.844086359521138,-5.75281099749603,-47.7810522058731,70.1017161412955,0.02,"overlap",9254,459,4.96001728982062
"Earring_No+Eyes_Bored+Fur_Black",3,140,9114,140,9114,13,1262,0.0151285930408472,0.984871406959153,0.0101960784313725,0.989803921568627,0.125247828151008,-0.131521590589987,0.382017246892004,0.1310048054801,0.339044336818698,13.3429313953948,-12.3239654839686,46.5237355705474,0.02,"overlap",9254,1275,13.7778258050573
"Clothes_No+Earring_No+Fur_Black",3,145,9109,145,9109,8,854,0.0156688999351632,0.984331100064837,0.00928074245939675,0.990719257540603,-0.219194533288098,-0.551883186261424,0.113494119685228,0.16973910865986,0.196578388268644,-19.683453946246,-42.4135671173183,12.0185301830836,0.02,"overlap",9254,862,9.31489085800735
"Earring_No+Fur_Black+Hat_No",3,191,9063,191,9063,97,4388,0.0206397233628701,0.97936027663713,0.0216276477146042,0.978372352285396,-0.0042143361597937,-0.128811635731215,0.120382963411627,0.0635700508017454,0.947143469324854,-0.42054683069046,-12.0860451571656,12.7928724310705,0.02,"overlap",9254,4485,48.4655284201426
"Earring_No+Fur_Black+Mouth_Bored",3,177,9077,177,9077,56,3113,0.0191268640587854,0.980873135941215,0.0176711896497318,0.982328810350268,-0.100056855936666,-0.211817068365934,0.0117033564926021,0.057020516545545,0.0793017657486184,-9.52140258805135,-19.0887303663057,1.17721087180156,0.02,"overlap",9254,3169,34.2446509617463
"Background_New.Punk.Blue+Earring_No+Fur_Dark.Brown",3,120,9134,120,9134,14,749,0.0129673654635833,0.987032634536417,0.018348623853211,0.981651376146789,-0.0750706202741832,-0.378851231408396,0.22870999086003,0.154990107721537,0.62813217873845,-7.23220288574459,-31.5352540871448,25.6977451195912,0.02,"overlap",9254,763,8.24508320726173
"Background_New.Punk.Blue+Earring_No+Fur_Brown",3,128,9126,128,9126,4,381,0.0138318564944889,0.986168143505511,0.0103896103896104,0.98961038961039,-0.303479730866836,-0.501353957661434,-0.105605504072237,0.100956238160509,0.00264663481102256,-26.1755147436625,-39.4290001425392,-10.022046256648,0.02,"overlap",9254,385,4.16036308623298
"Background_New.Punk.Blue+Earring_No+Mouth_Bored.Unshaven",3,117,9137,117,9137,2,364,0.0126431813269937,0.987356818673006,0.00546448087431694,0.994535519125683,1.7675465464663,-3.60337951371819,7.13847260665079,2.74026839805331,0.518909820644745,485.646715062352,-97.2768462589514,125850.316242978,0.02,"overlap",9254,366,3.95504646639291
"Background_New.Punk.Blue+Earring_No+Eyes_Bored",3,124,9130,124,9130,7,662,0.0133996109790361,0.986600389020964,0.0104633781763827,0.989536621823617,-0.37724256241706,-0.570627021013841,-0.183858103820279,0.0986655401003985,0.000131598353048989,-31.4250283387936,-43.4829046487945,-16.794613928528,0.02,"overlap",9254,669,7.2293062459477
"Background_New.Punk.Blue+Clothes_No+Earring_No",3,164,9090,164,9090,42,1972,0.0177220661335639,0.982277933866436,0.0208540218470705,0.97914597815293,-0.0761299833791273,-0.252143236321811,0.0998832695635565,0.0898026800727979,0.396578694470824,-7.33042563137211,-22.2866583635636,10.504191852127,0.02,"overlap",9254,2014,21.7635617030473
"Background_New.Punk.Blue+Earring_No+Hat_No",3,181,9073,181,9073,59,3258,0.0195591095742382,0.980440890425762,0.0177871570696412,0.982212842930359,0.00364995104689067,-0.17833848377329,0.185638385867072,0.0928512422551943,0.968643502571945,0.365662022980806,-16.3340820001394,20.3986803004779,0.02,"overlap",9254,3317,35.8439593689215
"Background_New.Punk.Blue+Earring_No+Mouth_Bored",3,187,9067,187,9067,74,3760,0.0202074778474173,0.979792522152583,0.019300991131977,0.980699008868023,-0.0521945950175191,-0.236906166846482,0.132516976811443,0.0942405978719196,0.579685574130546,-5.0855849851528,-21.0934674968228,14.1698398323093,0.02,"overlap",9254,3834,41.4307326561487
"Background_Army.Green+Earring_No+Fur_Dark.Brown",3,117,9137,117,9137,10,542,0.0126431813269937,0.987356818673006,0.0181159420289855,0.981884057971015,-0.0435521394028788,-0.378076862031904,0.290972583226146,0.17067587889236,0.798588292086584,-4.26173645693242,-31.4822165518693,33.7727907263748,0.02,"overlap",9254,552,5.96498811324833
"Background_Army.Green+Earring_No+Fur_Brown",3,101,9153,101,9153,101,9153,0.0109141992651826,0.989085800734817,0.0109141992651826,0.989085800734817,-0.11178935269899,-0.245034107429819,0.02145540203184,0.067982017719811,0.100094446958055,-10.576739465303,-21.7322157342978,2.16872241470178,0,"overlap",9254,9254,100
"Background_Army.Green+Earring_No+Mouth_Bored.Unshaven",3,137,9117,137,9117,11,651,0.0148044089042576,0.985195591095742,0.0166163141993958,0.983383685800604,0.0455072689949091,-0.524983453606188,0.615997991596006,0.291066695204641,0.875759878376084,4.65586120155224,-40.8434847444185,85.1503462723855,0.02,"overlap",9254,662,7.15366328074346
"Background_Army.Green+Earring_No+Eyes_Bored",3,131,9123,131,9123,19,805,0.0141560406310785,0.985843959368922,0.0230582524271845,0.976941747572815,-0.245302230035401,-0.411222947843206,-0.0793815122275969,0.0846534274529614,0.00375881755672425,-21.7531982834746,-33.7160863429843,-7.63125408456924,0.02,"overlap",9254,824,8.90425761832721
"Background_Army.Green+Clothes_No+Earring_No",3,145,9109,145,9109,17,1238,0.0156688999351632,0.984331100064837,0.0135458167330677,0.986454183266932,-0.149378674720264,-0.612483297574715,0.313725948134187,0.236277868803291,0.527245672811947,-13.8757077780255,-45.7996758847774,36.8514641161126,0.02,"overlap",9254,1255,13.5617030473309
"Background_Army.Green+Earring_No+Hat_No",3,182,9072,182,9072,90,3338,0.0196671709531014,0.980332829046899,0.0262543757292882,0.973745624270712,0.0408852831157689,-0.128299481615894,0.210070047847432,0.0863187575161547,0.63574617903759,4.17325943732074,-12.0410081314341,23.3764479475983,0.02,"overlap",9254,3428,37.043440674303
"Background_Army.Green+Earring_No+Mouth_Bored",3,183,9071,183,9071,64,3349,0.0197752323319646,0.980224767668035,0.0187518312335189,0.981248168766481,-0.0277100724692987,-0.141743363600805,0.0863232186622078,0.0581802505772992,0.633875123457297,-2.73296701682363,-13.2156051744772,9.01586309809617,0.02,"overlap",9254,3413,36.8813486060082
"Background_Aquamarine+Earring_No+Fur_Dark.Brown",3,108,9146,108,9146,4,267,0.011670628917225,0.988329371082775,0.014760147601476,0.985239852398524,0.129661649044624,-0.593360797403095,0.852684095492343,0.368889003289653,0.725219038321123,13.844312483308,-44.7532569916571,134.593512287953,0.02,"overlap",9254,271,2.92846336719257
"Background_Aquamarine+Earring_No+Fur_Brown",3,112,9142,112,9142,2,224,0.0121028744326778,0.987897125567322,0.00884955752212389,0.991150442477876,-0.0687056514340354,-1.07403269075962,0.936621387891548,0.512921958839583,0.893442489865199,-6.63985561157582,-65.837194450112,155.134682878994,0.02,"overlap",9254,226,2.44218716230819
"Background_Aquamarine+Earring_No+Mouth_Bored.Unshaven",3,129,9125,129,9125,5,748,0.0139399178733521,0.986060082126648,0.00664010624169987,0.9933598937583,-0.20897412893682,-0.590595083485482,0.172646825611842,0.194704568647276,0.283141798140239,-18.8583772427643,-44.6002488147261,18.8446302160951,0.02,"overlap",9254,753,8.13702182839853
"Background_Aquamarine+Earring_No+Eyes_Bored",3,157,9097,157,9097,43,2077,0.0169656364815215,0.983034363518479,0.0202830188679245,0.979716981132076,-0.0548810888351487,-0.182272614103059,0.0725104364327618,0.0649956761570972,0.39845675265858,-5.34022977032071,-16.6625880092826,7.52040273261365,0.02,"overlap",9254,2120,22.9090123189972
"Background_Aquamarine+Clothes_No+Earring_No",3,158,9096,158,9096,38,2290,0.0170736978603847,0.982926302139615,0.0163230240549828,0.983676975945017,-0.115110130958208,-0.2331834005138,0.00296313859738431,0.0602414640589756,0.0560287054785193,-10.8732017695296,-20.7991694526554,0.296753303192543,0.02,"overlap",9254,2328,25.1566889993516
"Background_Aquamarine+Earring_No+Hat_No",3,170,9084,170,9084,51,2283,0.018370434406743,0.981629565593257,0.0218508997429306,0.978149100257069,-0.0248985026500907,-0.222195917476951,0.17239891217677,0.100661946340235,0.804639132676734,-2.45910915764053,-19.9241533612746,18.8151706874357,0.02,"overlap",9254,2334,25.2215258266695
"Background_Aquamarine+Earring_No+Mouth_Bored",3,198,9056,198,9056,108,4700,0.0213961530149125,0.978603846985088,0.0224625623960067,0.977537437603993,-0.205991123820925,-0.269850163269343,-0.142132084372506,0.0325811425757238,2.57526222569027e-10,-18.6159699956897,-23.6506114805703,-13.2493335155273,0.02,"overlap",9254,4808,51.9559109574238
"Background_Yellow+Earring_No+Fur_Dark.Brown",3,118,9136,118,9136,6,317,0.0127512427058569,0.987248757294143,0.0185758513931889,0.981424148606811,0.137168332112221,-0.925079147324712,1.19941581154915,0.541962999712721,0.800194507833126,14.7021212773994,-60.3499964084028,231.817791520287,0.02,"overlap",9254,323,3.49038253728118
"Background_Yellow+Earring_No+Fur_Brown",3,110,9144,110,9144,7,389,0.0118867516749514,0.988113248325049,0.0176767676767677,0.982323232323232,0.109599192194893,-0.570506272153895,0.789704656543682,0.346992583851423,0.752112898369884,11.5830747146888,-43.476079861929,120.274576362897,0.02,"overlap",9254,396,4.27923060298249
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,132,9122,132,9122,9,622,0.0142641020099416,0.985735897990058,0.0142630744849445,0.985736925515055,-0.242872806298127,-0.447880371177291,-0.0378652414189619,0.104595696366921,0.0202321123101503,-21.5628725486999,-36.1018879981028,-3.71573165371729,0.02,"overlap",9254,631,6.81867300626756
"Background_Yellow+Earring_No+Eyes_Bored",3,154,9100,154,9100,24,1500,0.0166414523449319,0.983358547655068,0.015748031496063,0.984251968503937,0.171066777930857,-0.2479127273261,0.590046283187814,0.213765053702529,0.423562460160682,18.6569983064425,-21.9571949651212,80.4071911664723,0.02,"overlap",9254,1524,16.4685541387508
"Background_Yellow+Clothes_No+Earring_No",3,148,9106,148,9106,29,1488,0.0159930840717528,0.984006915928247,0.019116677653263,0.980883322346737,0.0870258783013108,-0.0836907582350124,0.257742514837634,0.0871003247634302,0.3177243194724,9.09249106365369,-8.02843733931025,29.4005588486117,0.02,"overlap",9254,1517,16.3929111735466
"Background_Yellow+Earring_No+Hat_No",3,199,9055,199,9055,103,4755,0.0215042143937757,0.978495785606224,0.0212021407986826,0.978797859201317,-0.101438495617716,-0.222730170959062,0.0198531797236302,0.0618835078272174,0.101174811368153,-9.64632508970642,-19.9669227353135,2.00515647793509,0.02,"overlap",9254,4858,52.4962178517398
"Background_Yellow+Earring_No+Mouth_Bored",3,184,9070,184,9070,88,3570,0.0198832937108278,0.980116706289172,0.0240568616730454,0.975943138326955,-0.0502625849339216,-0.161286847919594,0.0607616780517511,0.0566450321355473,0.374903647511406,-4.90203212236956,-14.895208523287,6.26456322296982,0.02,"overlap",9254,3658,39.5288523881565
"Background_Orange+Earring_No+Fur_Dark.Brown",3,136,9118,136,9118,25,970,0.0146963475253944,0.985303652474606,0.0251256281407035,0.974874371859296,0.0945666672546387,-0.271718674555547,0.460852009064824,0.186880276433768,0.612836938221752,9.91824401660066,-23.7931379770627,58.5424205507429,0.02,"overlap",9254,995,10.7521071968878
"Background_Orange+Earring_No+Fur_Brown",3,127,9127,127,9127,4,509,0.0137237951156257,0.986276204884374,0.00779727095516569,0.992202729044834,0.550659224137487,-0.921552325980243,2.02287077425522,0.751128341896801,0.463491726797145,73.43959967914,-60.2099110466096,655.999685552279,0.02,"overlap",9254,513,5.54354873568187
"Background_Orange+Earring_No+Mouth_Bored.Unshaven",3,138,9116,138,9116,16,1096,0.0149124702831208,0.985087529716879,0.0143884892086331,0.985611510791367,0.0922454542292298,-0.351644999794361,0.536135908252821,0.226474721440608,0.683780204159304,9.66339624926504,-29.6470169115001,70.9388848770669,0.02,"overlap",9254,1112,12.0164253295872
"Background_Orange+Earring_No+Eyes_Bored",3,160,9094,160,9094,27,1505,0.0172898206181111,0.982710179381889,0.0176240208877285,0.982375979112272,0.128400159199843,-0.268961186066302,0.525761504465988,0.202735380237829,0.526512495788142,13.7007895845968,-23.5827084370534,69.1746630605428,0.02,"overlap",9254,1532,16.5550032418414
"Background_Orange+Clothes_No+Earring_No",3,171,9083,171,9083,55,2731,0.0184784957856062,0.981521504214394,0.0197415649676956,0.980258435032304,-0.0791713931784547,-0.22315379512362,0.0648110087667101,0.0734604091556963,0.28114875827614,-7.61184361232347,-20.0008195005554,6.69573597410829,0.02,"overlap",9254,2786,30.1059001512859
"Background_Orange+Earring_No+Hat_No",3,179,9075,179,9075,64,2864,0.0193429868165118,0.980657013183488,0.0218579234972678,0.978142076502732,-0.0651826515435268,-0.202083143943685,0.071717840856631,0.0698471900000805,0.350707448091523,-6.31036778110943,-18.2973005728261,7.43521630071806,0.02,"overlap",9254,2928,31.6403717311433
"Background_Orange+Earring_No+Mouth_Bored",3,200,9054,200,9054,105,4711,0.0216122757726389,0.978387724227361,0.0218023255813953,0.978197674418605,0.000680752086320925,-0.143099390019477,0.144460894192119,0.0733572153601012,0.992595768788719,0.0680983850610772,-13.3332073527381,15.5416510584187,0.02,"overlap",9254,4816,52.0423600605144
"Background_Purple+Earring_No+Fur_Dark.Brown",3,115,9139,115,9139,2,277,0.0124270585692673,0.987572941430733,0.00716845878136201,0.992831541218638,-0.638018032649272,-0.832169875985504,-0.44386618931304,0.099057062926649,1.18756116052054e-10,-47.1661463250041,-56.4895860756535,-35.8448738500987,0.02,"overlap",9254,279,3.01491247028312
"Background_Purple+Earring_No+Fur_Brown",3,117,9137,117,9137,10,469,0.0126431813269937,0.987356818673006,0.0208768267223382,0.979123173277662,-0.269325038397228,-0.39266987354974,-0.145980203244717,0.0629310383431181,1.87157778348546e-05,-23.6105079889391,-32.4748370782066,-13.5825189127443,0.02,"overlap",9254,479,5.17614004754701
"Background_Purple+Earring_No+Mouth_Bored.Unshaven",3,145,9109,145,9109,14,1129,0.0156688999351632,0.984331100064837,0.0122484689413823,0.987751531058618,-0.116872300626705,-0.412630181196413,0.178885579943002,0.150896877841687,0.438624713603072,-11.030120011133,-33.8092976766325,19.5883903234988,0.02,"overlap",9254,1143,12.3514156040631
"Background_Purple+Earring_No+Eyes_Bored",3,148,9106,148,9106,25,1245,0.0159930840717528,0.984006915928247,0.0196850393700787,0.980314960629921,0.0623461478372253,-0.295311389068005,0.420003684742456,0.18247833515573,0.73260430371184,6.43306967409989,-25.5700215438894,52.1967163665326,0.02,"overlap",9254,1270,13.7237951156257
"Background_Purple+Clothes_No+Earring_No",3,176,9078,176,9078,54,2684,0.0190188026799222,0.980981197320078,0.0197224251278305,0.98027757487217,-0.111064356928309,-0.233981001259828,0.0118522874032101,0.0627125736385302,0.0765596701994393,-10.511884472658,-20.8623149084071,1.1922804080815,0.02,"overlap",9254,2738,29.5872055327426
"Background_Purple+Earring_No+Hat_No",3,199,9055,199,9055,100,4839,0.0215042143937757,0.978495785606224,0.0202470135654991,0.979752986434501,0.0394113991429254,-0.0983718502149391,0.17719464850079,0.0702975762029921,0.575045246808866,4.0198332338228,-9.36881711612405,19.386345424355,0.02,"overlap",9254,4939,53.3715150205317
"Background_Purple+Earring_No+Mouth_Bored",3,177,9077,177,9077,47,2932,0.0191268640587854,0.980873135941215,0.0157771064115475,0.984222893588452,-0.037792720198876,-0.232560564526169,0.156975124128417,0.0993713491465783,0.703709320023528,-3.70874874790037,-20.7498249599725,16.9966509602269,0.02,"overlap",9254,2979,32.1914847633456
"Earring_No+Fur_Dark.Brown+Mouth_Bored.Unshaven",3,151,9103,151,9103,24,1501,0.0163172682083423,0.983682731791658,0.0157377049180328,0.984262295081967,0.007338288325273,-0.357516064644929,0.372192641295475,0.186150180086838,0.968554471476009,0.736527954577038,-30.0588536944334,45.0912460028642,0.02,"overlap",9254,1525,16.4793602766371
"Earring_No+Eyes_Bored+Fur_Dark.Brown",3,161,9093,161,9093,29,1932,0.0173978819969743,0.982602118003026,0.0147883732789393,0.985211626721061,0.0643910121231011,-0.24728819619514,0.376070220441342,0.159020004244001,0.685533395164662,6.65093353220796,-21.9084395807865,45.65494097225,0.02,"overlap",9254,1961,21.1908363950724
"Clothes_No+Earring_No+Fur_Dark.Brown",3,165,9089,165,9089,65,2543,0.0178301275124271,0.982169872487573,0.0249233128834356,0.975076687116564,-0.0124318596901123,-0.153526491223306,0.128662771843082,0.0719870569046909,0.862890574697202,-1.23549033559904,-14.2321957042689,13.7306527705414,0.02,"overlap",9254,2608,28.1824076075211
"Earring_No+Fur_Dark.Brown+Hat_No",3,227,9027,227,9027,178,6959,0.0245299330019451,0.975470066998055,0.0249404511699594,0.975059548830041,-0.0452462726295068,-0.142986847972191,0.0524943027131773,0.0498676404809613,0.364233730670378,-4.42379251922096,-13.3234531455929,5.38965577104622,0.02,"overlap",9254,7137,77.1234060946618
"Earring_No+Fur_Dark.Brown+Mouth_Bored",3,222,9032,222,9032,4,133,0.0239896261076291,0.976010373892371,0.0291970802919708,0.970802919708029,-0.319320097971593,-0.494706935409531,-0.143933260533656,0.0894830803254782,0.000359035051689327,-27.3357084847749,-39.0250422875761,-13.4054461126133,0.05,"overlap",9254,137,1.48044089042576
"Earring_No+Fur_Brown+Mouth_Bored.Unshaven",3,149,9105,149,9105,31,1774,0.016101145450616,0.983898854549384,0.0171745152354571,0.982825484764543,-0.113691921283599,-0.386475514588965,0.159091672021768,0.13917530270682,0.413987152634257,-10.7467116084281,-32.055263828111,17.2445422196658,0.02,"overlap",9254,1805,19.5050788848066
"Earring_No+Eyes_Bored+Fur_Brown",3,152,9102,152,9102,18,1583,0.0164253295872055,0.983574670412794,0.0112429731417864,0.988757026858214,0.0576474038489949,-0.148838021238011,0.264132828936,0.105349706677044,0.584241046963029,5.93414101479239,-13.8291317899286,30.230116809132,0.02,"overlap",9254,1601,17.3006267559974
"Clothes_No+Earring_No+Fur_Brown",3,174,9080,174,9080,42,3176,0.0188026799221958,0.981197320077804,0.0130515848353014,0.986948415164699,-0.0381877466492221,-0.30892936642136,0.232553873122916,0.138133479475581,0.782198309058739,-3.74677882714374,-26.5767370327086,26.1818422626902,0.02,"overlap",9254,3218,34.7741517181759
"Earring_No+Fur_Brown+Hat_No",3,215,9039,215,9039,144,6055,0.0232331964555868,0.976766803544413,0.0232295531537345,0.976770446846266,-0.067261185855391,-0.199883322122769,0.0653609504119873,0.0676643552384583,0.320202601364602,-6.50490265260222,-18.117371358252,6.75442853995785,0.02,"overlap",9254,6199,66.9872487572941
"Earring_No+Fur_Brown+Mouth_Bored",3,190,9064,190,9064,77,4132,0.0205316619840069,0.979468338015993,0.0182941316227132,0.981705868377287,-0.226200192731367,-0.338291155286957,-0.114109230175777,0.057189266609995,7.64415426544041e-05,-20.24415797159,-28.7012332454074,-10.7839500288277,0.02,"overlap",9254,4209,45.4830343635185
"Earring_No+Eyes_Bored+Mouth_Bored.Unshaven",3,176,9078,176,9078,54,3058,0.0190188026799222,0.980981197320078,0.0173521850899743,0.982647814910026,-0.00477048101955621,-0.1832481895905,0.173707227551388,0.0910600553933388,0.958219300767192,-0.475912034744685,-16.7438503004128,18.9707201336623,0.02,"overlap",9254,3112,33.6287011022261
"Clothes_No+Earring_No+Mouth_Bored.Unshaven",3,193,9061,193,9061,89,4516,0.0208558461205965,0.979144153879403,0.0193268186753529,0.980673181324647,0.00321695377075428,-0.152072073397358,0.158505980938867,0.0792290954939349,0.967612243489956,0.322213371959856,-14.1073627231575,17.1758932422783,0.02,"overlap",9254,4605,49.762264966501
"Earring_No+Hat_No+Mouth_Bored.Unshaven",3,234,9020,234,9020,5,121,0.0252863626539875,0.974713637346013,0.0396825396825397,0.96031746031746,-0.0997101416213949,-0.434719292403227,0.235299009160437,0.17092303611318,0.559649092005794,-9.49002692422137,-35.255361530923,26.5287044593016,0.05,"overlap",9254,126,1.36157337367625
