"traits_combination","k","treated_count","control_count","treated_ok","control_ok","n_total","n_kept","kept_pct","treated_kept","control_kept","treated_prop","control_prop","treated_prop_kept","control_prop_kept","overlap_alpha","target_sample","ATE","CI_lower","CI_upper","StdErr","ATE_pct","CI_lower_pct","CI_upper_pct","p_value","q_value_bh"
"Earring_No+Eyes_Sleepy+Hat_No",3,114,9140,114,9140,9254,424,4.58180246379944,4,420,0.0123189971904041,0.987681002809596,0.00943396226415094,0.990566037735849,0.02,"overlap",-0.356211575192527,-0.479690442391796,-0.232732707993258,0.0629994220404434,-29.967556671734,-38.1025029436294,-20.7634661857137,1.56570294507219e-08,4.16476983389202e-07
"Earring_No+Eyes_Sleepy+Mouth_Bored",3,107,9147,107,9147,9254,179,1.93429868165118,3,176,0.0115625675383618,0.988437432461638,0.0167597765363128,0.983240223463687,0.02,"overlap",0.399531628412698,0.198182193901349,0.600881062924047,0.102729303322117,49.1126132946357,21.9184501568495,82.3724909146282,0.000100588030071291,0.00127411504756969
"Earring_No+Eyes_Bored+Fur_Golden.Brown",3,93,9161,93,9161,9254,9254,100,93,9161,0.0100497082342771,0.989950291765723,0.0100497082342771,0.989950291765723,0,"overlap",-0.121482543234883,-0.203512654699697,-0.0394524317700683,0.0418520976861297,-11.4393486961186,-18.4140120204426,-3.86843190116364,0.00370004334872776,0.0232522202346198
"Clothes_No+Earring_No+Fur_Golden.Brown",3,107,9147,107,9147,9254,9254,100,107,9147,0.0115625675383618,0.988437432461638,0.0115625675383618,0.988437432461638,0,"overlap",0.0257702064717756,-0.0903673713570101,0.141907784300561,0.0592538662391764,2.61051290616563,-8.64045052032107,15.2470367775656,0.663626438753755,0.86988143164373
"Earring_No+Fur_Golden.Brown+Hat_No",3,101,9153,101,9153,9254,9254,100,101,9153,0.0109141992651826,0.989085800734817,0.0109141992651826,0.989085800734817,0,"overlap",0.0555979920808484,-0.0888346093498017,0.200030593511499,0.0736901027707398,5.7172606540397,-8.500310700824,22.1440125731096,0.450558742268853,0.751866515863153
"Earring_No+Fur_Golden.Brown+Mouth_Bored",3,115,9139,115,9139,9254,552,5.96498811324833,4,548,0.0124270585692673,0.987572941430733,0.0072463768115942,0.992753623188406,0.02,"overlap",-0.0604238002612929,-0.796195579632962,0.675347979110376,0.375393764985545,-5.8634501909515,-54.8958343785579,96.4716537343216,0.872124024266859,0.966604126895769
"Clothes_No+Earring_No+Mouth_Other",3,97,9157,97,9157,9254,9254,100,97,9157,0.0104819537497298,0.98951804625027,0.0104819537497298,0.98951804625027,0,"overlap",0.335214722640057,0.191798080755484,0.478631364524631,0.073171756063558,39.824058690152,21.142588206859,61.3864098330377,4.62307172321985e-06,8.19824718917654e-05
"Earring_No+Hat_No+Mouth_Other",3,116,9138,116,9138,9254,413,4.46293494704992,4,409,0.0125351199481305,0.98746488005187,0.00968523002421308,0.990314769975787,0.02,"overlap",0.095549283037986,-0.383853094709913,0.574951660785885,0.244593049871377,10.0263045003229,-31.8768503660391,77.7044623897246,0.696058959832408,0.873356996770852
"Clothes_No+Earring_No+Eyes_Bloodshot",3,95,9159,95,9159,9254,9254,100,95,9159,0.0102658309920035,0.989734169007996,0.0102658309920035,0.989734169007996,0,"overlap",0.027764903104642,-0.0927397730706262,0.14826957927991,0.061481977640443,2.81539402065887,-8.856935176241,15.9825519151042,0.651561365552531,0.866576616184866
"Earring_No+Eyes_Bloodshot+Hat_No",3,110,9144,110,9144,9254,211,2.2800950940134,2,209,0.0118867516749514,0.988113248325049,0.00947867298578199,0.990521327014218,0.02,"overlap",-0.123097352595674,-0.536929078040717,0.290734372849369,0.211138635431145,-11.5822418611809,-41.545942258445,33.7409284546059,0.559882051325131,0.812234255943775
"Earring_No+Eyes_Bloodshot+Mouth_Bored",3,139,9115,139,9115,9254,1147,12.3946401556084,13,1134,0.015020531661984,0.984979468338016,0.011333914559721,0.988666085440279,0.02,"overlap",-0.28252959577334,-0.369688304972564,-0.195370886574115,0.0444687291832778,-24.6125669864647,-30.9050337349291,-17.7470463685095,2.10546469148198e-10,9.33422679890346e-09
"Background_Gray+Earring_No+Fur_Black",3,95,9159,95,9159,9254,9254,100,95,9159,0.0102658309920035,0.989734169007996,0.0102658309920035,0.989734169007996,0,"overlap",-0.0635957083764534,-0.204803585802736,0.077612169049829,0.0720448354215727,-6.16156962355197,-18.51926595749,8.07034471389776,0.377385388662374,0.706933192846419
"Background_Gray+Earring_No+Fur_Dark.Brown",3,100,9154,100,9154,9254,266,2.87443267776097,4,262,0.0108061378863194,0.98919386211368,0.0150375939849624,0.984962406015038,0.02,"overlap",-0.296294339774313,-0.47598736588902,-0.116601313659607,0.0916801153646463,-25.6431465987334,-37.8728668591172,-11.0060070661923,0.00123001182156046,0.00934808984385951
"Background_Gray+Earring_No+Fur_Brown",3,110,9144,110,9144,9254,450,4.86276204884374,6,444,0.0118867516749514,0.988113248325049,0.0133333333333333,0.986666666666667,0.02,"overlap",-0.304786295053512,-0.928316767447044,0.31874417734002,0.318127792037516,-26.2719081863754,-60.4781604726516,37.5399421556976,0.338031263708101,0.668042915509435
"Background_Gray+Earring_No+Mouth_Bored.Unshaven",3,109,9145,109,9145,9254,348,3.76053598443916,3,345,0.0117786902960882,0.988221309703912,0.00862068965517241,0.991379310344828,0.02,"overlap",-0.363580974288794,-0.868892242293344,0.141730293715757,0.257811871430893,-30.4817566966097,-58.0584096796615,15.2265833288119,0.158463835743491,0.425771518260289
"Background_Gray+Earring_No+Eyes_Bored",3,130,9124,130,9124,9254,608,6.57013183488221,5,603,0.0140479792522153,0.985952020747785,0.00822368421052632,0.991776315789474,0.02,"overlap",0.476889368813509,-0.628848723209115,1.58262746083613,0.564152087766645,61.10552012464,-46.6794685319326,386.772879039563,0.397931874846539,0.716145244643123
"Background_Gray+Clothes_No+Earring_No",3,127,9127,127,9127,9254,449,4.85195591095742,3,446,0.0137237951156257,0.986276204884374,0.0066815144766147,0.993318485523385,0.02,"overlap",0.245276272296764,-0.939312623773328,1.42986516836686,0.604382089831679,27.7974333342077,-60.9103564049722,317.813580906855,0.684867649396396,0.86988143164373
"Background_Gray+Earring_No+Hat_No",3,187,9067,187,9067,9254,3924,42.4032850659174,79,3845,0.0202074778474173,0.979792522152583,0.0201325178389399,0.97986748216106,0.02,"overlap",-0.0902010122494514,-0.206136715069277,0.0257346905703747,0.0591508687856255,-8.62525076292868,-18.6278179357149,2.60686866602118,0.127276229651058,0.364037388034209
"Background_Gray+Earring_No+Mouth_Bored",3,195,9059,195,9059,9254,5052,54.5926086016858,97,4955,0.0210719688783229,0.978928031121677,0.019200316706255,0.980799683293745,0.02,"overlap",-0.105728322516095,-0.234768172869799,0.0233115278376086,0.0658366583437265,-10.0330965303057,-20.9245853354185,2.35853652185374,0.108291768418228,0.331098970106306
"Background_Blue+Earring_No+Fur_Black",3,95,9159,95,9159,9254,132,1.42641020099416,1,131,0.0102658309920035,0.989734169007996,0.00757575757575758,0.992424242424242,0.02,"overlap",-0.599241501388411,-24.763307805355,23.5648248025782,12.3286052571258,-45.0771933130855,-99.9999999982403,1714246923604.74,0.961233461921277,0.985970300165611
"Background_Blue+Earring_No+Fur_Dark.Brown",3,102,9152,102,9152,9254,9254,100,102,9152,0.0110222606440458,0.988977739355954,0.0110222606440458,0.988977739355954,0,"overlap",-0.092909820386801,-0.18484911716136,-0.000970523612242383,0.0469078044768156,-8.87243249212639,-16.8770307313538,-0.097005280652307,0.047626046170429,0.186301886490207
"Background_Blue+Earring_No+Fur_Brown",3,104,9150,104,9150,9254,9254,100,104,9150,0.0112383834017722,0.988761616598228,0.0112383834017722,0.988761616598228,0,"overlap",-0.0466132107010287,-0.152820288787781,0.0595938673857235,0.0541872847381389,-4.55435002361737,-14.1716048798098,6.14053876525473,0.389665497332704,0.716145244643123
"Background_Blue+Earring_No+Mouth_Bored.Unshaven",3,118,9136,118,9136,9254,391,4.2251999135509,4,387,0.0127512427058569,0.987248757294143,0.010230179028133,0.989769820971867,0.02,"overlap",-0.216218658473484,-0.402681590851589,-0.0297557260953784,0.0951341491725028,-19.4440859717346,-33.147507010822,-2.93173829763151,0.0230396519590632,0.102142457018514
"Background_Blue+Earring_No+Eyes_Bored",3,126,9128,126,9128,9254,721,7.79122541603631,6,715,0.0136157337367625,0.986384266263237,0.00832177531206657,0.991678224687933,0.02,"overlap",-0.180816353304969,-0.442382343709959,0.0807496371000213,0.133452035920913,-16.5411385936379,-35.7496068849922,8.4099444306649,0.175444190979351,0.454027000776945
"Background_Blue+Clothes_No+Earring_No",3,148,9106,148,9106,9254,1222,13.2051004970823,16,1206,0.0159930840717528,0.984006915928247,0.0130932896890344,0.986906710310966,0.02,"overlap",0.0986980597301445,-0.249414378033929,0.446810497494218,0.177608386614323,10.3732987805107,-22.0743000510696,56.3318018532486,0.578411801712454,0.817937465748241
"Background_Blue+Earring_No+Hat_No",3,175,9079,175,9079,9254,2939,31.7592392478928,46,2893,0.018910741301059,0.981089258698941,0.0156515821708064,0.984348417829194,0.02,"overlap",0.0467761859937564,-0.185540284154348,0.279092656141861,0.118528811300053,4.78874509434486,-16.9344627342328,32.1929823112445,0.693108738940157,0.873356996770852
"Background_Blue+Earring_No+Mouth_Bored",3,176,9078,176,9078,9254,3188,34.4499675815863,50,3138,0.0190188026799222,0.980981197320078,0.0156838143036386,0.984316185696361,0.02,"overlap",0.0145152430107845,-0.184590597384731,0.2136210834063,0.101584612446692,1.46211007139063,-16.8555390220095,23.8153409024337,0.886378473386752,0.974283776532546
"Background_Army.Green+Earring_No+Fur_Black",3,106,9148,106,9148,9254,183,1.97752323319646,4,179,0.0114545061594986,0.988545493840501,0.0218579234972678,0.978142076502732,0.02,"overlap",-0.425026237431946,-0.569206056890542,-0.280846417973349,0.0735611323768351,-34.6247367885372,-43.4025387989751,-24.4855696832802,7.56548046432215e-09,2.23601978167744e-07
"Background_Aquamarine+Earring_No+Fur_Black",3,100,9154,100,9154,9254,9254,100,100,9154,0.0108061378863194,0.98919386211368,0.0108061378863194,0.98919386211368,0,"overlap",-0.213366109114167,-0.301565952153294,-0.12516626607504,0.0449999199179219,-19.2139681956665,-26.0340957360604,-11.7649814514256,2.12165192747804e-06,4.03113866220828e-05
"Background_Yellow+Earring_No+Fur_Black",3,113,9141,113,9141,9254,317,3.42554570996326,4,313,0.012210935811541,0.987789064188459,0.0126182965299685,0.987381703470032,0.02,"overlap",-0.137259992099145,-0.554076962778018,0.279556978579727,0.212661719734119,-12.8256449769126,-42.5397604108984,32.2543767313604,0.518643271740363,0.788742927380012
"Background_Purple+Earring_No+Fur_Black",3,103,9151,103,9151,9254,9254,100,103,9151,0.011130322022909,0.988869677977091,0.011130322022909,0.988869677977091,0,"overlap",0.0547190378091382,-0.0916238194139867,0.201061895032263,0.0746647230730229,5.62438084072827,-8.75516696603188,22.2700448565008,0.463641788805768,0.751866515863153
"Earring_No+Fur_Black+Mouth_Bored.Unshaven",3,119,9135,119,9135,9254,459,4.96001728982062,7,452,0.0128593040847201,0.98714069591528,0.0152505446623094,0.984749455337691,0.02,"overlap",-0.0592491850118623,-0.649724772400639,0.531226402376914,0.301263054790192,-5.75281099749603,-47.7810522058731,70.1017161412955,0.844086359521138,0.951385473019588
"Earring_No+Eyes_Bored+Fur_Black",3,140,9114,140,9114,9254,1275,13.7778258050573,13,1262,0.0151285930408472,0.984871406959153,0.0101960784313725,0.989803921568627,0.02,"overlap",0.125247828151008,-0.131521590589987,0.382017246892004,0.1310048054801,13.3429313953948,-12.3239654839686,46.5237355705474,0.339044336818698,0.668042915509435
"Clothes_No+Earring_No+Fur_Black",3,145,9109,145,9109,9254,862,9.31489085800735,8,854,0.0156688999351632,0.984331100064837,0.00928074245939675,0.990719257540603,0.02,"overlap",-0.219194533288098,-0.551883186261424,0.113494119685228,0.16973910865986,-19.683453946246,-42.4135671173183,12.0185301830836,0.196578388268644,0.497998583613897
"Earring_No+Fur_Black+Hat_No",3,191,9063,191,9063,9254,4485,48.4655284201426,97,4388,0.0206397233628701,0.97936027663713,0.0216276477146042,0.978372352285396,0.02,"overlap",-0.0042143361597937,-0.128811635731215,0.120382963411627,0.0635700508017454,-0.42054683069046,-12.0860451571656,12.7928724310705,0.947143469324854,0.985970300165611
"Earring_No+Fur_Black+Mouth_Bored",3,177,9077,177,9077,9254,3169,34.2446509617463,56,3113,0.0191268640587854,0.980873135941215,0.0176711896497318,0.982328810350268,0.02,"overlap",-0.100056855936666,-0.211817068365934,0.0117033564926021,0.057020516545545,-9.52140258805135,-19.0887303663057,1.17721087180156,0.0793017657486184,0.263678371114156
"Background_New.Punk.Blue+Earring_No+Fur_Dark.Brown",3,120,9134,120,9134,9254,763,8.24508320726173,14,749,0.0129673654635833,0.987032634536417,0.018348623853211,0.981651376146789,0.02,"overlap",-0.0750706202741832,-0.378851231408396,0.22870999086003,0.154990107721537,-7.23220288574459,-31.5352540871448,25.6977451195912,0.62813217873845,0.853196063658935
"Background_New.Punk.Blue+Earring_No+Fur_Brown",3,128,9126,128,9126,9254,385,4.16036308623298,4,381,0.0138318564944889,0.986168143505511,0.0103896103896104,0.98961038961039,0.02,"overlap",-0.303479730866836,-0.501353957661434,-0.105605504072237,0.100956238160509,-26.1755147436625,-39.4290001425392,-10.022046256648,0.00264663481102256,0.0176001214933
"Background_New.Punk.Blue+Earring_No+Mouth_Bored.Unshaven",3,117,9137,117,9137,9254,366,3.95504646639291,2,364,0.0126431813269937,0.987356818673006,0.00546448087431694,0.994535519125683,0.02,"overlap",1.7675465464663,-3.60337951371819,7.13847260665079,2.74026839805331,485.646715062352,-97.2768462589514,125850.316242978,0.518909820644745,0.788742927380012
"Background_New.Punk.Blue+Earring_No+Eyes_Bored",3,124,9130,124,9130,9254,669,7.2293062459477,7,662,0.0133996109790361,0.986600389020964,0.0104633781763827,0.989536621823617,0.02,"overlap",-0.37724256241706,-0.570627021013841,-0.183858103820279,0.0986655401003985,-31.4250283387936,-43.4829046487945,-16.794613928528,0.000131598353048989,0.00157620419836875
"Background_New.Punk.Blue+Clothes_No+Earring_No",3,164,9090,164,9090,9254,2014,21.7635617030473,42,1972,0.0177220661335639,0.982277933866436,0.0208540218470705,0.97914597815293,0.02,"overlap",-0.0761299833791273,-0.252143236321811,0.0998832695635565,0.0898026800727979,-7.33042563137211,-22.2866583635636,10.504191852127,0.396578694470824,0.716145244643123
"Background_New.Punk.Blue+Earring_No+Hat_No",3,181,9073,181,9073,9254,3317,35.8439593689215,59,3258,0.0195591095742382,0.980440890425762,0.0177871570696412,0.982212842930359,0.02,"overlap",0.00364995104689067,-0.17833848377329,0.185638385867072,0.0928512422551943,0.365662022980806,-16.3340820001394,20.3986803004779,0.968643502571945,0.985970300165611
"Background_New.Punk.Blue+Earring_No+Mouth_Bored",3,187,9067,187,9067,9254,3834,41.4307326561487,74,3760,0.0202074778474173,0.979792522152583,0.019300991131977,0.980699008868023,0.02,"overlap",-0.0521945950175191,-0.236906166846482,0.132516976811443,0.0942405978719196,-5.0855849851528,-21.0934674968228,14.1698398323093,0.579685574130546,0.817937465748241
"Background_Army.Green+Earring_No+Fur_Dark.Brown",3,117,9137,117,9137,9254,552,5.96498811324833,10,542,0.0126431813269937,0.987356818673006,0.0181159420289855,0.981884057971015,0.02,"overlap",-0.0435521394028788,-0.378076862031904,0.290972583226146,0.17067587889236,-4.26173645693242,-31.4822165518693,33.7727907263748,0.798588292086584,0.94012191094702
"Background_Army.Green+Earring_No+Fur_Brown",3,101,9153,101,9153,9254,9254,100,101,9153,0.0109141992651826,0.989085800734817,0.0109141992651826,0.989085800734817,0,"overlap",-0.11178935269899,-0.245034107429819,0.02145540203184,0.067982017719811,-10.576739465303,-21.7322157342978,2.16872241470178,0.100094446958055,0.314320464719269
"Background_Army.Green+Earring_No+Mouth_Bored.Unshaven",3,137,9117,137,9117,9254,662,7.15366328074346,11,651,0.0148044089042576,0.985195591095742,0.0166163141993958,0.983383685800604,0.02,"overlap",0.0455072689949091,-0.524983453606188,0.615997991596006,0.291066695204641,4.65586120155224,-40.8434847444185,85.1503462723855,0.875759878376084,0.966606338788541
"Background_Army.Green+Earring_No+Eyes_Bored",3,131,9123,131,9123,9254,824,8.90425761832721,19,805,0.0141560406310785,0.985843959368922,0.0230582524271845,0.976941747572815,0.02,"overlap",-0.245302230035401,-0.411222947843206,-0.0793815122275969,0.0846534274529614,-21.7531982834746,-33.7160863429843,-7.63125408456924,0.00375881755672425,0.0232522202346198
"Background_Army.Green+Clothes_No+Earring_No",3,145,9109,145,9109,9254,1255,13.5617030473309,17,1238,0.0156688999351632,0.984331100064837,0.0135458167330677,0.986454183266932,0.02,"overlap",-0.149378674720264,-0.612483297574715,0.313725948134187,0.236277868803291,-13.8757077780255,-45.7996758847774,36.8514641161126,0.527245672811947,0.791649450061462
"Background_Army.Green+Earring_No+Hat_No",3,182,9072,182,9072,9254,3428,37.043440674303,90,3338,0.0196671709531014,0.980332829046899,0.0262543757292882,0.973745624270712,0.02,"overlap",0.0408852831157689,-0.128299481615894,0.210070047847432,0.0863187575161547,4.17325943732074,-12.0410081314341,23.3764479475983,0.63574617903759,0.853196063658935
"Background_Army.Green+Earring_No+Mouth_Bored",3,183,9071,183,9071,9254,3413,36.8813486060082,64,3349,0.0197752323319646,0.980224767668035,0.0187518312335189,0.981248168766481,0.02,"overlap",-0.0277100724692987,-0.141743363600805,0.0863232186622078,0.0581802505772992,-2.73296701682363,-13.2156051744772,9.01586309809617,0.633875123457297,0.853196063658935
"Background_Aquamarine+Earring_No+Fur_Dark.Brown",3,108,9146,108,9146,9254,271,2.92846336719257,4,267,0.011670628917225,0.988329371082775,0.014760147601476,0.985239852398524,0.02,"overlap",0.129661649044624,-0.593360797403095,0.852684095492343,0.368889003289653,13.844312483308,-44.7532569916571,134.593512287953,0.725219038321123,0.884900294465223
"Background_Aquamarine+Earring_No+Fur_Brown",3,112,9142,112,9142,9254,226,2.44218716230819,2,224,0.0121028744326778,0.987897125567322,0.00884955752212389,0.991150442477876,0.02,"overlap",-0.0687056514340354,-1.07403269075962,0.936621387891548,0.512921958839583,-6.63985561157582,-65.837194450112,155.134682878994,0.893442489865199,0.974393443129994
"Background_Aquamarine+Earring_No+Mouth_Bored.Unshaven",3,129,9125,129,9125,9254,753,8.13702182839853,5,748,0.0139399178733521,0.986060082126648,0.00664010624169987,0.9933598937583,0.02,"overlap",-0.20897412893682,-0.590595083485482,0.172646825611842,0.194704568647276,-18.8583772427643,-44.6002488147261,18.8446302160951,0.283141798140239,0.597743796073839
"Background_Aquamarine+Earring_No+Eyes_Bored",3,157,9097,157,9097,9254,2120,22.9090123189972,43,2077,0.0169656364815215,0.983034363518479,0.0202830188679245,0.979716981132076,0.02,"overlap",-0.0548810888351487,-0.182272614103059,0.0725104364327618,0.0649956761570972,-5.34022977032071,-16.6625880092826,7.52040273261365,0.39845675265858,0.716145244643123
"Background_Aquamarine+Clothes_No+Earring_No",3,158,9096,158,9096,9254,2328,25.1566889993516,38,2290,0.0170736978603847,0.982926302139615,0.0163230240549828,0.983676975945017,0.02,"overlap",-0.115110130958208,-0.2331834005138,0.00296313859738431,0.0602414640589756,-10.8732017695296,-20.7991694526554,0.296753303192543,0.0560287054785193,0.212909080818374
"Background_Aquamarine+Earring_No+Hat_No",3,170,9084,170,9084,9254,2334,25.2215258266695,51,2283,0.018370434406743,0.981629565593257,0.0218508997429306,0.978149100257069,0.02,"overlap",-0.0248985026500907,-0.222195917476951,0.17239891217677,0.100661946340235,-2.45910915764053,-19.9241533612746,18.8151706874357,0.804639132676734,0.94012191094702
"Background_Aquamarine+Earring_No+Mouth_Bored",3,198,9056,198,9056,9254,4808,51.9559109574238,108,4700,0.0213961530149125,0.978603846985088,0.0224625623960067,0.977537437603993,0.02,"overlap",-0.205991123820925,-0.269850163269343,-0.142132084372506,0.0325811425757238,-18.6159699956897,-23.6506114805703,-13.2493335155273,2.57526222569027e-10,9.78599645762301e-09
"Background_Yellow+Earring_No+Fur_Dark.Brown",3,118,9136,118,9136,9254,323,3.49038253728118,6,317,0.0127512427058569,0.987248757294143,0.0185758513931889,0.981424148606811,0.02,"overlap",0.137168332112221,-0.925079147324712,1.19941581154915,0.541962999712721,14.7021212773994,-60.3499964084028,231.817791520287,0.800194507833126,0.94012191094702
"Background_Yellow+Earring_No+Fur_Brown",3,110,9144,110,9144,9254,396,4.27923060298249,7,389,0.0118867516749514,0.988113248325049,0.0176767676767677,0.982323232323232,0.02,"overlap",0.109599192194893,-0.570506272153895,0.789704656543682,0.346992583851423,11.5830747146888,-43.476079861929,120.274576362897,0.752112898369884,0.909372868029041
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,132,9122,132,9122,9254,631,6.81867300626756,9,622,0.0142641020099416,0.985735897990058,0.0142630744849445,0.985736925515055,0.02,"overlap",-0.242872806298127,-0.447880371177291,-0.0378652414189619,0.104595696366921,-21.5628725486999,-36.1018879981028,-3.71573165371729,0.0202321123101503,0.0944165241140348
"Background_Yellow+Earring_No+Eyes_Bored",3,154,9100,154,9100,9254,1524,16.4685541387508,24,1500,0.0166414523449319,0.983358547655068,0.015748031496063,0.984251968503937,0.02,"overlap",0.171066777930857,-0.2479127273261,0.590046283187814,0.213765053702529,18.6569983064425,-21.9571949651212,80.4071911664723,0.423562460160682,0.736389636619225
"Background_Yellow+Clothes_No+Earring_No",3,148,9106,148,9106,9254,1517,16.3929111735466,29,1488,0.0159930840717528,0.984006915928247,0.019116677653263,0.980883322346737,0.02,"overlap",0.0870258783013108,-0.0836907582350124,0.257742514837634,0.0871003247634302,9.09249106365369,-8.02843733931025,29.4005588486117,0.3177243194724,0.650182381396826
"Background_Yellow+Earring_No+Hat_No",3,199,9055,199,9055,9254,4858,52.4962178517398,103,4755,0.0215042143937757,0.978495785606224,0.0212021407986826,0.978797859201317,0.02,"overlap",-0.101438495617716,-0.222730170959062,0.0198531797236302,0.0618835078272174,-9.64632508970642,-19.9669227353135,2.00515647793509,0.101174811368153,0.314320464719269
"Background_Yellow+Earring_No+Mouth_Bored",3,184,9070,184,9070,9254,3658,39.5288523881565,88,3570,0.0198832937108278,0.980116706289172,0.0240568616730454,0.975943138326955,0.02,"overlap",-0.0502625849339216,-0.161286847919594,0.0607616780517511,0.0566450321355473,-4.90203212236956,-14.895208523287,6.26456322296982,0.374903647511406,0.706933192846419
"Background_Orange+Earring_No+Fur_Dark.Brown",3,136,9118,136,9118,9254,995,10.7521071968878,25,970,0.0146963475253944,0.985303652474606,0.0251256281407035,0.974874371859296,0.02,"overlap",0.0945666672546387,-0.271718674555547,0.460852009064824,0.186880276433768,9.91824401660066,-23.7931379770627,58.5424205507429,0.612836938221752,0.840281575087556
"Background_Orange+Earring_No+Fur_Brown",3,127,9127,127,9127,9254,513,5.54354873568187,4,509,0.0137237951156257,0.986276204884374,0.00779727095516569,0.992202729044834,0.02,"overlap",0.550659224137487,-0.921552325980243,2.02287077425522,0.751128341896801,73.43959967914,-60.2099110466096,655.999685552279,0.463491726797145,0.751866515863153
"Background_Orange+Earring_No+Mouth_Bored.Unshaven",3,138,9116,138,9116,9254,1112,12.0164253295872,16,1096,0.0149124702831208,0.985087529716879,0.0143884892086331,0.985611510791367,0.02,"overlap",0.0922454542292298,-0.351644999794361,0.536135908252821,0.226474721440608,9.66339624926504,-29.6470169115001,70.9388848770669,0.683780204159304,0.86988143164373
"Background_Orange+Earring_No+Eyes_Bored",3,160,9094,160,9094,9254,1532,16.5550032418414,27,1505,0.0172898206181111,0.982710179381889,0.0176240208877285,0.982375979112272,0.02,"overlap",0.128400159199843,-0.268961186066302,0.525761504465988,0.202735380237829,13.7007895845968,-23.5827084370534,69.1746630605428,0.526512495788142,0.791649450061462
"Background_Orange+Clothes_No+Earring_No",3,171,9083,171,9083,9254,2786,30.1059001512859,55,2731,0.0184784957856062,0.981521504214394,0.0197415649676956,0.980258435032304,0.02,"overlap",-0.0791713931784547,-0.22315379512362,0.0648110087667101,0.0734604091556963,-7.61184361232347,-20.0008195005554,6.69573597410829,0.28114875827614,0.597743796073839
"Background_Orange+Earring_No+Hat_No",3,179,9075,179,9075,9254,2928,31.6403717311433,64,2864,0.0193429868165118,0.980657013183488,0.0218579234972678,0.978142076502732,0.02,"overlap",-0.0651826515435268,-0.202083143943685,0.071717840856631,0.0698471900000805,-6.31036778110943,-18.2973005728261,7.43521630071806,0.350707448091523,0.685942508767244
"Background_Orange+Earring_No+Mouth_Bored",3,200,9054,200,9054,9254,4816,52.0423600605144,105,4711,0.0216122757726389,0.978387724227361,0.0218023255813953,0.978197674418605,0.02,"overlap",0.000680752086320925,-0.143099390019477,0.144460894192119,0.0733572153601012,0.0680983850610772,-13.3332073527381,15.5416510584187,0.992595768788719,0.992965888160451
"Background_Purple+Earring_No+Fur_Dark.Brown",3,115,9139,115,9139,9254,279,3.01491247028312,2,277,0.0124270585692673,0.987572941430733,0.00716845878136201,0.992831541218638,0.02,"overlap",-0.638018032649272,-0.832169875985504,-0.44386618931304,0.099057062926649,-47.1661463250041,-56.4895860756535,-35.8448738500987,1.18756116052054e-10,6.3178253739693e-09
"Background_Purple+Earring_No+Fur_Brown",3,117,9137,117,9137,9254,479,5.17614004754701,10,469,0.0126431813269937,0.987356818673006,0.0208768267223382,0.979123173277662,0.02,"overlap",-0.269325038397228,-0.39266987354974,-0.145980203244717,0.0629310383431181,-23.6105079889391,-32.4748370782066,-13.5825189127443,1.87157778348546e-05,0.000292846876710077
"Background_Purple+Earring_No+Mouth_Bored.Unshaven",3,145,9109,145,9109,9254,1143,12.3514156040631,14,1129,0.0156688999351632,0.984331100064837,0.0122484689413823,0.987751531058618,0.02,"overlap",-0.116872300626705,-0.412630181196413,0.178885579943002,0.150896877841687,-11.030120011133,-33.8092976766325,19.5883903234988,0.438624713603072,0.746018950704149
"Background_Purple+Earring_No+Eyes_Bored",3,148,9106,148,9106,9254,1270,13.7237951156257,25,1245,0.0159930840717528,0.984006915928247,0.0196850393700787,0.980314960629921,0.02,"overlap",0.0623461478372253,-0.295311389068005,0.420003684742456,0.18247833515573,6.43306967409989,-25.5700215438894,52.1967163665326,0.73260430371184,0.889829884873742
"Background_Purple+Clothes_No+Earring_No",3,176,9078,176,9078,9254,2738,29.5872055327426,54,2684,0.0190188026799222,0.980981197320078,0.0197224251278305,0.98027757487217,0.02,"overlap",-0.111064356928309,-0.233981001259828,0.0118522874032101,0.0627125736385302,-10.511884472658,-20.8623149084071,1.1922804080815,0.0765596701994393,0.261797009229821
"Background_Purple+Earring_No+Hat_No",3,199,9055,199,9055,9254,4939,53.3715150205317,100,4839,0.0215042143937757,0.978495785606224,0.0202470135654991,0.979752986434501,0.02,"overlap",0.0394113991429254,-0.0983718502149391,0.17719464850079,0.0702975762029921,4.0198332338228,-9.36881711612405,19.386345424355,0.575045246808866,0.817937465748241
"Background_Purple+Earring_No+Mouth_Bored",3,177,9077,177,9077,9254,2979,32.1914847633456,47,2932,0.0191268640587854,0.980873135941215,0.0157771064115475,0.984222893588452,0.02,"overlap",-0.037792720198876,-0.232560564526169,0.156975124128417,0.0993713491465783,-3.70874874790037,-20.7498249599725,16.9966509602269,0.703709320023528,0.875184261513819
"Earring_No+Fur_Dark.Brown+Mouth_Bored.Unshaven",3,151,9103,151,9103,9254,1525,16.4793602766371,24,1501,0.0163172682083423,0.983682731791658,0.0157377049180328,0.984262295081967,0.02,"overlap",0.007338288325273,-0.357516064644929,0.372192641295475,0.186150180086838,0.736527954577038,-30.0588536944334,45.0912460028642,0.968554471476009,0.985970300165611
