decile,n,mean_pct,lo_pct,hi_pct
1,324,0.261738978236379,0.139333468769751,0.38007857666568
2,324,2.43724548862628,2.38247880587115,2.48490750655632
3,324,3.82080020952348,3.78172204815904,3.85923917957965
4,323,4.86366655333447,4.83454509143045,4.89544574677758
5,324,5.86950918461405,5.83994111325186,5.90044868872795
6,324,6.89592105536454,6.86348909479838,6.92524035011576
7,323,8.11417449845723,8.06569927770612,8.15866208542937
8,324,9.56366382855309,9.52093973389186,9.60870089821589
9,324,11.3186777360833,11.2578919249248,11.3883403502381
10,324,13.5674661537178,13.4682247572755,13.6701686274046
