decile,n,mean_pct,lo_pct,hi_pct
1,135,10.0658574095212,9.98898032144299,10.1454345315843
2,134,10.972128441123,10.9451363174368,10.9997279711974
3,134,11.4400002097173,11.4187792427722,11.4621880218069
4,134,11.8698398156137,11.851781348265,11.8864137088873
5,134,12.2344982577217,12.2157589543182,12.2543300320048
6,134,12.630665193893,12.6123570996138,12.6499001677467
7,134,13.0114440865085,12.9943185076415,13.0295290226134
8,134,13.3767707771554,13.3585942352094,13.3957023367717
9,134,13.79800973423,13.7714484960885,13.8237549404803
10,135,14.6887891696338,14.6213624343906,14.7595236561317
