decile,n,mean_pct,lo_pct,hi_pct
1,351,28.5321410026656,28.3514895594561,28.7044486430847
2,350,33.4982713243716,33.3528189753431,33.6187391590397
3,350,38.2167395208558,38.0684326965945,38.3676525044804
4,350,42.1177508733011,42.0039562609068,42.2255157148496
5,350,45.999528515093,45.8502436528935,46.1448123959266
6,350,52.5286402639803,52.318474066853,52.705053771427
7,350,57.0350112150476,56.9373689699081,57.1358862204345
8,350,59.6455984919593,59.5801008774838,59.7157707072248
9,350,61.8279765056731,61.7592982103007,61.8965932346814
10,350,65.0845416493902,64.9327054209249,65.2514970581846
