decile,n,mean_pct,lo_pct,hi_pct
1,199,13.7784375236818,13.5816270491883,13.9318899004366
2,199,16.7039298647666,16.6185305340491,16.7980528723274
3,199,18.7583372904386,18.6867615912734,18.8261555567091
4,198,20.4288677008027,20.3642713365695,20.4994139380083
5,199,22.0090382717016,21.9444525790162,22.0664954628852
6,199,23.6433497412389,23.5772329626226,23.7068175038776
7,198,25.1825485734341,25.1279631048117,25.2367065917417
8,199,26.6525427356377,26.5935663148176,26.7126309720837
9,199,28.4320034510146,28.3531178037235,28.5045740175866
10,199,31.2456722289394,31.06686272465,31.4161764847664
