decile,n,mean_pct,lo_pct,hi_pct
1,175,-54.3401349906903,-54.4396463132936,-54.2583950596289
2,174,-52.9905093301281,-53.0305671740265,-52.9501705868277
3,174,-51.8275607915195,-51.8850411464414,-51.7719198471489
4,175,-50.6723578553832,-50.7257075096634,-50.6201314127874
5,174,-49.5418452551792,-49.5878214965402,-49.4940618139231
6,174,-48.5741703519075,-48.6087083654844,-48.5368601219588
7,175,-47.649679173435,-47.7012696420461,-47.6014373749491
8,174,-46.5088132524145,-46.5610952238524,-46.4586820596958
9,174,-44.8744607994473,-44.9625265929964,-44.7855309343806
10,175,-42.0963271705778,-42.2867292480752,-41.9014734252183
