decile,n,mean_pct,lo_pct,hi_pct
1,273,-27.9885381429612,-28.1158332385994,-27.8637346766334
2,273,-25.4792777607606,-25.5430248753274,-25.4082385394927
3,273,-23.7100562847063,-23.7656900620334,-23.6567460267083
4,273,-22.2061700771066,-22.2543930640027,-22.1537099101441
5,273,-20.6711097852518,-20.7264640472324,-20.6107525186814
6,273,-19.1449541626337,-19.1984507748305,-19.0938477527422
7,273,-17.4636074184611,-17.5309180897713,-17.3960254262866
8,273,-15.594471702121,-15.6673060458293,-15.5269452162479
9,273,-13.2257616677154,-13.3087837631926,-13.1457587164204
10,273,-9.7769311560668,-9.95645328937933,-9.56065161812234
