"treatment","k","row_id","cate_log","cate_se_log","cate_lo_log","cate_hi_log","cate_pct"
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,45,-0.240859451308635,0.096139727441627,-0.429293317094223,-0.0524255855230456,-21.4047916837349
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,46,-0.2384244917818,0.093261256575099,-0.421216554668994,-0.055632428894606,-21.2131823466628
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,124,-0.244443269915503,0.0997689727627763,-0.439990456530545,-0.0488960833004619,-21.6859585272903
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,128,-0.232919005281653,0.10158410371985,-0.432023848572559,-0.0338141619907479,-20.778226362172
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,143,-0.26247455570273,0.111455388942611,-0.480927118030248,-0.0440219933752116,-23.0854065502603
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,153,-0.242643819339186,0.10559689086337,-0.449613725431392,-0.0356739132469802,-21.5449094128333
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,155,-0.244563892698648,0.103024131334232,-0.446491190113742,-0.0426365952835538,-21.6954044152259
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,190,-0.235798273283222,0.0944071403757663,-0.420836268419724,-0.0507602781467205,-21.0059990134253
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,205,-0.243121686756316,0.100668790659031,-0.440432516448018,-0.0458108570646154,-21.5823915878646
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,213,-0.244473978894324,0.106668520290821,-0.453544278664333,-0.0354036791243138,-21.6883634346049
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,228,-0.23835737616701,0.0948374850035182,-0.424238846773906,-0.0524759055601144,-21.2078943435068
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,233,-0.236067735342486,0.105865927962933,-0.443564954149834,-0.0285705165351383,-21.0272820319889
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,236,-0.240538420610195,0.0927876053345355,-0.422402127065885,-0.0586747141545056,-21.3795561586428
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,245,-0.248036591347547,0.100558763921982,-0.445131768634631,-0.0509414140604616,-21.9668610621446
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,253,-0.243945835005709,0.101486538868715,-0.442859451188391,-0.0450322188230273,-21.6469926984564
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,266,-0.237756572697396,0.100836195482882,-0.435395515843846,-0.0401176295509467,-21.1605415496131
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,284,-0.241094766331296,0.10055020284781,-0.438173163913004,-0.0440163687495891,-21.4232841410991
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,295,-0.236812824168205,0.104138342927163,-0.440923976305444,-0.0327016720309654,-21.0861018059841
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,369,-0.246936742650026,0.104871603151928,-0.452485084827805,-0.0413884004722461,-21.8809892015496
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,377,-0.247764793469927,0.101333958947476,-0.44637935300698,-0.0491502339328738,-21.9456489380227
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,378,-0.239039358303151,0.103922940763983,-0.442728322200558,-0.0353503944057445,-21.2616108331084
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,385,-0.243574274219016,0.0941230324836168,-0.428055417886905,-0.0590931305511272,-21.6178743841468
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,411,-0.242203105669114,0.0958536689818025,-0.430076296873447,-0.0543299144647815,-21.5103255616966
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,426,-0.243587666723797,0.093677891641959,-0.427196334342037,-0.0599789991055576,-21.6189241101096
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,436,-0.238919183712428,0.099065779012694,-0.433088110577308,-0.0447502568475477,-21.252147910826
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,450,-0.240511246239695,0.102143664807204,-0.440712829261815,-0.0403096632175752,-21.3774196685442
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,458,-0.24547135486875,0.099164980091225,-0.439834715847551,-0.0511079938899488,-21.7664306417833
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,460,-0.242640191913787,0.0979489618291259,-0.434620157098874,-0.0506602267287005,-21.5446248223289
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,506,-0.23888230739173,0.0997160563269763,-0.434325777792604,-0.0434388369908567,-21.2492439262343
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,516,-0.233834737607509,0.103706367916168,-0.437099218723199,-0.0305702564918189,-20.8507390950098
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,561,-0.239967242454061,0.0910258465105958,-0.418377901614829,-0.0615565832932937,-21.3346370513098
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,563,-0.250207982423163,0.0886155209404719,-0.423894403466488,-0.0765215613798379,-22.1361176959616
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,570,-0.244020900551022,0.0953237273620675,-0.430855406180675,-0.0571863949213702,-21.6528740889287
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,576,-0.243737462038913,0.0977632607315129,-0.435353453072679,-0.0521214710051483,-21.6306643487333
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,590,-0.238561991533678,0.10447334294979,-0.443329743715267,-0.0337942393520895,-21.2240147697965
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,641,-0.241793052161671,0.106853340859186,-0.451225600245676,-0.0323605040776662,-21.4781339957139
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,644,-0.236025526601934,0.101462985143535,-0.434892977483262,-0.0371580757206052,-21.0239486226764
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,647,-0.236396137823743,0.100494248458891,-0.433364864803169,-0.0394274108443168,-21.053212610455
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,654,-0.248663519985542,0.0968323365516234,-0.438454899626724,-0.0588721403443601,-22.0157669398079
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,673,-0.242229537094529,0.10458605695303,-0.447218208722469,-0.0372408654665898,-21.5124001282554
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,683,-0.238670666588541,0.0986388544346497,-0.432002821280454,-0.0453385118966273,-21.2325752891474
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,701,-0.239017646813934,0.100425821349415,-0.435852256658786,-0.0421830369690814,-21.2599012868626
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,731,-0.252014208784005,0.103477237743715,-0.454829594761686,-0.0491988228063231,-22.2766305555197
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,732,-0.246851774033735,0.105832495435237,-0.454283465086799,-0.0394200829806704,-21.8743512552915
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,735,-0.248328433209896,0.095842639570673,-0.436180006768415,-0.0604768596513771,-21.989631075954
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,739,-0.237496755517027,0.101015534334875,-0.435487202813383,-0.0395063082206716,-21.1400550425588
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,752,-0.237871229515683,0.0970513500887187,-0.428091875689572,-0.0476505833417946,-21.1695805128753
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,760,-0.235020057717557,0.100081417260862,-0.431179635548848,-0.0388604798862672,-20.9445007259048
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,771,-0.237147384066169,0.0951352151948147,-0.423612405848006,-0.0506823622843319,-21.1124988157752
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,785,-0.242185005259969,0.10009851935504,-0.438378103195846,-0.045991907324091,-21.5089048536179
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,844,-0.246736510766565,0.108193117663234,-0.458795021386503,-0.0346780001466271,-21.8653457187736
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,856,-0.243154184082864,0.108437030857081,-0.455690764562743,-0.0306176036029856,-21.5849399090852
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,881,-0.239104751979822,0.0962202665328265,-0.427696474384162,-0.0505130295754817,-21.266759657519
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,890,-0.247811767695507,0.0950354086608521,-0.434081168670777,-0.0615423667202366,-21.9493153946018
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,891,-0.245266257518887,0.0988687766119127,-0.439049059678236,-0.0514834553595379,-21.7503834984805
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,893,-0.245390460178145,0.104946371820007,-0.451085348945358,-0.0396955714109307,-21.7601017054099
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,899,-0.236429518294863,0.101630339538463,-0.43562498379025,-0.0372340527994765,-21.0558478474285
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,912,-0.245804065775663,0.0992993339654624,-0.440430760347969,-0.0511773712033562,-21.7924554739826
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,946,-0.250511669323442,0.0961578464741473,-0.438981048412771,-0.0620422902341137,-22.1597603468588
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,958,-0.246736646514183,0.104276179967131,-0.451117959249759,-0.0423553337786067,-21.8653563253661
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,973,-0.246848464893082,0.0969370561951337,-0.436845095035544,-0.0568518347506203,-21.8740927261035
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,982,-0.245392859333991,0.100043083045058,-0.441477302102304,-0.0493084165656779,-21.7602894148941
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,995,-0.245012031069137,0.106466005228136,-0.453685401316283,-0.0363386608219905,-21.7304878473898
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1001,-0.240384002761028,0.101423473439445,-0.439174010702341,-0.0415939948197151,-21.3674148214088
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1004,-0.244562705202524,0.102120193447783,-0.444718284360178,-0.0444071260448703,-21.695311428767
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1009,-0.241144121388639,0.09917125999195,-0.435519790972861,-0.0467684518044174,-21.4271622037144
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1022,-0.251765340688487,0.103979894441845,-0.455565933794503,-0.0479647475824715,-22.257285281478
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1030,-0.239233182740961,0.104878093759133,-0.444794246508862,-0.0336721189730599,-21.2768707781998
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1052,-0.242434452913423,0.109917863239936,-0.457873464863697,-0.0269954409631488,-21.5284818313021
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1054,-0.246494012789156,0.10017327276429,-0.442833627407164,-0.0501543981711478,-21.8463959255945
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1078,-0.243231606394864,0.0987166693978368,-0.436716278414624,-0.0497469343751037,-21.5910107493207
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1082,-0.247439160927231,0.104958177154343,-0.453157188149743,-0.0417211337047186,-21.9202277624615
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1083,-0.245708628815234,0.0927464411204907,-0.427491653411395,-0.0639256042190716,-21.7849912274736
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1085,-0.248304424666585,0.0984702015797322,-0.44130601976286,-0.0553028295703095,-21.9877581381497
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1135,-0.2437362965963,0.107228447409254,-0.453904053518437,-0.0335685396741615,-21.6305730137167
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1141,-0.244581670941461,0.104063669519221,-0.448546463199133,-0.0406168786837879,-21.6967965209649
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1157,-0.240829904448619,0.109610247144999,-0.455665988852816,-0.0259938200444214,-21.4024694078091
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1168,-0.24684493641966,0.108830193373226,-0.460152115431182,-0.0335377574081374,-21.8738170604297
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1191,-0.245152809433782,0.106129135144011,-0.453165914316044,-0.0371397045515205,-21.7415057257546
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1209,-0.238371822130048,0.107668734628951,-0.449402542002791,-0.027341102257305,-21.2090325631314
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1215,-0.235991929467353,0.0990295750582645,-0.430089896581552,-0.041893962353155,-21.0212952090764
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1221,-0.239291276904984,0.0896901401065392,-0.4150839515138,-0.0634986022961667,-21.2814439997411
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1228,-0.243408787497379,0.105938272219275,-0.451047801047159,-0.0357697739476002,-21.6049021098037
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1246,-0.242230746581058,0.0940751831989675,-0.426618105651035,-0.0578433875110821,-21.5124950578927
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1262,-0.245085364864304,0.105777334192736,-0.452408939882066,-0.0377617898465427,-21.7362274373064
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1286,-0.246841090697624,0.101158194995526,-0.445111152888855,-0.0485710285063937,-21.8735166082688
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1289,-0.246064438070232,0.0998338330159723,-0.441738750781538,-0.0503901253589265,-21.8128159010429
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1315,-0.241458200337832,0.105773685200122,-0.448774623330072,-0.034141777345593,-21.4518364030184
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1328,-0.240243907857345,0.110584124660139,-0.456988792191217,-0.023499023523472,-21.3563980252813
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1338,-0.240525246852978,0.0998232335580744,-0.436178784626804,-0.0448717090791521,-21.3785204251811
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1352,-0.244144919055895,0.106518963946819,-0.452922088391659,-0.03536774972013,-21.6625899798577
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1385,-0.244423550739507,0.0998256364105419,-0.440081798104169,-0.0487653033748447,-21.6844142236973
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1406,-0.238268935496448,0.0963084115275288,-0.427033422090405,-0.0495044489024916,-21.2009256086923
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1415,-0.238643955403755,0.0964553003948789,-0.427696344177718,-0.0495915666297927,-21.2304712898109
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1451,-0.242843181862803,0.104503396811062,-0.447669839612484,-0.0380165241131213,-21.5605488586719
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1457,-0.240943433301913,0.112950931924787,-0.462327259874495,-0.0195596067293313,-21.4113919888342
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1475,-0.256572644340052,0.10005775987918,-0.452685853703243,-0.0604594349768595,-22.6301212319888
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1484,-0.241450633968751,0.0914626615929759,-0.420717450690984,-0.0621838172465184,-21.4512420763736
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1514,-0.248762277872921,0.101763796992837,-0.448219319978881,-0.0493052357669602,-22.0234681176315
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1531,-0.245008964040816,0.0938114647683012,-0.428879434986686,-0.0611384930949454,-21.7302477922113
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1580,-0.240367073752807,0.106082878046463,-0.448289514723875,-0.0324446327817398,-21.3660836384601
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1600,-0.245918148676129,0.105848376826091,-0.453380967255267,-0.03845533009699,-21.8013771085878
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1606,-0.249669804715139,0.0959182980345994,-0.437669668862954,-0.0616699405673242,-22.0942018121599
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1609,-0.238950166446321,0.097695476211141,-0.430433299820157,-0.0474670330724844,-21.2545876967761
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1640,-0.236957156238882,0.1011445186362,-0.435200412765835,-0.03871389971193,-21.0974907903981
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1650,-0.248343187827795,0.104731710812954,-0.453617341021184,-0.0430690346344054,-21.9907820806482
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1668,-0.245911923121084,0.104635127548947,-0.450996773117019,-0.0408270731251487,-21.8008902772412
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1682,-0.231315321288422,0.103460853942997,-0.434098595016697,-0.0285320475601477,-20.6510777460235
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1699,-0.249443503712636,0.100587732825848,-0.446595460051298,-0.0522915473739735,-22.0765696569172
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1708,-0.243827278063421,0.098323176095877,-0.43654070321134,-0.0511138529155022,-21.6377028548148
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1712,-0.247793350223144,0.103653813552647,-0.450954824786331,-0.0446318756599566,-21.9478778850376
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1725,-0.24812159256997,0.101266757966413,-0.446604438184139,-0.0496387469558006,-21.973493692449
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1733,-0.241468459214083,0.101123604190152,-0.439670723426781,-0.043266195001384,-21.4526422147751
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1742,-0.244375568906656,0.107114370557596,-0.454319735199544,-0.0344314026137688,-21.6806564081983
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1757,-0.247643864446499,0.105742449632177,-0.454899065725566,-0.040388663167432,-21.9362093308247
"Background_Yellow+Earring_No+Mouth_Bored.Unshaven",3,1758,-0.241371655471722,0.10009216477657,-0.437552298433798,-0.0451910125096458,-21.4450381685448
