model,treatment,display_label,subgroup,metric,ATE_pct,CI95_lo_pct,CI95_hi_pct,GATES_lift,GATES_bot_mean,GATES_top_mean,cutoff_raw,split_rule,p_value,q_value_bh,kept_pct,total_covariates,count_gt_0_10,count_gt_0_25,median_abs_smd,p90_abs_smd,max_abs_smd,flags
GRF,seller_N_total_value_high,Seller N High — Total Value,Seller N High,Total Value,-12.9988293899296,-20.8995374710426,-4.30898321546958,8.2354153133435,-16.9144067612212,-8.67899144787769,2090.23794627941,median,0.00414648474160592,0.00552864632214123,87.6577070762479,252,42,6,0.0359500502568203,0.137790190846833,1.66467285202248,***
GRF,seller_N_gaspaid_high,Seller N High — Gas Paid,Seller N High,Gas Paid,7.35989803885337,-3.10609138907511,18.9563706547947,7.82179042281128,2.67432989880888,10.4961203216202,3.91283573237692,median,0.174766249813704,0.209719499776445,88.3433900164564,252,38,6,0.0367095009981966,0.111965729464547,1.67124473676482,""
GRF,seller_N_gaslimit_cost_high,Seller N High — Gas Limit Cost,Seller N High,Gas Limit Cost,43.6429324512736,30.653721373489,57.9234929269137,18.4568042434721,34.7897889535175,53.2465931969896,0.00835198924962315,median,6.9254665627054e-14,1.38509331254108e-13,88.8096544157981,252,36,2,0.0399025311115725,0.116127493576053,1.33250186663306,***
GRF,seller_N_1_total_value_high,Seller N-1 High — Total Value,Seller N-1 High,Total Value,-42.6100919752993,-47.6341343965763,-37.1040370453026,23.6136643598508,-53.64524985038,-30.0315854905292,2255.0931438792,median,1.49919105201373e-32,1.79902926241648e-31,86.8348875479978,252,34,5,0.0351626692802167,0.118831807617045,1.46822215469673,***
GRF,seller_N_1_gaspaid_high,Seller N-1 High — Gas Paid,Seller N-1 High,Gas Paid,85.2257062989602,66.0835123548308,106.574161321021,48.7607198246697,57.8076843603756,106.568404185045,14.6142502398712,median,1.6512986279202e-28,9.90779176752122e-28,89.3582007679649,252,27,3,0.0301774449349347,0.100501872202394,1.3596173133214,***
GRF,seller_N_1_gaslimit_cost_high,Seller N-1 High — Gas Limit Cost,Seller N-1 High,Gas Limit Cost,6.33542975132231,-3.72149799423566,17.4428702652792,13.3057271754814,0.261738978236379,13.5674661537178,0.0130669126323884,median,0.225577342090306,0.246084373189425,88.8096544157981,252,19,2,0.0293188287871649,0.0855182693564456,1.66950835149721,""
GRF,buyer_N_total_value_high,Buyer N High — Total Value,Buyer N High,Total Value,4.34959240971964,-4.01808357971769,13.4467599958616,11.7994705986995,-0.840038618540581,10.9594319801589,2227.28783343222,median,0.318103781439514,0.318103781439514,100,252,37,7,0.0374251015784663,0.131186801395933,1.58603573683843,""
GRF,buyer_N_gaspaid_high,Buyer N High — Gas Paid,Buyer N High,Gas Paid,-14.6721743007461,-21.826098210639,-6.86357375150055,9.04306471885413,-19.4171599819345,-10.3740952630804,3.94503981852923,median,0.000382940012809249,0.000574410019213873,99.5885902358749,252,42,9,0.0354866205238559,0.121000728419561,1.65086160047501,***
GRF,buyer_N_gaslimit_cost_high,Buyer N High — Gas Limit Cost,Buyer N High,Gas Limit Cost,41.8420241895034,31.0089893357577,53.5708345525289,30.9976299883373,23.6730814486876,54.6707114370249,0.00724335425814251,median,6.50382674422925e-18,1.95114802326877e-17,100,252,52,14,0.0409102599402824,0.186273250667874,0.539490402287531,***
GRF,buyer_N_1_total_value_high,Buyer N-1 High — Total Value,Buyer N-1 High,Total Value,-36.4741522411879,-41.532684637538,-30.9779607895812,27.6202607487328,-48.3524737712735,-20.7322130225406,2634.67011273815,median,8.45754209981242e-27,3.38301683992497e-26,99.7805814591333,252,57,17,0.0471807585480612,0.193086184798448,1.51569134482642,***
GRF,buyer_N_1_gaspaid_high,Buyer N-1 High — Gas Paid,Buyer N-1 High,Gas Paid,48.6727996993892,35.6444891481825,62.9524465701515,36.5524006467246,28.5321410026656,65.0845416493902,10.0460859499784,median,2.34072453608113e-17,5.61773888659472e-17,96.023038946791,252,45,9,0.0365499561851399,0.154845946379561,1.45318695685114,***
GRF,buyer_N_1_gaslimit_cost_high,Buyer N-1 High — Gas Limit Cost,Buyer N-1 High,Gas Limit Cost,32.01317293247,20.8756926606215,44.176860079129,21.6788484132353,21.971154158876,43.6500025721113,0.00842431062528041,median,6.57122201987109e-10,1.12649520340647e-09,99.0400438837082,252,64,18,0.0432982028592615,0.229447177546994,0.823917922546457,***
