treatment,covariate,type,n,cor,slope_catepct_per_unit,n0,n1,mean0,mean1,diff1minus0,SMD_kept
buyer_N_total_value_high,Eyes_recoded_Blindfold,binary,3646,,,3534,112,4.7714388697631,4.80039102309348,0.0289521533303816,-0.0134932739177723
buyer_N_total_value_high,Eyes_recoded_Bloodshot,binary,3646,,,3352,294,4.80604732035704,4.38788483840981,-0.418162481947225,0.0551223846742825
buyer_N_total_value_high,Eyes_recoded_Bored,binary,3646,,,3007,639,4.74824376800577,4.88566471038486,0.137420942379095,-0.0294310254033768
buyer_N_total_value_high,Eyes_recoded_Closed,binary,3646,,,3373,273,4.82496987887857,4.12192439147203,-0.703045487406536,0.0341808779042344
buyer_N_total_value_high,Eyes_recoded_Coins,binary,3646,,,3467,179,4.80681122425785,4.1044371275268,-0.70237409673105,-0.0187636149632353
buyer_N_total_value_high,Eyes_recoded_Crazy,binary,3646,,,3477,169,4.79896263556499,4.2243531152059,-0.574609520359094,0.0747405427615669
buyer_N_total_value_high,Eyes_recoded_Eyepatch,binary,3646,,,3535,111,4.77125582976107,4.80648110021526,0.0352252704541911,0.00879876683255498
buyer_N_total_value_high,Eyes_recoded_Heart,binary,3646,,,3510,136,4.75502202036829,5.21898138850429,0.463959368135999,-0.081944733213315
buyer_N_total_value_high,Eyes_recoded_Holographic,binary,3646,,,3592,54,4.75774220568815,5.74256958328582,0.984827377597671,-0.0186968595985527
buyer_N_total_value_high,Eyes_recoded_Hypnotized,binary,3646,,,3577,69,4.78664595822709,4.0300893876954,-0.756556570531687,-0.0448840586774045
buyer_N_total_value_high,Eyes_recoded_Other_Eyes,binary,3646,,,3581,65,4.73281967561114,6.94894618408867,2.21612650847752,0.00355331139378885
buyer_N_total_value_high,Eyes_recoded_Robot,binary,3646,,,3535,111,4.76687560895654,4.9459773213325,0.179101712375961,-0.0231210408220089
buyer_N_total_value_high,Eyes_recoded_Sad,binary,3646,,,3421,225,4.82460250786311,3.97752702635369,-0.847075481509417,-0.00796207474082677
buyer_N_total_value_high,Eyes_recoded_Scumbag,binary,3646,,,3577,69,4.75058053536881,5.89974181616002,1.14916128079121,0.00341537937293564
buyer_N_total_value_high,Eyes_recoded_Sleepy,binary,3646,,,3383,263,4.7768598426073,4.71403769121203,-0.0628221513952703,-0.00758243575761351
buyer_N_total_value_high,Eyes_recoded_Sunglasses,binary,3646,,,3534,112,4.73707494483376,5.88469558291759,1.14762063808383,-0.0198495572489206
buyer_N_total_value_high,`Eyes_recoded_Wide Eyed`,binary,3646,,,3443,203,4.77856242027099,4.66659284402102,-0.111969576249968,-0.0321586066343943
buyer_N_total_value_high,`Eyes_recoded_X Eyes`,binary,3646,,,3542,104,4.76619408100663,4.98124351349808,0.215049432491456,0.0717865434532385
buyer_N_total_value_high,Eyes_recoded_Zombie,binary,3646,,,3532,114,4.75216305769141,5.3970950926597,0.644932034968287,0.0559612033306649
buyer_N_total_value_high,Fur_recoded_Blue,binary,3646,,,3473,173,4.76539414045566,4.91153127472116,0.146137134265504,-0.0190357647069904
buyer_N_total_value_high,Fur_recoded_Brown,binary,3646,,,3134,512,4.83095987427385,4.41343850459967,-0.417521369674172,0.0266418590076008
buyer_N_total_value_high,Fur_recoded_Cheetah,binary,3646,,,3523,123,4.75330678234028,5.31714606621519,0.563839283874912,-0.0403097238852099
buyer_N_total_value_high,Fur_recoded_Cream,binary,3646,,,3408,238,4.78646385739824,4.56991569040368,-0.216548166994554,0.0610393430649524
buyer_N_total_value_high,`Fur_recoded_Dark Brown`,binary,3646,,,3143,503,4.76174550495501,4.83845454921607,0.076709044261067,-0.00652572528519214
buyer_N_total_value_high,`Fur_recoded_Death Bot`,binary,3646,,,3585,61,4.74509566175743,6.37280021194877,1.62770455019134,0.00370344842428091
buyer_N_total_value_high,Fur_recoded_Dmt,binary,3646,,,3583,63,4.76492235483094,5.19352322174639,0.428600866915454,-0.0300404180770297
buyer_N_total_value_high,`Fur_recoded_Golden Brown`,binary,3646,,,3338,308,4.79262375224065,4.55237232256486,-0.240251429675788,-0.0210525295981342
buyer_N_total_value_high,Fur_recoded_Gray,binary,3646,,,3460,186,4.76691372285187,4.87304988850426,0.106136165652385,-0.0209565941181249
buyer_N_total_value_high,Fur_recoded_Noise,binary,3646,,,3591,55,4.75349506528394,6.00196328899351,1.24846822370957,-0.0230375700869928
buyer_N_total_value_high,Fur_recoded_Other_Fur,binary,3646,,,3617,29,4.7532885252542,7.14704015464894,2.39375162939474,0.0675832679519014
buyer_N_total_value_high,Fur_recoded_Pink,binary,3646,,,3449,197,4.79882324033162,4.30846398185532,-0.490359258476306,0.0207846539218225
buyer_N_total_value_high,Fur_recoded_Red,binary,3646,,,3479,167,4.77764505067178,4.66156664097093,-0.116078409700852,0.0646619513596463
buyer_N_total_value_high,Fur_recoded_Robot,binary,3646,,,3576,70,4.75243935141759,5.78836628085655,1.03592692943896,-0.000613812206200209
buyer_N_total_value_high,Fur_recoded_Tan,binary,3646,,,3412,234,4.79572971804949,4.43110667668557,-0.364623041363911,-0.0235263972525233
buyer_N_total_value_high,Fur_recoded_White,binary,3646,,,3493,153,4.78629284165499,4.45351545378025,-0.33277738787474,-0.0200636579461711
buyer_N_total_value_high,Fur_recoded_Zombie,binary,3646,,,3547,99,4.75605108601828,5.35551068911541,0.599459603097125,0.0904878001397313
buyer_N_total_value_high,`Hat_recoded_Baby's Bonnet`,binary,3646,,,3581,65,4.78592120442913,4.02346041951635,-0.762460784912777,0.00355331139378884
buyer_N_total_value_high,`Hat_recoded_Bayc Flipped Brim`,binary,3646,,,3574,72,4.7670207125384,5.03578796829201,0.268767255753607,0.0703879205251488
buyer_N_total_value_high,`Hat_recoded_Bayc Hat Black`,binary,3646,,,3569,77,4.74852893391965,5.87544149571466,1.126912561795,-0.0197145389187793
buyer_N_total_value_high,`Hat_recoded_Bayc Hat Red`,binary,3646,,,3606,40,4.7618469040152,5.71722061126104,0.955373707245831,0.0100678987532761
buyer_N_total_value_high,Hat_recoded_Beanie,binary,3646,,,3443,203,4.76936578349007,4.8225732402608,0.053207456770723,-0.0800399583808342
buyer_N_total_value_high,Hat_recoded_Bowler,binary,3646,,,3538,108,4.76431155784617,5.03494878397708,0.270637226130908,0.0121726110456691
buyer_N_total_value_high,`Hat_recoded_Bunny Ears`,binary,3646,,,3573,73,4.78121332552541,4.3374458661231,-0.443767459402307,-0.0358632840000437
buyer_N_total_value_high,`Hat_recoded_Commie Hat`,binary,3646,,,3522,124,4.75121976879654,5.37187689216026,0.620657123363722,0.0112796301521472
buyer_N_total_value_high,`Hat_recoded_Cowboy Hat`,binary,3646,,,3518,128,4.7935979798914,4.18774271149466,-0.605855268396738,-0.000836839859694168
buyer_N_total_value_high,`Hat_recoded_Faux Hawk`,binary,3646,,,3608,38,4.75900608602076,6.03723163069352,1.27822554467275,-0.000450239683567
buyer_N_total_value_high,Hat_recoded_Fez,binary,3646,,,3506,140,4.80456316328884,3.96507364170418,-0.839489521584659,0.0105394636240142
buyer_N_total_value_high,`Hat_recoded_Fisherman's Hat`,binary,3646,,,3501,145,4.8164603797998,3.70676531482881,-1.10969506497099,-0.0767039157840506
buyer_N_total_value_high,`Hat_recoded_Girl's Hair Pink`,binary,3646,,,3601,45,4.77569752119198,4.50271081148747,-0.272986709704516,0.0144119801089836
buyer_N_total_value_high,`Hat_recoded_Girl's Hair Short`,binary,3646,,,3593,53,4.77310713400156,4.71952505399352,-0.0535820800080424,0.0498947598169602
buyer_N_total_value_high,Hat_recoded_Halo,binary,3646,,,3516,130,4.76791748711317,4.8916221203027,0.123704633189526,0.00507138505428606
buyer_N_total_value_high,Hat_recoded_Horns,binary,3646,,,3543,103,4.77732241078928,4.60053843595003,-0.176783974839251,0.0422951121011667
buyer_N_total_value_high,`Hat_recoded_Irish Boho`,binary,3646,,,3559,87,4.77672944418063,4.59228354586665,-0.184445898313982,-0.0186518810781214
buyer_N_total_value_high,Hat_recoded_No_Hat,binary,3646,,,2843,803,4.72913777208791,4.92524293185969,0.196105159771783,0.0386998439227287
buyer_N_total_value_high,Hat_recoded_Other_Hat,binary,3646,,,3516,130,4.73468331922786,5.79047853787774,1.05579521864987,0.0169024715359504
buyer_N_total_value_high,`Hat_recoded_Party Hat 1`,binary,3646,,,3604,42,4.75770378301229,6.02724586554664,1.26954208253435,-0.000473606324237671
buyer_N_total_value_high,`Hat_recoded_Police Motorcycle Helmet`,binary,3646,,,3593,53,4.78538856875182,3.88693646799941,-0.898452100752409,-0.050938803063766
buyer_N_total_value_high,`Hat_recoded_Prussian Helmet`,binary,3646,,,3596,50,4.77335378361136,4.69857108925641,-0.074782694354953,-0.0288088736843261
buyer_N_total_value_high,`Hat_recoded_S&m Hat`,binary,3646,,,3550,96,4.78985063700046,4.12436457268366,-0.665486064316804,-0.0281218272072846
buyer_N_total_value_high,Hat_recoded_Safari,binary,3646,,,3579,67,4.79077882217477,3.78673665322058,-1.00404216895419,-0.0128493117122141
buyer_N_total_value_high,`Hat_recoded_Sea Captain's Hat`,binary,3646,,,3549,97,4.77932146037865,4.51646286026221,-0.262858600116437,-0.0313961871411324
buyer_N_total_value_high,`Hat_recoded_Seaman's Hat`,binary,3646,,,3486,160,4.76840036594621,4.85790677900486,0.0895064130586531,0.0419096260295445
buyer_N_total_value_high,`Hat_recoded_Short Mohawk`,binary,3646,,,3526,120,4.76552033379185,4.97236719482683,0.206846861034983,-0.0623052136053277
buyer_N_total_value_high,`Hat_recoded_Spinner Hat`,binary,3646,,,3593,53,4.75847636152887,5.71138100671754,0.952904645188668,-0.0326057974461628
buyer_N_total_value_high,`Hat_recoded_Stuntman Helmet`,binary,3646,,,3597,49,4.76306174594054,5.45256449349289,0.689502747552346,0.0233050816759018
buyer_N_total_value_high,`Hat_recoded_Sushi Chef Headband`,binary,3646,,,3578,68,4.77644314864034,4.55581138961965,-0.220631759020692,-0.024925777559548
buyer_N_total_value_high,`Hat_recoded_Vietnam Era Helmet`,binary,3646,,,3562,84,4.76745470032475,4.97898949729192,0.211534796967178,0.0871633210058805
buyer_N_total_value_high,`Hat_recoded_Ww2 Pilot Helm`,binary,3646,,,3605,41,4.77733716110235,4.33190962330013,-0.445427537802216,-0.00566850833911397
buyer_N_total_value_high,`Mouth_recoded_Bored Bubblegum`,binary,3646,,,3609,37,4.75983205826532,5.99121248783063,1.23138042956531,-0.00591570766107201
buyer_N_total_value_high,`Mouth_recoded_Bored Cigar`,binary,3646,,,3607,39,4.77458615539858,4.5634999437584,-0.211086211640184,-0.0377723824613383
buyer_N_total_value_high,`Mouth_recoded_Bored Cigarette`,binary,3646,,,3375,271,4.76526691545342,4.86026907997774,0.095002164524316,0.000847519830159223
buyer_N_total_value_high,`Mouth_recoded_Bored Pipe`,binary,3646,,,3606,40,4.76430709027926,5.4954348195566,0.731127729277337,-0.0320488298938995
buyer_N_total_value_high,`Mouth_recoded_Bored Unshaven`,binary,3646,,,3086,560,4.73391496843728,4.98401279952109,0.250097831083804,0.089487304520499
buyer_N_total_value_high,`Mouth_recoded_Bored Unshaven Cigar`,binary,3646,,,3605,41,4.77148970982997,4.8460574729808,0.0745677631508261,-0.0576835037053237
buyer_N_total_value_high,`Mouth_recoded_Bored Unshaven Cigarette`,binary,3646,,,3475,171,4.77115840486374,4.79610118963618,0.0249427847724437,-0.0450745822650263
buyer_N_total_value_high,Mouth_recoded_Discomfort,binary,3646,,,3567,79,4.77337786466126,4.72493565927276,-0.0484422053885067,0.0257177090645078
buyer_N_total_value_high,Mouth_recoded_Dumbfounded,binary,3646,,,3438,208,4.81491256545963,4.06845846288012,-0.746454102579511,-0.0625769743829875
buyer_N_total_value_high,Mouth_recoded_Grin,binary,3646,,,3391,255,4.77215083950817,4.77468730806695,0.00253646855878564,-0.0592780208915835
buyer_N_total_value_high,Mouth_recoded_Jovial,binary,3646,,,3534,112,4.79484171821228,4.06194757292036,-0.732894145291921,-0.0134932739177722
buyer_N_total_value_high,Mouth_recoded_Other_Mouth,binary,3646,,,3379,267,4.68737568776517,5.84743936842984,1.16006368066468,-0.00333827901169746
buyer_N_total_value_high,`Mouth_recoded_Phoneme  ooo`,binary,3646,,,3550,96,4.77648256556033,4.61870471448019,-0.157777851080143,0.0198309216946965
buyer_N_total_value_high,`Mouth_recoded_Phoneme L`,binary,3646,,,3554,92,4.789443603833,4.11115426420427,-0.678289339628726,-0.0356744687258424
buyer_N_total_value_high,`Mouth_recoded_Phoneme Oh`,binary,3646,,,3566,80,4.78140576355255,4.36769759376101,-0.413708169791538,-0.0306053041468766
buyer_N_total_value_high,`Mouth_recoded_Phoneme Vuh`,binary,3646,,,3514,132,4.78430637698702,4.45345569391581,-0.330850683071208,0.010893347719571
buyer_N_total_value_high,`Mouth_recoded_Phoneme Wah`,binary,3646,,,3593,53,4.78533046753626,3.89087529191465,-0.894455175621609,0.0223803352675151
buyer_N_total_value_high,Mouth_recoded_Rage,binary,3646,,,3542,104,4.77748365539941,4.59674666254384,-0.180736992855571,0.032199309569753
buyer_N_total_value_high,`Mouth_recoded_Small Grin`,binary,3646,,,3544,102,4.77077857523091,4.8261714677541,0.0553928925231837,-0.000744283693414793
buyer_N_total_value_high,`Mouth_recoded_Tongue Out`,binary,3646,,,3584,62,4.76984239480478,4.91602608627319,0.146183691468412,-0.0345103491085888
buyer_N_total_value_high,`log_price_change_n-1`,numeric,3646,0.0453641449917064,0.154424128545701,,,,,,-0.0932806541208747
buyer_N_1_total_value_high,log_price_1_sale,numeric,3638,0.258548716263802,1.95415438119876,,,,,,0.141316046402112
buyer_N_1_total_value_high,sold_after_30d,binary,3638,,,1437,2201,-28.8911234766084,-40.1537019339632,-11.2625784573549,-0.719364241000017
buyer_N_1_total_value_high,log_buyern_total_value,numeric,3638,0.168996678845669,0.84219548477513,,,,,,0.272967905808965
buyer_N_1_total_value_high,log_buyern_rolling_avg_value_last10,numeric,3638,-0.0752258764053972,-0.637931307402592,,,,,,0.00714558673645866
buyer_N_1_total_value_high,log_sellern_total_value,numeric,3638,0.475931135837926,2.55582565980157,,,,,,0.755474412797234
buyer_N_1_total_value_high,log_sellern_rolling_avg_value_last10,numeric,3638,0.134710473651231,1.52188911460512,,,,,,0.222788857774036
buyer_N_1_total_value_high,log_buyern_1_rolling_avg_value_last10,numeric,3638,0.192031507038911,2.24328892809111,,,,,,0.290259121101051
buyer_N_1_total_value_high,log_sellern_1_total_value,numeric,3638,0.110347434024735,0.634268569145454,,,,,,0.284388732516375
buyer_N_1_total_value_high,log_sellern_1_rolling_avg_value_last10,numeric,3638,0.36672876758744,4.62245289760804,,,,,,0.374802492714943
buyer_N_1_total_value_high,log_unique_makers_count,numeric,3638,0.434134886359983,8.15225603695299,,,,,,0.590320900499934
buyer_N_1_total_value_high,log_median_offer_price,numeric,3638,0.16803616701411,2.55233950122904,,,,,,0.226659516232429
buyer_N_1_total_value_high,log_buyern_avg_total_gaspaid,numeric,3638,0.170573288364456,0.982464751163019,,,,,,0.272504547861823
buyer_N_1_total_value_high,log_buyern_1_avg_total_gaspaid,numeric,3638,-0.0649862132055287,-0.40893872467771,,,,,,1.51569134482642
buyer_N_1_total_value_high,log_sellern_avg_total_gaspaid,numeric,3638,0.669127890665934,3.18243742728377,,,,,,0.683743683719854
buyer_N_1_total_value_high,log_sellern_1_avg_total_gaspaid,numeric,3638,0.158604380533247,0.806849048769698,,,,,,0.293366365681631
buyer_N_1_total_value_high,log_buyern_avg_gasLimit_cost,numeric,3638,-0.300829616320098,-341.598695855378,,,,,,-0.217430149860106
buyer_N_1_total_value_high,log_buyern_1_avg_gasLimit_cost,numeric,3638,-0.614155032876728,-797.279046513328,,,,,,0.0484367886903494
buyer_N_1_total_value_high,log_sellern_avg_gasLimit_cost,numeric,3638,0.498972634729315,594.274744791651,,,,,,0.416139833762618
buyer_N_1_total_value_high,log_sellern_1_avg_gasLimit_cost,numeric,3638,0.0403166284652149,44.4149675273132,,,,,,0.162345828525509
buyer_N_1_total_value_high,`time_n_sale_str_2021-06`,binary,3638,,,3580,58,-35.6452530389849,-39.3937329822994,-3.74847994331451,-0.166876490751193
buyer_N_1_total_value_high,`time_n_sale_str_2021-07`,binary,3638,,,3586,52,-35.6431412525895,-39.9718819375636,-4.32874068497406,-0.110821855473995
buyer_N_1_total_value_high,`time_n_sale_str_2021-08`,binary,3638,,,3550,88,-35.6191917992321,-39.1671761961963,-3.54798439696415,-0.135618987114518
buyer_N_1_total_value_high,`time_n_sale_str_2021-09`,binary,3638,,,3592,46,-35.6553712535579,-39.5814967338997,-3.92612548034176,-0.127730940969942
buyer_N_1_total_value_high,`time_n_sale_str_2021-10`,binary,3638,,,3578,60,-35.6127743412719,-41.2055966578049,-5.59282231653296,-0.129229925959629
buyer_N_1_total_value_high,`time_n_sale_str_2021-11`,binary,3638,,,3558,80,-35.5537277374228,-42.4334887848609,-6.87976104743812,-0.157316956256396
buyer_N_1_total_value_high,`time_n_sale_str_2021-12`,binary,3638,,,3557,81,-35.5513156653839,-42.4544761823307,-6.90316051694678,-0.152587043639783
buyer_N_1_total_value_high,`time_n_sale_str_2022-01`,binary,3638,,,3484,154,-35.4311089079826,-41.9016815397913,-6.47057263180867,-0.202199899464585
buyer_N_1_total_value_high,`time_n_sale_str_2022-02`,binary,3638,,,3573,65,-35.599839950426,-41.4863730718041,-5.88653312137811,-0.145084947220219
buyer_N_1_total_value_high,`time_n_sale_str_2022-03`,binary,3638,,,3536,102,-35.5063235498731,-42.5929639234104,-7.08664037353723,-0.152920705172118
buyer_N_1_total_value_high,`time_n_sale_str_2022-04`,binary,3638,,,3539,99,-35.5441816177701,-41.454380275261,-5.91019865749087,-0.077033799879724
buyer_N_1_total_value_high,`time_n_sale_str_2022-05`,binary,3638,,,3520,118,-35.5024393574281,-41.747930969426,-6.24549161199782,-0.154847386682556
buyer_N_1_total_value_high,`time_n_sale_str_2022-06`,binary,3638,,,3554,84,-35.640138925229,-38.4498649080392,-2.80972598281016,-0.0946063406016125
buyer_N_1_total_value_high,`time_n_sale_str_2022-07`,binary,3638,,,3598,40,-35.7052641433282,-35.6825501211086,0.0227140222196027,-0.0417184869712546
buyer_N_1_total_value_high,`time_n_sale_str_2022-08`,binary,3638,,,3575,63,-35.7086868634058,-35.4966167597407,0.21207010366507,-0.062659920263745
buyer_N_1_total_value_high,`time_n_sale_str_2022-09`,binary,3638,,,3599,39,-35.6876219985745,-37.3100210171746,-1.62239901860016,-0.0475997633612487
buyer_N_1_total_value_high,`time_n_sale_str_2022-10`,binary,3638,,,3615,23,-35.6967853766463,-36.9984024331711,-1.30161705652476,-0.0343332857844491
buyer_N_1_total_value_high,`time_n_sale_str_2022-11`,binary,3638,,,3577,61,-35.6539076807993,-38.7018789888567,-3.04797130805745,-0.0208309449907345
buyer_N_1_total_value_high,`time_n_sale_str_2022-12`,binary,3638,,,3611,27,-35.694679639041,-37.0871931837827,-1.39251354474165,-0.0572954770670653
buyer_N_1_total_value_high,`time_n_sale_str_2023-01`,binary,3638,,,3595,43,-35.662765050609,-39.2372566418587,-3.57449159124973,-0.0554956928587162
buyer_N_1_total_value_high,`time_n_sale_str_2023-02`,binary,3638,,,3603,35,-35.6764779912781,-38.6426339989838,-2.96615600770572,-0.00519730823516463
buyer_N_1_total_value_high,`time_n_sale_str_2023-03`,binary,3638,,,3594,44,-35.6718386138129,-38.414873056723,-2.74303444291008,-0.04982138491549
buyer_N_1_total_value_high,`time_n_sale_str_2023-04`,binary,3638,,,3591,47,-35.6642431228072,-38.820113585929,-3.15587046312176,-0.033575651231125
buyer_N_1_total_value_high,`time_n_sale_str_2023-05`,binary,3638,,,3610,28,-35.6824616185249,-38.6127124880182,-2.9302508694933,0.038119014539154
buyer_N_1_total_value_high,`time_n_sale_str_2023-06`,binary,3638,,,3541,97,-35.7535613714042,-33.932799756672,1.82076161473216,0.127162904969991
buyer_N_1_total_value_high,`time_n_sale_str_2023-07`,binary,3638,,,3548,90,-35.6606236044445,-37.4549982663346,-1.79437466189009,0.0431641464649106
buyer_N_1_total_value_high,`time_n_sale_str_2023-08`,binary,3638,,,3575,63,-35.6585112681389,-38.3438826816319,-2.68537141349304,0.0216486643381581
buyer_N_1_total_value_high,`time_n_sale_str_2023-09`,binary,3638,,,3612,26,-35.6957868947897,-36.9869280214953,-1.29114112670555,0.013421327727324
buyer_N_1_total_value_high,`time_n_sale_str_2023-10`,binary,3638,,,3559,79,-35.6663740855795,-37.4457850881242,-1.77941100254468,0.0647777469693893
buyer_N_1_total_value_high,`time_n_sale_str_2023-11`,binary,3638,,,3549,89,-35.7975996754959,-32.013046564094,3.78455311140191,0.111113275483313
buyer_N_1_total_value_high,`time_n_sale_str_2023-12`,binary,3638,,,3554,84,-35.8230663305149,-30.7102934986823,5.11277283183259,0.0738960680834003
buyer_N_1_total_value_high,`time_n_sale_str_2024-01`,binary,3638,,,3421,217,-36.1501976922801,-28.6867100794888,7.46348761279133,0.275035073542105
buyer_N_1_total_value_high,`time_n_sale_str_2024-02`,binary,3638,,,3495,143,-35.8431232509954,-32.3295568553165,3.51356639567899,0.0999776086677713
buyer_N_1_total_value_high,`time_n_sale_str_2024-03`,binary,3638,,,3396,242,-35.9029330815213,-32.9276101144338,2.97532296708752,0.102745242292811
buyer_N_1_total_value_high,`time_n_sale_str_2024-04`,binary,3638,,,3453,185,-36.000528169412,-30.1892898570786,5.8112383123334,0.204622251838434
buyer_N_1_total_value_high,`time_n_sale_str_2024-05`,binary,3638,,,3545,93,-35.9126900522046,-27.7887758868192,8.12391416538536,0.150802265856653
buyer_N_1_total_value_high,`time_n_sale_str_2024-06`,binary,3638,,,3555,83,-35.8437325379032,-29.7635327746189,6.08019976328428,0.0780086298648068
buyer_N_1_total_value_high,`time_n_sale_str_2024-07`,binary,3638,,,3572,66,-35.7831820237639,-31.4744879341626,4.30869408960126,-0.0323546275886601
buyer_N_1_total_value_high,`time_n_sale_str_2024-08`,binary,3638,,,3583,55,-35.7358549434719,-33.6958932741723,2.03996166929962,0.0500945885329759
buyer_N_1_total_value_high,`time_n_sale_str_2024-09`,binary,3638,,,3605,33,-35.7510431261644,-30.676724930803,5.07431819536141,0.0294039112203301
buyer_N_1_total_value_high,`time_n_sale_str_2024-10`,binary,3638,,,3581,57,-35.7672872420161,-31.7927505066581,3.97453673535805,0.0669571561301297
buyer_N_1_total_value_high,`time_n_sale_str_2024-11`,binary,3638,,,3534,104,-35.7735322491562,-33.3767252309736,2.3968070181826,0.0865623746656339
buyer_N_1_total_value_high,`time_n_sale_str_2024-12`,binary,3638,,,3527,111,-35.7688216996512,-33.6775518726977,2.09126982695354,0.112765824159428
buyer_N_1_total_value_high,`time_n_sale_str_2025-01`,binary,3638,,,3570,68,-35.7577908926778,-32.9342486129359,2.82354227974191,-0.0156270630050264
buyer_N_1_total_value_high,`time_n_sale_str_2025-02`,binary,3638,,,3571,67,-35.7216095971828,-34.8205152388014,0.901094358381364,0.119301816047277
buyer_N_1_total_value_high,`time_n_sale_str_2025-03`,binary,3638,,,3613,25,-35.7200413187668,-33.533324313389,2.18671700537784,0.00701832749817789
buyer_N_1_total_value_high,`time_n-1_sale_str_2021-06`,binary,3638,,,3323,315,-35.2186155049196,-40.8361367291792,-5.61752122425959,-0.354088576662703
buyer_N_1_total_value_high,`time_n-1_sale_str_2021-07`,binary,3638,,,3467,171,-35.4465844186574,-40.9446445207849,-5.49806010212756,-0.26372536991038
buyer_N_1_total_value_high,`time_n-1_sale_str_2021-08`,binary,3638,,,3360,278,-35.2593538313937,-41.0914155361748,-5.83206170478115,-0.143959867132548
buyer_N_1_total_value_high,`time_n-1_sale_str_2021-09`,binary,3638,,,3565,73,-35.5800912793873,-41.8057120756656,-6.22562079627833,-0.0581994661514467
buyer_N_1_total_value_high,`time_n-1_sale_str_2021-10`,binary,3638,,,3572,66,-35.6227566835003,-40.1569018041858,-4.53414512068547,-0.0901216586585548
buyer_N_1_total_value_high,`time_n-1_sale_str_2021-11`,binary,3638,,,3565,73,-35.596336685885,-41.0123576350583,-5.41602094917332,-0.113263363459506
buyer_N_1_total_value_high,`time_n-1_sale_str_2021-12`,binary,3638,,,3582,56,-35.6544148553482,-38.9415782264639,-3.2871633711157,-0.0888585065924215
buyer_N_1_total_value_high,`time_n-1_sale_str_2022-01`,binary,3638,,,3540,98,-35.5675327258533,-40.671189214477,-5.10365648862372,-0.00605793048094931
buyer_N_1_total_value_high,`time_n-1_sale_str_2022-02`,binary,3638,,,3608,30,-35.6850781927355,-38.1026757716515,-2.41759757891597,-0.0360772089798355
buyer_N_1_total_value_high,`time_n-1_sale_str_2022-03`,binary,3638,,,3580,58,-35.6594078113701,-38.5200418592138,-2.86063404784373,-0.0609150329841671
buyer_N_1_total_value_high,`time_n-1_sale_str_2022-04`,binary,3638,,,3592,46,-35.6875649617997,-37.0675880381445,-1.38002307634478,-0.0191805737949083
buyer_N_1_total_value_high,`time_n-1_sale_str_2022-05`,binary,3638,,,3586,52,-35.6686080162418,-38.2156547364669,-2.54704672022512,0.0283102845663712
buyer_N_1_total_value_high,`time_n-1_sale_str_2022-06`,binary,3638,,,3576,62,-35.7379739726132,-33.8039913947517,1.93398257786151,-0.144256696536447
buyer_N_1_total_value_high,`time_n-1_sale_str_2022-07`,binary,3638,,,3601,37,-35.731864967722,-33.0918011830415,2.64006378468049,-0.0708360746812381
buyer_N_1_total_value_high,`time_n-1_sale_str_2022-08`,binary,3638,,,3589,49,-35.7479198408184,-32.5624098743303,3.1855099664881,-0.0424153192785117
buyer_N_1_total_value_high,`time_n-1_sale_str_2022-09`,binary,3638,,,3608,30,-35.7253346562231,-33.2611650962097,2.46416956001346,-0.0482463377694587
buyer_N_1_total_value_high,`time_n-1_sale_str_2022-10`,binary,3638,,,3622,16,-35.7157329155438,-33.2786107774747,2.43712213806909,0.0169019653542619
buyer_N_1_total_value_high,`time_n-1_sale_str_2022-11`,binary,3638,,,3602,36,-35.7117282110309,-35.0332604557188,0.678467755312099,-0.04400173663813
buyer_N_1_total_value_high,`time_n-1_sale_str_2022-12`,binary,3638,,,3607,31,-35.6952393793517,-36.8423855231557,-1.14714614380405,0.0183446526698968
buyer_N_1_total_value_high,`time_n-1_sale_str_2023-01`,binary,3638,,,3613,25,-35.7223414735741,-33.2009059406404,2.52143553293377,-0.0728990271448693
buyer_N_1_total_value_high,`time_n-1_sale_str_2023-02`,binary,3638,,,3609,29,-35.6899180731482,-37.5837264326718,-1.89380835952357,0.0683906303580923
buyer_N_1_total_value_high,`time_n-1_sale_str_2023-03`,binary,3638,,,3604,34,-35.7132695055634,-34.8299733673238,0.88329613823953,-0.0796382053809864
buyer_N_1_total_value_high,`time_n-1_sale_str_2023-04`,binary,3638,,,3599,39,-35.6992325643878,-36.2385741873781,-0.539341622990342,0.00579445408878386
buyer_N_1_total_value_high,`time_n-1_sale_str_2023-05`,binary,3638,,,3614,24,-35.6881958868629,-38.2376023923603,-2.54940650549731,0.0275122809985235
buyer_N_1_total_value_high,`time_n-1_sale_str_2023-06`,binary,3638,,,3530,108,-35.7987011105846,-32.6428469645883,3.15585414599634,0.228773549000729
buyer_N_1_total_value_high,`time_n-1_sale_str_2023-07`,binary,3638,,,3596,42,-35.6958824298058,-36.4868851180371,-0.791002688231252,0.155167309169172
buyer_N_1_total_value_high,`time_n-1_sale_str_2023-08`,binary,3638,,,3593,45,-35.7128686037403,-35.0778999844522,0.634968619288074,0.0950336247568773
buyer_N_1_total_value_high,`time_n-1_sale_str_2023-09`,binary,3638,,,3618,20,-35.7019116905555,-36.2662948054834,-0.564383114927892,0.0597912291191182
buyer_N_1_total_value_high,`time_n-1_sale_str_2023-10`,binary,3638,,,3585,53,-35.746775909612,-32.8802029543444,2.86657295526759,0.0969338350025871
