treatment,covariate,type,n,cor,slope_catepct_per_unit,n0,n1,mean0,mean1,diff1minus0,SMD_kept
seller_N_total_value_high,`time_n_sale_str_2023-05`,binary,3196,,,3168,28,-12.9059085605889,-12.3408876664891,0.565020894099796,-0.000394358074460785
seller_N_total_value_high,`time_n_sale_str_2023-06`,binary,3196,,,3122,74,-12.8746971379401,-14.0089014859248,-1.13420434798477,0.0686613012114778
seller_N_total_value_high,`time_n_sale_str_2023-07`,binary,3196,,,3111,85,-12.8962925543188,-13.0717298602539,-0.175437305935127,0.0353197166129981
seller_N_total_value_high,`time_n_sale_str_2023-08`,binary,3196,,,3133,63,-12.9050815540587,-12.6959153292271,0.209166224831622,0.0448380029534469
seller_N_total_value_high,`time_n_sale_str_2023-09`,binary,3196,,,3171,25,-12.9022985828114,-12.7309747404924,0.171323842319046,0.0181277261229533
seller_N_total_value_high,`time_n_sale_str_2023-10`,binary,3196,,,3120,76,-12.8995867057458,-12.9572717457952,-0.0576850400494067,0.0444003220415659
seller_N_total_value_high,`time_n_sale_str_2023-11`,binary,3196,,,3131,65,-12.9034124280028,-12.782751731239,0.12066069676383,0.0979625882113218
seller_N_total_value_high,`time_n_sale_str_2023-12`,binary,3196,,,3145,51,-12.9165103509819,-11.9419239366542,0.974586414327623,-0.0298836351887371
seller_N_total_value_high,`time_n_sale_str_2024-01`,binary,3196,,,3089,107,-12.8993364952983,-12.9477826227193,-0.0484461274210499,0.166040383872167
seller_N_total_value_high,`time_n_sale_str_2024-02`,binary,3196,,,3094,102,-12.9083258275614,-12.6774810209048,0.230844806656654,0.00856167712843613
seller_N_total_value_high,`time_n_sale_str_2024-03`,binary,3196,,,3005,191,-12.8897284180534,-13.0776402008214,-0.187911782768015,0.163681121879705
seller_N_total_value_high,`time_n_sale_str_2024-04`,binary,3196,,,3080,116,-12.9185380027311,-12.434190743065,0.484347259666121,0.0952052215984468
seller_N_total_value_high,`time_n_sale_str_2024-05`,binary,3196,,,3134,62,-12.9134189854041,-12.2710979734032,0.642321012000865,0.137813422516467
seller_N_total_value_high,`time_n_sale_str_2024-06`,binary,3196,,,3135,61,-12.9144544633141,-12.2073513461919,0.707103117122189,0.0984009230893552
seller_N_total_value_high,`time_n_sale_str_2024-07`,binary,3196,,,3135,61,-12.9158916671953,-12.1334884909864,0.782403176208847,0.0166718117577226
seller_N_total_value_high,`time_n_sale_str_2024-08`,binary,3196,,,3144,52,-12.9142237960862,-12.0989146098535,0.815309186232696,0.0365803839006424
seller_N_total_value_high,`time_n_sale_str_2024-09`,binary,3196,,,3166,30,-12.9098285957372,-11.9648613501101,0.944967245627126,0.0787196530107966
seller_N_total_value_high,`time_n_sale_str_2024-10`,binary,3196,,,3145,51,-12.9161611577539,-11.9634575190463,0.952703638707581,0.0904439623071861
seller_N_total_value_high,`time_n_sale_str_2024-11`,binary,3196,,,3093,103,-12.9454682623237,-11.5643673712623,1.38110089106145,-0.0308906213831833
seller_N_total_value_high,`time_n_sale_str_2024-12`,binary,3196,,,3087,109,-12.9311176813561,-12.0468155253319,0.884302156024129,0.0500135216397902
seller_N_total_value_high,`time_n_sale_str_2025-01`,binary,3196,,,3135,61,-12.9256956955893,-11.6296257202442,1.29606997534505,0.00739770835969224
seller_N_total_value_high,`time_n_sale_str_2025-02`,binary,3196,,,3131,65,-12.9243955958124,-11.7720086787515,1.15238691706081,-0.0450223084241568
seller_N_total_value_high,`time_n_sale_str_2025-03`,binary,3196,,,3171,25,-12.9066205553369,-12.1827757453634,0.723844809973437,-0.0107676594437661
seller_N_total_value_high,`time_n-1_sale_str_2021-06`,binary,3196,,,2881,315,-12.875908528231,-13.1300657294407,-0.254157201209688,-0.158407698716798
seller_N_total_value_high,`time_n-1_sale_str_2021-07`,binary,3196,,,3025,171,-12.8741345427795,-13.3754747526274,-0.501340209847907,-0.165791945663779
seller_N_total_value_high,`time_n-1_sale_str_2021-08`,binary,3196,,,2918,278,-12.8603597621621,-13.3270985202094,-0.466738758047223,-0.102812484323351
seller_N_total_value_high,`time_n-1_sale_str_2021-09`,binary,3196,,,3123,73,-12.8927889414259,-13.2504563086873,-0.357667367261351,-0.0815288557392395
seller_N_total_value_high,`time_n-1_sale_str_2021-10`,binary,3196,,,3130,66,-12.9017104811237,-12.8652934650039,0.0364170161197563,-0.0764089721429782
seller_N_total_value_high,`time_n-1_sale_str_2021-11`,binary,3196,,,3123,73,-12.897256077071,-13.0593485741716,-0.1620924971006,-0.117413806531408
seller_N_total_value_high,`time_n-1_sale_str_2021-12`,binary,3196,,,3140,56,-12.901498226441,-12.870691849691,0.0308063767499238,-0.0201233746692242
seller_N_total_value_high,`time_n-1_sale_str_2022-01`,binary,3196,,,3098,98,-12.9049979087121,-12.7732617695626,0.131736139149526,-0.0607083718588553
seller_N_total_value_high,`time_n-1_sale_str_2022-02`,binary,3196,,,3166,30,-12.9067593736819,-12.2887665843437,0.617992789338219,0.00148199655135953
seller_N_total_value_high,`time_n-1_sale_str_2022-03`,binary,3196,,,3138,58,-12.9136149778003,-12.2161961081012,0.697418869699089,0.0103314686395201
seller_N_total_value_high,`time_n-1_sale_str_2022-04`,binary,3196,,,3150,46,-12.9043104454023,-12.6714189476091,0.23289149779321,-0.0740748686262367
seller_N_total_value_high,`time_n-1_sale_str_2022-05`,binary,3196,,,3144,52,-12.9076279873313,-12.4977073545711,0.409920632760162,0.0464539807805879
seller_N_total_value_high,`time_n-1_sale_str_2022-06`,binary,3196,,,3134,62,-12.9197097874657,-11.953108075643,0.966601711822635,-0.0816029696573614
seller_N_total_value_high,`time_n-1_sale_str_2022-07`,binary,3196,,,3159,37,-12.9025216392512,-12.767495032782,0.1350266064692,0.0012502745636863
seller_N_total_value_high,`time_n-1_sale_str_2022-08`,binary,3196,,,3147,49,-12.9161366548109,-11.9261453452549,0.989991309555943,-0.0319772371795514
seller_N_total_value_high,`time_n-1_sale_str_2022-09`,binary,3196,,,3166,30,-12.9140824693286,-11.5159358904318,1.39814657889677,0.00148199655135953
seller_N_total_value_high,`time_n-1_sale_str_2022-10`,binary,3196,,,3180,16,-12.9053142173726,-12.0352477101582,0.870066507214343,0.0720689994313014
seller_N_total_value_high,`time_n-1_sale_str_2022-11`,binary,3196,,,3160,36,-12.907945779679,-12.2876253006006,0.620320479078437,0.0303564032737028
seller_N_total_value_high,`time_n-1_sale_str_2022-12`,binary,3196,,,3165,31,-12.904670019793,-12.5220181278184,0.382651891974682,-0.0305146415960599
seller_N_total_value_high,`time_n-1_sale_str_2023-01`,binary,3196,,,3171,25,-12.9098200019419,-11.7769579379804,1.13286206396147,0.00376184917284601
seller_N_total_value_high,`time_n-1_sale_str_2023-02`,binary,3196,,,3167,29,-12.9067318284912,-12.2704646129523,0.636267215538926,0.0205982561665752
seller_N_total_value_high,`time_n-1_sale_str_2023-03`,binary,3196,,,3162,34,-12.9094661411266,-12.1097422460283,0.799723895098284,0.00488943527943328
seller_N_total_value_high,`time_n-1_sale_str_2023-04`,binary,3196,,,3157,39,-12.9087605991587,-12.2693836682923,0.639376930866405,-0.0205298858192183
seller_N_total_value_high,`time_n-1_sale_str_2023-05`,binary,3196,,,3172,24,-12.9046511576157,-12.4129042770937,0.491746880522035,-0.0499551939197909
seller_N_total_value_high,`time_n-1_sale_str_2023-06`,binary,3196,,,3114,82,-12.8824354312358,-13.6043809968194,-0.721945565583644,0.185389585632713
seller_N_total_value_high,`time_n-1_sale_str_2023-07`,binary,3196,,,3156,40,-12.8971843449778,-13.1987345464325,-0.301550201454656,0.0654788050504194
seller_N_total_value_high,`time_n-1_sale_str_2023-08`,binary,3196,,,3151,45,-12.9101667037639,-12.2561753566054,0.653991347158529,0.0812073685873507
seller_N_total_value_high,`time_n-1_sale_str_2023-09`,binary,3196,,,3177,19,-12.9020587020425,-12.7169830641237,0.185075637918798,-0.0194731023489888
seller_N_total_value_high,`time_n-1_sale_str_2023-10`,binary,3196,,,3147,49,-12.9192921701946,-11.7234839796928,1.1958081905018,0.0507183854439829
seller_N_total_value_high,`time_n-1_sale_str_2023-11`,binary,3196,,,3121,75,-12.8956657532433,-13.1212047831331,-0.225539029889772,0.137581105820123
seller_N_total_value_high,`time_n-1_sale_str_2023-12`,binary,3196,,,3150,46,-12.9050067738261,-12.6237355881566,0.281271185669457,0.136752320205243
seller_N_total_value_high,`time_n-1_sale_str_2024-01`,binary,3196,,,3141,55,-12.9049270289973,-12.6743159368522,0.230611092145102,0.182101066952566
seller_N_total_value_high,`time_n-1_sale_str_2024-02`,binary,3196,,,3133,63,-12.9074538138098,-12.5779424752594,0.329511338550393,0.133082297687217
seller_N_total_value_high,`time_n-1_sale_str_2024-03`,binary,3196,,,3090,106,-12.913354957692,-12.5395882579154,0.373766699776569,0.142471670640368
seller_N_total_value_high,`time_n-1_sale_str_2024-04`,binary,3196,,,3115,81,-12.9229810887704,-12.0540380628096,0.868943025960778,0.182076988559789
seller_N_total_value_high,`time_n-1_sale_str_2024-05`,binary,3196,,,3152,44,-12.9146635137832,-11.9191767991532,0.995486714629974,0.127910371658493
seller_N_total_value_high,`time_n-1_sale_str_2024-06`,binary,3196,,,3151,45,-12.9096796146945,-12.2902824156659,0.619397199028594,0.0708157893830316
seller_N_total_value_high,`time_n-1_sale_str_2024-07`,binary,3196,,,3151,45,-12.9171334032851,-11.7683515745773,1.14878182870783,0.12224031881687
seller_N_total_value_high,`time_n-1_sale_str_2024-08`,binary,3196,,,3166,30,-12.9149015981493,-11.4294904955509,1.48541110259842,0.0534195316452441
seller_N_total_value_high,`time_n-1_sale_str_2024-09`,binary,3196,,,3169,27,-12.9134876718999,-11.4303978650534,1.48308980684655,0.073314662555369
seller_N_total_value_high,`time_n-1_sale_str_2024-10`,binary,3196,,,3165,31,-12.9095439229499,-12.0244083377719,0.885135585177958,0.0345189879921236
seller_N_total_value_high,`time_n-1_sale_str_2024-11`,binary,3196,,,3143,53,-12.9331588848413,-10.9914113122859,1.94174757255539,0.0418336261646358
seller_N_total_value_high,`time_n-1_sale_str_2024-12`,binary,3196,,,3149,47,-12.9172204062769,-11.8114067072613,1.10581369901564,0.189898203312384
seller_N_total_value_high,`time_n-1_sale_str_2025-01`,binary,3196,,,3177,19,-12.909696379163,-11.4398830529733,1.46981332618969,0.108275232584074
seller_N_total_value_high,`time_n-1_sale_str_2025-02`,binary,3196,,,3181,15,-12.9129172486389,-10.3648937791337,2.54802346950517,-0.0467603730919664
seller_N_total_value_high,`time_n-1_sale_str_2025-03`,binary,3196,,,3191,5,-12.9038965717853,-11.0258428080769,1.87805376370842,0.0268708229359192
seller_N_total_value_high,`Background_recoded_Army Green`,binary,3196,,,2837,359,-12.8997512129523,-12.9104985611744,-0.0107473482221323,-0.0292886803624909
seller_N_total_value_high,Background_recoded_Blue,binary,3196,,,2793,403,-12.8998423249153,-12.9086937000468,-0.00885137513145295,0.00334991076547034
seller_N_total_value_high,Background_recoded_Gray,binary,3196,,,2793,403,-12.8973620592599,-12.9258832334847,-0.0285211742247178,0.0187050226502177
seller_N_total_value_high,`Background_recoded_New Punk Blue`,binary,3196,,,2775,421,-12.9140248521688,-12.814831852349,0.0991929998198238,-0.0108090802088494
seller_N_total_value_high,Background_recoded_Orange,binary,3196,,,2781,415,-12.865805180964,-13.1365276297503,-0.270722448786279,0.0178854979382655
seller_N_total_value_high,Background_recoded_Purple,binary,3196,,,2806,390,-12.9051625992312,-12.8707100542678,0.0344525449634574,0.00957130668414791
seller_N_total_value_high,Background_recoded_Yellow,binary,3196,,,2788,408,-12.9167854521773,-12.7928071910223,0.12397826115496,-0.0240557422164432
seller_N_total_value_high,`Clothes_recoded_Bayc T Black`,binary,3196,,,3141,55,-12.9113062332877,-12.310005379103,0.60130085418467,-0.0259723369613967
seller_N_total_value_high,`Clothes_recoded_Bayc T Red`,binary,3196,,,3152,44,-12.8981704377675,-13.1006807900936,-0.202510352326067,-0.0889488535103964
seller_N_total_value_high,`Clothes_recoded_Biker Vest`,binary,3196,,,3120,76,-12.9005106158046,-12.9193428065377,-0.0188321907330327,0.101322389653513
seller_N_total_value_high,`Clothes_recoded_Black Holes T`,binary,3196,,,3124,72,-12.8999567927639,-12.9444188057366,-0.0444620129727937,-0.0516376495041589
seller_N_total_value_high,`Clothes_recoded_Black T`,binary,3196,,,3087,109,-12.908805950284,-12.6787083126666,0.230097637617378,-0.0199503514765616
seller_N_total_value_high,`Clothes_recoded_Bone Necklace`,binary,3196,,,3122,74,-12.9029781745792,-12.8157474806883,0.0872306938908967,-0.0324092296855844
seller_N_total_value_high,`Clothes_recoded_Bone Tee`,binary,3196,,,3111,85,-12.8910592923177,-13.263267249493,-0.372207957175325,0.0741454665696056
seller_N_total_value_high,`Clothes_recoded_Caveman Pelt`,binary,3196,,,3138,58,-12.899074701949,-13.0028751705426,-0.10380046859364,0.0666342545397707
seller_N_total_value_high,`Clothes_recoded_Cowboy Shirt`,binary,3196,,,3162,34,-12.8979232799668,-13.1832283338887,-0.285305053921899,0.00488943527943327
seller_N_total_value_high,Clothes_recoded_Guayabera,binary,3196,,,3130,66,-12.8811628142433,-13.8397510003921,-0.958588186148857,-0.0303220746578439
seller_N_total_value_high,Clothes_recoded_Hawaiian,binary,3196,,,3108,88,-12.8965765032025,-13.0557204847046,-0.159143981502096,-0.00628575749356177
seller_N_total_value_high,`Clothes_recoded_Hip Hop`,binary,3196,,,3149,47,-12.9133629520609,-12.0698561397339,0.843506812327046,-0.0126774393004502
seller_N_total_value_high,`Clothes_recoded_Lab Coat`,binary,3196,,,3155,41,-12.8995160331922,-13.011953411853,-0.112437378660779,0.00437731053510509
seller_N_total_value_high,`Clothes_recoded_Leather Jacket`,binary,3196,,,3146,50,-12.9007279161598,-12.9154630073722,-0.0147350912124242,-0.0572866317705028
seller_N_total_value_high,`Clothes_recoded_Leather Punk Jacket`,binary,3196,,,3144,52,-12.9073656180803,-12.5135706031345,0.393795014945786,-0.0968317993963655
seller_N_total_value_high,`Clothes_recoded_Lumberjack Shirt`,binary,3196,,,3121,75,-12.899501585233,-12.961583027935,-0.062081442701988,-0.044463060663551
seller_N_total_value_high,`Clothes_recoded_Navy Striped Tee`,binary,3196,,,3085,111,-12.9013382538912,-12.8904023545302,0.0109358993610531,-0.089965183730796
seller_N_total_value_high,Clothes_recoded_No_Clothes,binary,3196,,,2615,581,-12.9107847990721,-12.8567313683886,0.0540534306834726,0.0541383030454195
seller_N_total_value_high,Clothes_recoded_Other_Clothes,binary,3196,,,3055,141,-12.9290834307318,-12.2915836434157,0.637499787316168,0.0397068331657598
seller_N_total_value_high,`Clothes_recoded_Prison Jumpsuit`,binary,3196,,,3124,72,-12.9012062807257,-12.8902049113932,0.0110013693324689,0.0683811487008712
seller_N_total_value_high,`Clothes_recoded_Prom Dress`,binary,3196,,,3163,33,-12.8995384650512,-13.0370608985003,-0.137522433449105,0.035229167372054
seller_N_total_value_high,`Clothes_recoded_Puffy Vest`,binary,3196,,,3121,75,-12.8888725079588,-13.4038943635706,-0.515021855611737,0.00656788139490799
seller_N_total_value_high,`Clothes_recoded_Rainbow Suspenders`,binary,3196,,,3153,43,-12.9034381533778,-12.7191320234221,0.184306129955669,-0.038932580786266
seller_N_total_value_high,`Clothes_recoded_Sailor Shirt`,binary,3196,,,3105,91,-12.8888137545674,-13.3153457876425,-0.426532033075102,0.044937234444794
seller_N_total_value_high,Clothes_recoded_Service,binary,3196,,,3135,61,-12.8933729515468,-13.2908028116058,-0.397429860059003,0.00739770835969225
seller_N_total_value_high,`Clothes_recoded_Sleeveless Logo T`,binary,3196,,,3152,44,-12.8980490921051,-13.1093735520889,-0.211324459983748,-0.0433072390599675
seller_N_total_value_high,`Clothes_recoded_Sleeveless T`,binary,3196,,,3118,78,-12.9022770878466,-12.8482463423272,0.0540307455194782,0.00406015966034938
seller_N_total_value_high,`Clothes_recoded_Smoking Jacket`,binary,3196,,,3132,64,-12.8919059291177,-13.3439656970409,-0.452059767923212,-0.00450963198324618
seller_N_total_value_high,`Clothes_recoded_Striped Tee`,binary,3196,,,3074,122,-12.901935782059,-12.8763326275237,0.0256031545352702,0.0566916985505588
seller_N_total_value_high,`Clothes_recoded_Stunt Jacket`,binary,3196,,,3142,54,-12.8944448666955,-13.2799519157438,-0.385507049048318,-0.0219006909943239
seller_N_total_value_high,Clothes_recoded_Tanktop,binary,3196,,,3115,81,-12.896049451783,-13.0897423741155,-0.193692922332536,-0.00648650904461255
seller_N_total_value_high,`Clothes_recoded_Tie Dye`,binary,3196,,,3150,46,-12.9046494971807,-12.6482012714827,0.256448225697977,-0.00818129019614732
seller_N_total_value_high,Clothes_recoded_Toga,binary,3196,,,3125,71,-12.8882907814652,-13.458513838429,-0.57022305696375,-0.00434833174817831
seller_N_total_value_high,`Clothes_recoded_Tuxedo Tee`,binary,3196,,,3109,87,-12.9108763451439,-12.5465358339664,0.364340511177469,-0.0425422743899474
seller_N_total_value_high,`Clothes_recoded_Tweed Suit`,binary,3196,,,3155,41,-12.8966261647347,-13.2343323138834,-0.337706149148675,-0.0184066048988226
seller_N_total_value_high,`Clothes_recoded_Vietnam Jacket`,binary,3196,,,3123,73,-12.9136544962413,-12.3578107239149,0.555843772326361,0.0054550692475682
seller_N_total_value_high,`Clothes_recoded_Wool Turtleneck`,binary,3196,,,3109,87,-12.9074471408852,-12.6690806160361,0.238366524849168,-0.0108110403709194
seller_N_total_value_high,`Clothes_recoded_Work Vest`,binary,3196,,,3143,53,-12.9017658162942,-12.8530795093344,0.0486863069597945,-0.0177645886468117
seller_N_total_value_high,`Earring_recoded_Diamond Stud`,binary,3196,,,3135,61,-12.9101041348564,-12.4309297021719,0.479174432684532,-0.0587658351938531
seller_N_total_value_high,`Earring_recoded_Gold Hoop`,binary,3196,,,3051,145,-12.8982372252897,-12.9582165534373,-0.0599793281475627,-0.0388307070199466
seller_N_total_value_high,`Earring_recoded_Gold Stud`,binary,3196,,,3048,148,-12.9330898370493,-12.2392253464932,0.693864490556102,-0.0402253538619499
seller_N_total_value_high,Earring_recoded_No_Earring,binary,3196,,,941,2255,-12.6409777983643,-13.0094470360739,-0.368469237709588,0.0624767928305498
seller_N_total_value_high,`Earring_recoded_Silver Hoop`,binary,3196,,,2918,278,-12.9239475226183,-12.6596557683705,0.264291754247871,-0.0246538464251269
seller_N_total_value_high,`Earring_recoded_Silver Stud`,binary,3196,,,2935,261,-12.9146341645778,-12.7471720366723,0.167462127905457,0.0180255194533992
seller_N_total_value_high,Eyes_recoded_Angry,binary,3196,,,3057,139,-12.9041907866741,-12.8298700701044,0.0743207165697157,-0.0296456969075069
seller_N_total_value_high,Eyes_recoded_Blindfold,binary,3196,,,3105,91,-12.9112173350362,-12.5509159265936,0.360301408442597,0.0524713572842849
seller_N_total_value_high,Eyes_recoded_Bloodshot,binary,3196,,,2945,251,-12.9056223744204,-12.8462361830252,0.0593861913951805,0.0339021723192407
seller_N_total_value_high,Eyes_recoded_Bored,binary,3196,,,2608,588,-12.8106428709148,-13.3015417810572,-0.490898910142438,0.0571435291772304
seller_N_total_value_high,Eyes_recoded_Closed,binary,3196,,,2980,216,-12.8778773367533,-13.2193921809374,-0.341514844184072,0.02133560282736
seller_N_total_value_high,Eyes_recoded_Coins,binary,3196,,,3052,144,-12.9094994463256,-12.7199365584834,0.189562887842222,-0.0114809602391333
seller_N_total_value_high,Eyes_recoded_Crazy,binary,3196,,,3061,135,-12.8957241867101,-13.0196402895378,-0.123916102827629,0.0378796823713084
seller_N_total_value_high,Eyes_recoded_Eyepatch,binary,3196,,,3097,99,-12.8916661329397,-13.1916480898297,-0.299981956890024,0.0254415336918194
seller_N_total_value_high,Eyes_recoded_Heart,binary,3196,,,3062,134,-12.9088731347845,-12.7201017604265,0.188771374358016,-0.0746072693866169
seller_N_total_value_high,Eyes_recoded_Holographic,binary,3196,,,3145,51,-12.9016305889156,-12.8595092640725,0.0421213248431229,-0.0195565287316434
seller_N_total_value_high,Eyes_recoded_Hypnotized,binary,3196,,,3138,58,-12.9070937707788,-12.5690158948891,0.338077875889626,0.000795727160948658
seller_N_total_value_high,Eyes_recoded_Other_Eyes,binary,3196,,,3132,64,-12.9163182090219,-12.1492897492277,0.767028459794233,0.0136745220062343
seller_N_total_value_high,Eyes_recoded_Robot,binary,3196,,,3092,104,-12.9099532511544,-12.6335357888251,0.276417462329379,-0.0338741286237764
seller_N_total_value_high,Eyes_recoded_Sad,binary,3196,,,2997,199,-12.8932863491054,-13.0165024439118,-0.123216094806425,0.0237525296108582
seller_N_total_value_high,Eyes_recoded_Scumbag,binary,3196,,,3131,65,-12.9088729116993,-12.5197244319506,0.389148479748748,0.00970823891506135
seller_N_total_value_high,Eyes_recoded_Sleepy,binary,3196,,,2976,220,-12.881599647866,-13.1628301025369,-0.281230454670917,-0.0177448769307467
seller_N_total_value_high,Eyes_recoded_Sunglasses,binary,3196,,,3090,106,-12.9188457645175,-12.3795260589454,0.53931970557213,-0.120747400009986
seller_N_total_value_high,`Eyes_recoded_Wide Eyed`,binary,3196,,,3012,184,-12.8775103598426,-13.2847933193553,-0.407282959512742,-0.016731817621738
seller_N_total_value_high,`Eyes_recoded_X Eyes`,binary,3196,,,3115,81,-12.9298895944268,-11.7883591107125,1.14153048371431,0.0338906157785815
seller_N_total_value_high,Eyes_recoded_Zombie,binary,3196,,,3093,103,-12.9106946011568,-12.6085900313521,0.302104569804762,-0.0090411033693226
seller_N_total_value_high,Fur_recoded_Blue,binary,3196,,,3048,148,-12.900133005477,-12.9179579318481,-0.0178249263711301,0.00254571338518084
seller_N_total_value_high,Fur_recoded_Brown,binary,3196,,,2771,425,-12.8917423436232,-12.9610473892409,-0.0693050456176696,-0.0550610765026719
