bin,n,mean_cate_pct,sd_cate_pct,treatment,covariate
"(2.18,5.06]",1457,3.80924387872104,3.42141871336349,buyer_N_total_value_high,log_sellern_avg_total_gaspaid
"[0.0873,0.497]",730,5.01924002472308,3.00502345909253,buyer_N_total_value_high,log_sellern_avg_total_gaspaid
"(3.25,5.06]",1457,3.05606336873098,3.14985848837504,buyer_N_total_value_high,log_sellern_1_avg_total_gaspaid
"(2.15,3.25]",730,6.65408265294912,3.42466704927633,buyer_N_total_value_high,log_sellern_1_avg_total_gaspaid
"[0.186,1.07]",730,5.30064987291043,2.73939760128379,buyer_N_total_value_high,log_sellern_1_avg_total_gaspaid
"(1.07,2.15]",729,5.78912165735358,3.13311866228569,buyer_N_total_value_high,log_sellern_1_avg_total_gaspaid
"(0.00347,0.00557]",733,3.87658011317468,3.07011235771963,buyer_N_total_value_high,log_buyern_avg_gasLimit_cost
"(0.0159,0.0284]",729,6.40958547268598,3.19087501748945,buyer_N_total_value_high,log_buyern_avg_gasLimit_cost
"(0.00954,0.0159]",729,5.6973544680813,3.52138856816915,buyer_N_total_value_high,log_buyern_avg_gasLimit_cost
"[0.00155,0.00347]",730,3.75017371093061,3.19126843384675,buyer_N_total_value_high,log_buyern_avg_gasLimit_cost
"(0.00557,0.00954]",725,4.13074415389454,3.41759061916888,buyer_N_total_value_high,log_buyern_avg_gasLimit_cost
"(0.0105,0.0158]",729,6.18005485613493,3.33606337427319,buyer_N_total_value_high,log_buyern_1_avg_gasLimit_cost
"(0.0158,0.0251]",729,6.27495390160352,3.31493556506714,buyer_N_total_value_high,log_buyern_1_avg_gasLimit_cost
"(0.00458,0.00704]",649,3.5200067387388,3.03330286964949,buyer_N_total_value_high,log_buyern_1_avg_gasLimit_cost
"[0.0021,0.00458]",810,3.30564927045099,2.98058516697285,buyer_N_total_value_high,log_buyern_1_avg_gasLimit_cost
"(0.00704,0.0105]",729,4.6065117879714,3.3815673170004,buyer_N_total_value_high,log_buyern_1_avg_gasLimit_cost
"(0.0065,0.0109]",729,5.83206372687699,3.35709539599953,buyer_N_total_value_high,log_sellern_avg_gasLimit_cost
"[0.0018,0.0038]",730,4.78479087791636,3.07418445602288,buyer_N_total_value_high,log_sellern_avg_gasLimit_cost
"(0.0109,0.0211]",1458,3.97469391946124,3.51157570552746,buyer_N_total_value_high,log_sellern_avg_gasLimit_cost
"(0.0038,0.0065]",729,5.29538165704049,3.4049905313886,buyer_N_total_value_high,log_sellern_avg_gasLimit_cost
"(0.0164,0.0211]",1094,2.67514663301369,3.15498358951491,buyer_N_total_value_high,log_sellern_1_avg_gasLimit_cost
"(0.0105,0.0164]",729,6.15679147649447,3.23642084459151,buyer_N_total_value_high,log_sellern_1_avg_gasLimit_cost
"(0.0211,0.0293]",364,4.90870274019025,3.2697102203835,buyer_N_total_value_high,log_sellern_1_avg_gasLimit_cost
"[0.00244,0.00567]",730,5.66212148404622,3.0540972206217,buyer_N_total_value_high,log_sellern_1_avg_gasLimit_cost
"(0.00567,0.0105]",729,5.57596828074736,3.10016773804451,buyer_N_total_value_high,log_sellern_1_avg_gasLimit_cost
"(0.583,4.36]",729,5.25863545645442,3.00534994955215,buyer_N_total_value_high,`log_price_change_n-1`
"(-0.0251,0]",952,5.40523002769343,4.09909296534527,buyer_N_total_value_high,`log_price_change_n-1`
"[-4.23,-0.0251]",730,4.05156221206604,3.20178843950229,buyer_N_total_value_high,`log_price_change_n-1`
"(0.0646,0.583]",729,4.86682121639795,3.1415075958829,buyer_N_total_value_high,`log_price_change_n-1`
"(0,0.0646]",506,3.78464712380937,3.08338742284741,buyer_N_total_value_high,`log_price_change_n-1`
"(1.79,4.06]",727,-32.1451017964578,7.73294492441649,buyer_N_1_total_value_high,log_price_1_sale
"(0.432,0.833]",726,-37.1712159972611,8.18316234619179,buyer_N_1_total_value_high,log_price_1_sale
"(0.833,1.79]",724,-34.1315110088297,7.89353882027369,buyer_N_1_total_value_high,log_price_1_sale
"(0.278,0.432]",726,-37.4534920736061,8.5837953203881,buyer_N_1_total_value_high,log_price_1_sale
"[0.14,0.278]",735,-37.6008181723431,8.82902476009582,buyer_N_1_total_value_high,log_price_1_sale
"(7.08,8.33]",729,-35.4412150683488,8.88863950153005,buyer_N_1_total_value_high,log_buyern_total_value
"(5.8,7.08]",727,-37.9777539897683,7.48965716828274,buyer_N_1_total_value_high,log_buyern_total_value
"(9.18,10.3]",728,-33.7726359579095,9.14638674009323,buyer_N_1_total_value_high,log_buyern_total_value
"(8.33,9.18]",726,-34.0034737826857,8.85827405574179,buyer_N_1_total_value_high,log_buyern_total_value
"[4.53,5.8]",728,-37.3288029032466,7.28454023540637,buyer_N_1_total_value_high,log_buyern_total_value
"(0.144,0.733]",718,-35.8458809675966,8.57406423670728,buyer_N_1_total_value_high,log_buyern_rolling_avg_value_last10
"(1.68,3.3]",726,-36.9634657005179,7.50790266091107,buyer_N_1_total_value_high,log_buyern_rolling_avg_value_last10
"[0,2.41e-05]",728,-32.6319420788058,9.35787549083873,buyer_N_1_total_value_high,log_buyern_rolling_avg_value_last10
"(2.41e-05,0.144]",739,-37.8724500052754,7.65639062551822,buyer_N_1_total_value_high,log_buyern_rolling_avg_value_last10
"(0.733,1.68]",727,-35.1832591086103,8.53317589040657,buyer_N_1_total_value_high,log_buyern_rolling_avg_value_last10
"(5.6,7.01]",726,-40.770199142562,6.0817876253098,buyer_N_1_total_value_high,log_sellern_total_value
"[4.13,5.6]",729,-40.7681226338499,5.9782084034811,buyer_N_1_total_value_high,log_sellern_total_value
"(7.01,8.32]",728,-38.3001342015826,6.28797640178021,buyer_N_1_total_value_high,log_sellern_total_value
"(8.39,9.63]",629,-34.7781904911133,6.50128413197395,buyer_N_1_total_value_high,log_sellern_total_value
"(8.32,8.39]",826,-25.2030713042377,5.2908802763173,buyer_N_1_total_value_high,log_sellern_total_value
"[0,0.0612]",728,-39.7242834630223,6.16668011442613,buyer_N_1_total_value_high,log_sellern_rolling_avg_value_last10
"(1.29,2.63]",728,-37.936720285429,6.6609999965925,buyer_N_1_total_value_high,log_sellern_rolling_avg_value_last10
"(0.0612,0.475]",727,-39.541184468136,6.60877873813492,buyer_N_1_total_value_high,log_sellern_rolling_avg_value_last10
"(0.475,0.982]",1238,-29.2604258202855,8.30113925653667,buyer_N_1_total_value_high,log_sellern_rolling_avg_value_last10
"(0.982,1.29]",217,-38.6487713816519,6.39737890101819,buyer_N_1_total_value_high,log_sellern_rolling_avg_value_last10
"(0.297,0.982]",776,-36.052458758809,7.95348573608866,buyer_N_1_total_value_high,log_buyern_1_rolling_avg_value_last10
"(0.00166,0.0712]",727,-39.9396296366799,7.12589030308121,buyer_N_1_total_value_high,log_buyern_1_rolling_avg_value_last10
"(0.0712,0.297]",728,-38.4846325362421,7.31519994624856,buyer_N_1_total_value_high,log_buyern_1_rolling_avg_value_last10
"(0.982,2.49]",679,-32.0452332075803,8.40101609311441,buyer_N_1_total_value_high,log_buyern_1_rolling_avg_value_last10
"[0,0.00166]",728,-31.7396948015191,8.54905304578412,buyer_N_1_total_value_high,log_buyern_1_rolling_avg_value_last10
"(8.39,9.97]",688,-38.3470276261314,7.20430462268197,buyer_N_1_total_value_high,log_sellern_1_total_value
"(6.04,7.12]",727,-38.1731321960432,7.19832899124909,buyer_N_1_total_value_high,log_sellern_1_total_value
"(7.12,8.36]",728,-38.9349641636685,7.32493571262426,buyer_N_1_total_value_high,log_sellern_1_total_value
"(8.36,8.39]",767,-26.9420461300175,6.80586702971055,buyer_N_1_total_value_high,log_sellern_1_total_value
"[4.59,6.04]",728,-36.7459024537958,7.49134010515977,buyer_N_1_total_value_high,log_sellern_1_total_value
"(0.932,0.982]",783,-27.0777656302097,6.85578630491524,buyer_N_1_total_value_high,log_sellern_1_rolling_avg_value_last10
"(0.171,0.932]",728,-37.7282108521538,7.58236781883837,buyer_N_1_total_value_high,log_sellern_1_rolling_avg_value_last10
"[0,0.0167]",728,-40.0406625078297,6.14648511727808,buyer_N_1_total_value_high,log_sellern_1_rolling_avg_value_last10
"(0.0167,0.171]",727,-40.1004673079022,6.11096626303874,buyer_N_1_total_value_high,log_sellern_1_rolling_avg_value_last10
"(0.982,2.24]",672,-34.113351733887,7.84100923138568,buyer_N_1_total_value_high,log_sellern_1_rolling_avg_value_last10
"[0,0.693]",3121,-36.9336115563515,8.17296637700924,buyer_N_1_total_value_high,log_unique_makers_count
"(0.693,1.39]",517,-28.2882799326236,6.75092955082428,buyer_N_1_total_value_high,log_unique_makers_count
"[0,1.87e-11]",2910,-37.6284780184705,7.81522710567405,buyer_N_1_total_value_high,log_median_offer_price
"(1.87e-11,2.39]",728,-28.0164441741624,6.79814817318479,buyer_N_1_total_value_high,log_median_offer_price
"(0.359,1.26]",728,-37.7909082349199,7.39098284374246,buyer_N_1_total_value_high,log_buyern_avg_total_gaspaid
"(1.26,2.1]",727,-36.9854498915045,8.41542477587608,buyer_N_1_total_value_high,log_buyern_avg_total_gaspaid
"(2.1,3.41]",727,-34.7169533545169,9.0516084556191,buyer_N_1_total_value_high,log_buyern_avg_total_gaspaid
"(3.41,5.06]",728,-32.4869024807628,9.09789611470129,buyer_N_1_total_value_high,log_buyern_avg_total_gaspaid
"[0.041,0.359]",728,-36.5452596588801,7.52495666349282,buyer_N_1_total_value_high,log_buyern_avg_total_gaspaid
"(3.69,5.06]",670,-36.3236242386548,8.36184070435678,buyer_N_1_total_value_high,log_buyern_1_avg_total_gaspaid
"[0.222,1.09]",728,-33.4724301959538,6.98997895560805,buyer_N_1_total_value_high,log_buyern_1_avg_total_gaspaid
"(2.84,3.69]",785,-34.023830722952,9.2193949677471,buyer_N_1_total_value_high,log_buyern_1_avg_total_gaspaid
"(1.09,1.99]",727,-36.2493537677663,8.22067702751459,buyer_N_1_total_value_high,log_buyern_1_avg_total_gaspaid
"(1.99,2.84]",728,-38.6374967902511,8.65800477098145,buyer_N_1_total_value_high,log_buyern_1_avg_total_gaspaid
"(1.22,2.17]",727,-39.2544196450654,6.45378970230008,buyer_N_1_total_value_high,log_sellern_avg_total_gaspaid
"(0.496,1.22]",727,-40.3630239745396,6.26273430733149,buyer_N_1_total_value_high,log_sellern_avg_total_gaspaid
"(2.17,5.06]",1455,-29.6016965596398,7.69383987652393,buyer_N_1_total_value_high,log_sellern_avg_total_gaspaid
"[0.0873,0.496]",729,-39.7016356472025,6.36724447368809,buyer_N_1_total_value_high,log_sellern_avg_total_gaspaid
"(3.25,5.06]",1455,-33.5786739371729,9.78760052609939,buyer_N_1_total_value_high,log_sellern_1_avg_total_gaspaid
"(2.15,3.25]",728,-40.2246439995284,6.30342456094971,buyer_N_1_total_value_high,log_sellern_1_avg_total_gaspaid
"[0.186,1.07]",728,-33.5856164895669,7.28087070759504,buyer_N_1_total_value_high,log_sellern_1_avg_total_gaspaid
"(1.07,2.15]",727,-37.5570869021888,6.55001477524232,buyer_N_1_total_value_high,log_sellern_1_avg_total_gaspaid
"(0.00346,0.00557]",730,-31.8268436103213,8.74111181930026,buyer_N_1_total_value_high,log_buyern_avg_gasLimit_cost
"(0.0159,0.0284]",728,-39.0359856098229,6.94489365978521,buyer_N_1_total_value_high,log_buyern_avg_gasLimit_cost
"(0.00955,0.0159]",727,-39.1698907653115,6.86775712539514,buyer_N_1_total_value_high,log_buyern_avg_gasLimit_cost
"[0.00155,0.00346]",728,-32.9467471152741,8.2070934902018,buyer_N_1_total_value_high,log_buyern_avg_gasLimit_cost
"(0.00557,0.00955]",725,-35.5604228231071,8.93194247857839,buyer_N_1_total_value_high,log_buyern_avg_gasLimit_cost
"(0.0105,0.0158]",727,-42.2923883832136,4.84932612306572,buyer_N_1_total_value_high,log_buyern_1_avg_gasLimit_cost
"(0.0158,0.0251]",728,-41.5934689463364,4.64135883269705,buyer_N_1_total_value_high,log_buyern_1_avg_gasLimit_cost
"(0.00458,0.00707]",654,-30.2032444774673,6.62761194148812,buyer_N_1_total_value_high,log_buyern_1_avg_gasLimit_cost
"[0.0021,0.00458]",804,-27.2749565192659,5.81681603797948,buyer_N_1_total_value_high,log_buyern_1_avg_gasLimit_cost
"(0.00707,0.0105]",725,-37.4982671934575,7.47312136761497,buyer_N_1_total_value_high,log_buyern_1_avg_gasLimit_cost
"(0.0065,0.0108]",728,-40.532266113817,6.38959564309413,buyer_N_1_total_value_high,log_sellern_avg_gasLimit_cost
"[0.0018,0.0038]",728,-37.1116514898157,6.72775350355122,buyer_N_1_total_value_high,log_sellern_avg_gasLimit_cost
"(0.0108,0.0211]",1455,-30.9896098004715,8.6107103857344,buyer_N_1_total_value_high,log_sellern_avg_gasLimit_cost
"(0.0038,0.0065]",727,-38.8998461037258,7.09097334734523,buyer_N_1_total_value_high,log_sellern_avg_gasLimit_cost
"(0.0163,0.0211]",1091,-31.2943894662508,9.39525186915235,buyer_N_1_total_value_high,log_sellern_1_avg_gasLimit_cost
"(0.0105,0.0163]",728,-40.2753241662687,6.39847585477266,buyer_N_1_total_value_high,log_sellern_1_avg_gasLimit_cost
"(0.0211,0.0293]",364,-40.696674306686,6.90527221991809,buyer_N_1_total_value_high,log_sellern_1_avg_gasLimit_cost
"[0.00244,0.00565]",728,-33.6792825697736,7.26065250869165,buyer_N_1_total_value_high,log_sellern_1_avg_gasLimit_cost
"(0.00565,0.0105]",727,-37.2766441999823,6.76022670222916,buyer_N_1_total_value_high,log_sellern_1_avg_gasLimit_cost
"(0.585,4.36]",728,-38.8264405972676,6.27026551272262,buyer_N_1_total_value_high,`log_price_change_n-1`
"(-0.025,0]",948,-36.1266430547974,9.29510566112535,buyer_N_1_total_value_high,`log_price_change_n-1`
"[-4.23,-0.025]",728,-31.49340363009,7.96796033371548,buyer_N_1_total_value_high,`log_price_change_n-1`
"(0.065,0.585]",727,-38.2744691922705,7.46781551180885,buyer_N_1_total_value_high,`log_price_change_n-1`
"(0,0.065]",507,-32.79763131419,8.75310070017088,buyer_N_1_total_value_high,`log_price_change_n-1`
"(1.79,4.06]",726,-13.4157112666657,2.40081266206365,buyer_N_gaspaid_high,log_price_1_sale
"(0.432,0.833]",726,-14.8969526050856,2.57501621653171,buyer_N_gaspaid_high,log_price_1_sale
"(0.833,1.79]",725,-14.3590615727175,2.47832058286159,buyer_N_gaspaid_high,log_price_1_sale
"[0.14,0.278]",734,-15.5196331969537,2.44063899635333,buyer_N_gaspaid_high,log_price_1_sale
"(0.278,0.432]",720,-15.316842837958,2.61299540126934,buyer_N_gaspaid_high,log_price_1_sale
"(7.06,8.32]",726,-15.2533913782793,2.47162868120201,buyer_N_gaspaid_high,log_buyern_total_value
"(5.8,7.06]",726,-15.5908419255786,2.50579108073585,buyer_N_gaspaid_high,log_buyern_total_value
"(8.32,9.14]",726,-13.4847599498012,2.50567760633603,buyer_N_gaspaid_high,log_buyern_total_value
"(9.14,10.3]",726,-13.9588044739146,2.25191592968034,buyer_N_gaspaid_high,log_buyern_total_value
"[4.53,5.8]",727,-15.2240853793494,2.6521167100459,buyer_N_gaspaid_high,log_buyern_total_value
"(0.144,0.737]",721,-14.7064091129911,2.58131570933738,buyer_N_gaspaid_high,log_buyern_rolling_avg_value_last10
"(1.68,3.3]",726,-13.7532178866547,2.41435528520859,buyer_N_gaspaid_high,log_buyern_rolling_avg_value_last10
"[0,0.0001]",730,-15.0722032993298,2.43245922730438,buyer_N_gaspaid_high,log_buyern_rolling_avg_value_last10
"(0.0001,0.144]",728,-16.0231127287192,2.43196281273894,buyer_N_gaspaid_high,log_buyern_rolling_avg_value_last10
"(0.737,1.68]",726,-13.9520104542826,2.55044246773327,buyer_N_gaspaid_high,log_buyern_rolling_avg_value_last10
"(5.59,7.01]",727,-14.8775838081696,2.70177502618789,buyer_N_gaspaid_high,log_sellern_total_value
"[4.13,5.59]",727,-14.4011405476956,2.44561747762565,buyer_N_gaspaid_high,log_sellern_total_value
"(7.01,8.31]",725,-15.0104251473248,2.78267887304312,buyer_N_gaspaid_high,log_sellern_total_value
"(8.39,9.63]",629,-15.7989170386721,2.73739053490902,buyer_N_gaspaid_high,log_sellern_total_value
"(8.31,8.39]",823,-13.7049107717573,1.94179012634069,buyer_N_gaspaid_high,log_sellern_total_value
"[0,0.0607]",727,-15.6879674360424,2.60648908654312,buyer_N_gaspaid_high,log_sellern_rolling_avg_value_last10
"(1.29,2.63]",726,-14.5894778691577,2.57361937665784,buyer_N_gaspaid_high,log_sellern_rolling_avg_value_last10
"(0.0607,0.472]",726,-15.3853669926559,2.63220457665863,buyer_N_gaspaid_high,log_sellern_rolling_avg_value_last10
"(0.472,0.982]",1233,-13.897711043604,2.32062945723822,buyer_N_gaspaid_high,log_sellern_rolling_avg_value_last10
"(0.982,1.29]",219,-14.073442048229,2.58257894745267,buyer_N_gaspaid_high,log_sellern_rolling_avg_value_last10
"(9.43,10.2]",710,-14.0868083178009,2.37360914662211,buyer_N_gaspaid_high,log_buyern_1_total_value
"(7.3,8.36]",717,-14.7583038993195,2.62301383282053,buyer_N_gaspaid_high,log_buyern_1_total_value
"(6.02,7.3]",733,-15.5120167751487,2.62960335642838,buyer_N_gaspaid_high,log_buyern_1_total_value
"[4.55,6.02]",730,-15.4913942089762,2.47167493991045,buyer_N_gaspaid_high,log_buyern_1_total_value
"(8.36,9.43]",741,-13.660576721752,2.4214283965314,buyer_N_gaspaid_high,log_buyern_1_total_value
"(0.298,0.982]",772,-14.3291558406217,2.62776403480022,buyer_N_gaspaid_high,log_buyern_1_rolling_avg_value_last10
"(0.00182,0.0723]",729,-15.8979955095609,2.50778615414509,buyer_N_gaspaid_high,log_buyern_1_rolling_avg_value_last10
"(0.0723,0.298]",724,-15.1692924604531,2.56698084802997,buyer_N_gaspaid_high,log_buyern_1_rolling_avg_value_last10
"(0.982,2.49]",679,-13.8398799476108,2.42996301847714,buyer_N_gaspaid_high,log_buyern_1_rolling_avg_value_last10
"[0,0.00182]",727,-14.2410700959832,2.39035783734557,buyer_N_gaspaid_high,log_buyern_1_rolling_avg_value_last10
"(8.39,9.97]",688,-15.1470474599161,2.51131534257168,buyer_N_gaspaid_high,log_sellern_1_total_value
"(6.03,7.12]",726,-15.2533370294712,2.76344998949628,buyer_N_gaspaid_high,log_sellern_1_total_value
"(7.12,8.35]",726,-15.2564556142084,2.67870436797003,buyer_N_gaspaid_high,log_sellern_1_total_value
"[4.59,6.03]",727,-14.575970367545,2.82498994333748,buyer_N_gaspaid_high,log_sellern_1_total_value
"(8.35,8.39]",764,-13.3728306964222,1.61029084056072,buyer_N_gaspaid_high,log_sellern_1_total_value
"(0.917,0.982]",780,-13.3367372934494,1.59950002199624,buyer_N_gaspaid_high,log_sellern_1_rolling_avg_value_last10
"(0.17,0.917]",724,-14.5119077757183,2.46387289493182,buyer_N_gaspaid_high,log_sellern_1_rolling_avg_value_last10
"[0,0.0166]",727,-16.3269225834391,2.26588240496658,buyer_N_gaspaid_high,log_sellern_1_rolling_avg_value_last10
"(0.0166,0.17]",728,-16.3263719970361,2.4152868387963,buyer_N_gaspaid_high,log_sellern_1_rolling_avg_value_last10
"(0.982,2.24]",672,-12.9766419203755,2.15419459893777,buyer_N_gaspaid_high,log_sellern_1_rolling_avg_value_last10
"[0,0.693]",3120,-15.0260928026642,2.57973214456252,buyer_N_gaspaid_high,log_unique_makers_count
"(0.693,1.39]",511,-12.7268917352117,1.82958103212532,buyer_N_gaspaid_high,log_unique_makers_count
"[0,1.83e-11]",2905,-15.1675519752094,2.56625186484575,buyer_N_gaspaid_high,log_median_offer_price
"(1.83e-11,2.39]",726,-12.841753075788,1.86385687160163,buyer_N_gaspaid_high,log_median_offer_price
"(3.69,5.06]",670,-14.5713108364081,2.53758851851297,buyer_N_gaspaid_high,log_buyern_1_avg_total_gaspaid
"[0.222,1.09]",727,-14.1543380036024,2.39666675989305,buyer_N_gaspaid_high,log_buyern_1_avg_total_gaspaid
"(1.09,1.99]",728,-14.9562406218808,2.56261441910685,buyer_N_gaspaid_high,log_buyern_1_avg_total_gaspaid
"(2.83,3.69]",782,-14.5063391456324,2.6605627997293,buyer_N_gaspaid_high,log_buyern_1_avg_total_gaspaid
"(1.99,2.83]",724,-15.3311724411316,2.73584654931913,buyer_N_gaspaid_high,log_buyern_1_avg_total_gaspaid
"(1.22,2.15]",726,-15.4438800241748,2.60385787108473,buyer_N_gaspaid_high,log_sellern_avg_total_gaspaid
"(0.494,1.22]",726,-14.5029776667018,2.45823178004099,buyer_N_gaspaid_high,log_sellern_avg_total_gaspaid
"(2.15,5.06]",1452,-14.9361434182777,2.65844237614513,buyer_N_gaspaid_high,log_sellern_avg_total_gaspaid
"[0.0873,0.494]",727,-13.6948449712376,2.3439132043755,buyer_N_gaspaid_high,log_sellern_avg_total_gaspaid
"(3.23,5.06]",1452,-14.6866195814933,2.44495361065169,buyer_N_gaspaid_high,log_sellern_1_avg_total_gaspaid
"(2.15,3.23]",726,-16.0896704655739,2.44704163268173,buyer_N_gaspaid_high,log_sellern_1_avg_total_gaspaid
"[0.186,1.07]",727,-12.8473260386625,2.23074245652149,buyer_N_gaspaid_high,log_sellern_1_avg_total_gaspaid
"(1.07,2.15]",726,-15.2049212128966,2.37072990916884,buyer_N_gaspaid_high,log_sellern_1_avg_total_gaspaid
"(0.00344,0.00559]",726,-14.2678342306119,2.38841419114664,buyer_N_gaspaid_high,log_buyern_avg_gasLimit_cost
"(0.0159,0.0284]",726,-15.0558443329158,2.65425322673108,buyer_N_gaspaid_high,log_buyern_avg_gasLimit_cost
"(0.00956,0.0159]",726,-15.1819956304561,2.7091358272132,buyer_N_gaspaid_high,log_buyern_avg_gasLimit_cost
"[0.00155,0.00344]",727,-14.0529913279412,2.35336589357076,buyer_N_gaspaid_high,log_buyern_avg_gasLimit_cost
"(0.00559,0.00956]",726,-14.9548306622039,2.74233938836724,buyer_N_gaspaid_high,log_buyern_avg_gasLimit_cost
"(0.0105,0.0159]",726,-15.9343513112392,2.48085725963802,buyer_N_gaspaid_high,log_buyern_1_avg_gasLimit_cost
"(0.0159,0.0251]",726,-15.6507826440634,2.61974138188147,buyer_N_gaspaid_high,log_buyern_1_avg_gasLimit_cost
"(0.00458,0.00708]",690,-13.851718255537,2.17129732412901,buyer_N_gaspaid_high,log_buyern_1_avg_gasLimit_cost
"[0.0021,0.00458]",801,-13.0353709859955,2.05945062714333,buyer_N_gaspaid_high,log_buyern_1_avg_gasLimit_cost
"(0.00708,0.0105]",688,-15.1962590310362,2.43044800765739,buyer_N_gaspaid_high,log_buyern_1_avg_gasLimit_cost
"(0.00649,0.0108]",728,-15.7361776514353,2.36209588342017,buyer_N_gaspaid_high,log_sellern_avg_gasLimit_cost
"[0.0018,0.00379]",727,-13.0002687352912,2.21886904318431,buyer_N_gaspaid_high,log_sellern_avg_gasLimit_cost
"(0.0108,0.0211]",1450,-15.0620872230165,2.61215869844078,buyer_N_gaspaid_high,log_sellern_avg_gasLimit_cost
"(0.00379,0.00649]",726,-14.6524683840631,2.40512563542973,buyer_N_gaspaid_high,log_sellern_avg_gasLimit_cost
"(0.0163,0.0211]",1088,-14.2198274280293,2.24593715902483,buyer_N_gaspaid_high,log_sellern_1_avg_gasLimit_cost
"(0.0105,0.0163]",725,-15.8889451672068,2.43563463722211,buyer_N_gaspaid_high,log_sellern_1_avg_gasLimit_cost
"(0.0211,0.0293]",364,-16.456675972851,2.37685552987612,buyer_N_gaspaid_high,log_sellern_1_avg_gasLimit_cost
"[0.00244,0.00565]",727,-13.4339533095372,2.52561245347389,buyer_N_gaspaid_high,log_sellern_1_avg_gasLimit_cost
"(0.00565,0.0105]",727,-14.6320214895919,2.5600032547666,buyer_N_gaspaid_high,log_sellern_1_avg_gasLimit_cost
"(0.588,4.36]",726,-15.6537607559344,2.3439330778574,buyer_N_gaspaid_high,`log_price_change_n-1`
"(-0.0251,0]",941,-14.9590507979443,2.60567532649837,buyer_N_gaspaid_high,`log_price_change_n-1`
"[-4.23,-0.0251]",728,-12.9652973879189,2.24767208020715,buyer_N_gaspaid_high,`log_price_change_n-1`
"(0.0654,0.588]",726,-15.3017469411618,2.52337754815172,buyer_N_gaspaid_high,`log_price_change_n-1`
"(0,0.0654]",510,-14.5018614385158,2.40072771021062,buyer_N_gaspaid_high,`log_price_change_n-1`
"(1.79,4.06]",700,46.4161126459023,11.5265911078348,buyer_N_1_gaspaid_high,log_price_1_sale
"(0.432,0.833]",700,49.2251278733513,12.0854148014639,buyer_N_1_gaspaid_high,log_price_1_sale
"(0.833,1.79]",699,48.817628138508,11.6181231837322,buyer_N_1_gaspaid_high,log_price_1_sale
"[0.14,0.278]",709,49.0149361023231,12.4340004643853,buyer_N_1_gaspaid_high,log_price_1_sale
"(0.278,0.432]",693,48.7369722784693,12.547334528318,buyer_N_1_gaspaid_high,log_price_1_sale
"(6.96,8.3]",700,48.3546480785213,12.1072752757977,buyer_N_1_gaspaid_high,log_buyern_total_value
"(5.75,6.96]",700,52.3732485321702,11.150750693361,buyer_N_1_gaspaid_high,log_buyern_total_value
"(8.3,9.13]",700,45.5308441540554,11.9580849176725,buyer_N_1_gaspaid_high,log_buyern_total_value
"(9.13,10.3]",700,45.095438402125,12.2482765522627,buyer_N_1_gaspaid_high,log_buyern_total_value
"[4.53,5.75]",701,50.8570278188453,11.2377808655947,buyer_N_1_gaspaid_high,log_buyern_total_value
"(0.15,0.761]",700,49.0482387098267,12.0873297725814,buyer_N_1_gaspaid_high,log_buyern_rolling_avg_value_last10
"(1.71,3.3]",700,48.9689655415035,11.2762122121986,buyer_N_1_gaspaid_high,log_buyern_rolling_avg_value_last10
"[0,0.000386]",701,45.4723191577907,12.9312175859771,buyer_N_1_gaspaid_high,log_buyern_rolling_avg_value_last10
"(0.000386,0.15]",700,51.8997422084617,10.9371334835311,buyer_N_1_gaspaid_high,log_buyern_rolling_avg_value_last10
"(0.761,1.71]",700,46.8296338090789,12.1262471065214,buyer_N_1_gaspaid_high,log_buyern_rolling_avg_value_last10
"(5.54,6.92]",704,54.1774392649416,9.90600750781922,buyer_N_1_gaspaid_high,log_sellern_total_value
"[4.13,5.54]",701,56.6992145494106,8.90623663752469,buyer_N_1_gaspaid_high,log_sellern_total_value
"(6.92,8.17]",697,49.7732956852744,10.0552618827095,buyer_N_1_gaspaid_high,log_sellern_total_value
"(8.39,9.63]",629,45.9518853546135,9.76331028382325,buyer_N_1_gaspaid_high,log_sellern_total_value
"(8.17,8.39]",770,36.5141718123077,9.60183065499602,buyer_N_1_gaspaid_high,log_sellern_total_value
"[0,0.0494]",701,54.3000602315176,9.37661951454054,buyer_N_1_gaspaid_high,log_sellern_rolling_avg_value_last10
"(1.34,2.63]",695,49.3681328080938,10.5170082051441,buyer_N_1_gaspaid_high,log_sellern_rolling_avg_value_last10
"(0.0494,0.41]",700,53.5578212714691,10.1680893898585,buyer_N_1_gaspaid_high,log_sellern_rolling_avg_value_last10
"(0.41,0.982]",1155,40.974884569845,11.8833088527615,buyer_N_1_gaspaid_high,log_sellern_rolling_avg_value_last10
"(0.982,1.34]",250,49.6281633028097,10.9801664368476,buyer_N_1_gaspaid_high,log_sellern_rolling_avg_value_last10
"(9.22,10.2]",692,36.3514472815009,5.92652382818887,buyer_N_1_gaspaid_high,log_buyern_1_total_value
"(7.25,8.27]",700,51.6210085954692,8.7141400984641,buyer_N_1_gaspaid_high,log_buyern_1_total_value
"(5.95,7.25]",700,58.3332617204609,5.91136546926555,buyer_N_1_gaspaid_high,log_buyern_1_total_value
"[4.55,5.95]",701,59.407609695391,5.27977133063402,buyer_N_1_gaspaid_high,log_buyern_1_total_value
"(8.27,9.22]",708,36.4841479963304,6.26446460969501,buyer_N_1_gaspaid_high,log_buyern_1_total_value
