treatment,display_label,subgroup,metric,n_kept,kept_pct,treated_prop,treated_kept,control_kept,ATE,CI_lower,CI_upper,StdErr,ATE_pct,CI_lower_pct,CI_upper_pct,p_value,q_value_bh,GATES_lift,GATES_bot_mean,GATES_top_mean
seller_N_total_value_high,Seller N High — Total Value,Seller N High,Total Value,4206,100,0.5,2103,2103,-0.152065314460696,-0.21205497554284,-0.0920756533785527,0.0306069699398693,-14.1067821783005,-19.1079774484439,-8.79638516809471,6.75343844839071e-07,1.21561892071033e-06,11.8051389049837,-19.6650975035593,-7.85995859857559
seller_N_gaspaid_high,Seller N High — Gas Paid,Seller N High,Gas Paid,4206,100,0.5,2103,2103,0.211268009816786,0.145718371950102,0.27681764768347,0.0334436927891245,23.5243368050805,15.6870335031835,31.8925839922681,2.66472907928273e-10,5.99564042838614e-10,28.923595098614,12.8466966652721,41.7702917638861
seller_N_gaslimit_cost_high,Seller N High — Gas Limit Cost,Seller N High,Gas Limit Cost,4206,100,0.5,2103,2103,0.0719883232347131,0.012021315034953,0.131955331434473,0.0305954123468164,7.46427956388593,1.20938614521993,14.1057348733902,0.0186270247596741,0.0239490318338667,9.36164417257974,3.08915352434201,12.4507976969218
seller_N_1_total_value_high,Seller N-1 High — Total Value,Seller N-1 High,Total Value,4206,100,0.5,2103,2103,-0.224065683992034,-0.284575057245844,-0.163556310738225,0.0308721292111274,-20.0737366115314,-24.7666114764611,-15.0881316844565,3.93253575341233e-13,1.76964108903555e-12,18.6008957271768,-30.511190629199,-11.9102949020222
seller_N_1_gaspaid_high,Seller N-1 High — Gas Paid,Seller N-1 High,Gas Paid,4206,100,0.500475511174513,2105,2101,0.277312709327008,0.211113057713421,0.343512360940596,0.0337753324559119,31.9578951168523,23.5051979321184,40.9890949953439,2.20250720836753e-16,1.98225648753077e-15,41.3114758938866,17.3695534311147,58.6810293250013
seller_N_1_gaslimit_cost_high,Seller N-1 High — Gas Limit Cost,Seller N-1 High,Gas Limit Cost,4206,100,0.5,2103,2103,0.0304686659956874,-0.028099468876224,0.0890368008675989,0.029881701465261,3.09375861399079,-2.77083507665785,9.31208833830293,0.307897831276633,0.307897831276633,9.88781366494717,-1.54593496524946,8.34187869969771
buyer_N_total_value_high,Buyer N High — Total Value,Buyer N High,Total Value,4206,100,0.5,2103,2103,0.0643330378681108,0.00646893344344597,0.122197142292776,0.0295225022574821,6.6447507030166,0.648990218413825,12.9976846049653,0.029322848585875,0.0329882046591093,17.4642154856254,-1.97775694771723,15.4864585379082
buyer_N_gaspaid_high,Buyer N High — Gas Paid,Buyer N High,Gas Paid,4206,100,0.5,2103,2103,-0.0946499728359122,-0.15352985302963,-0.0357700926421946,0.0300407552008764,-9.03087045881799,-14.232484038531,-3.51379031196302,0.00162869202220022,0.00244303803330033,7.17390672870386,-12.8846628140642,-5.71075608536031
buyer_N_gaslimit_cost_high,Buyer N High — Gas Limit Cost,Buyer N High,Gas Limit Cost,4206,100,0.5,2103,2103,0.185475252106316,0.131011136624821,0.239939367587812,0.0277878140211711,20.3790408129458,13.9980476776171,27.1172073755621,2.47742679234612e-11,7.43228037703835e-11,20.3330827166199,13.4559438043413,33.7890265209611
