treatment,alpha_used,n_total,n_kept,kept_pct,prop_quant_all,prop_quant_kept
seller_N_total_value_high,0.1,7852,5706,72.6693835965359,"min=0.051, p5=0.084, p25=0.138, p50=0.454, p75=0.861, p95=0.971, max=0.996","min=0.100, p5=0.108, p25=0.160, p50=0.389, p75=0.800, p95=0.886, max=0.900"
seller_N_1_total_value_high,0.1,7852,6879,87.6082526744778,"min=0.102, p5=0.166, p25=0.251, p50=0.436, p75=0.732, p95=0.975, max=0.996","min=0.102, p5=0.162, p25=0.236, p50=0.379, p75=0.617, p95=0.837, max=0.900"
buyer_N_total_value_high,0.1,7852,7285,92.77890983189,"min=0.122, p5=0.176, p25=0.244, p50=0.456, p75=0.756, p95=0.926, max=0.988","min=0.122, p5=0.175, p25=0.236, p50=0.411, p75=0.699, p95=0.864, max=0.900"
buyer_N_1_total_value_high,0.1,7852,5710,72.7203260315843,"min=0.037, p5=0.060, p25=0.151, p50=0.538, p75=0.847, p95=0.932, max=0.969","min=0.100, p5=0.120, p25=0.189, p50=0.550, p75=0.801, p95=0.886, max=0.900"
