bin,n,mean_cate_pct,sd_cate_pct,treatment,covariate
"[0,0.014]",1465,0.859196030934223,3.55252894703269,seller_N_total_value_high,log_buyern_1_rolling_avg_value_last10
"(0.014,0.111]",1464,1.52719098579603,3.41544314221524,seller_N_total_value_high,log_buyern_1_rolling_avg_value_last10
"(0.111,0.418]",1467,0.457523577179119,3.27977499356272,seller_N_total_value_high,log_buyern_1_rolling_avg_value_last10
"(8.56,10.1]",1464,0.486388230690636,3.13066923551348,seller_N_total_value_high,log_sellern_1_total_value
"(6.76,7.75]",1465,0.734628486077991,3.39633425907851,seller_N_total_value_high,log_sellern_1_total_value
"(5.77,6.76]",1464,1.24989478343041,3.5893446917747,seller_N_total_value_high,log_sellern_1_total_value
"(7.75,8.56]",1465,0.32601269317305,3.34975710655725,seller_N_total_value_high,log_sellern_1_total_value
"[4.39,5.77]",1465,1.10289338585148,3.35143045527336,seller_N_total_value_high,log_sellern_1_total_value
"(0.454,1.05]",1462,-0.024373458230295,3.09826897033476,seller_N_total_value_high,log_sellern_1_rolling_avg_value_last10
"(0.00901,0.0954]",1464,1.00037355674463,3.45734140286048,seller_N_total_value_high,log_sellern_1_rolling_avg_value_last10
"(0.0954,0.454]",1467,0.0599228191315581,3.22265181226667,seller_N_total_value_high,log_sellern_1_rolling_avg_value_last10
"[0,0.00901]",1465,2.17826471117689,3.4168818051465,seller_N_total_value_high,log_sellern_1_rolling_avg_value_last10
"(1.05,2.32]",1465,0.684995905711144,3.2399845535111,seller_N_total_value_high,log_sellern_1_rolling_avg_value_last10
"(0.345,1.05]",1466,1.21511994759103,3.45616597804944,seller_N_total_value_high,log_buyern_avg_total_gaspaid
"[0.0425,0.345]",1465,0.818483923664195,3.68891463673626,seller_N_total_value_high,log_buyern_avg_total_gaspaid
"(1.05,1.84]",1469,0.969536758104368,3.32972459836901,seller_N_total_value_high,log_buyern_avg_total_gaspaid
"(2.93,4.8]",1459,0.279701163330056,3.11301153121701,seller_N_total_value_high,log_buyern_avg_total_gaspaid
"(1.84,2.93]",1464,0.613878541159859,3.23262203969019,seller_N_total_value_high,log_buyern_avg_total_gaspaid
"(3.42,4.74]",1465,-1.59062685467334,2.864948164206,seller_N_total_value_high,log_buyern_1_avg_total_gaspaid
"(1.74,2.49]",1465,0.967413240575106,3.13626378943352,seller_N_total_value_high,log_buyern_1_avg_total_gaspaid
"[0.221,0.959]",1465,2.88800982273758,3.04450484063152,seller_N_total_value_high,log_buyern_1_avg_total_gaspaid
"(0.959,1.74]",1464,1.87869071360643,3.02220304014169,seller_N_total_value_high,log_buyern_1_avg_total_gaspaid
"(2.49,3.42]",1464,-0.243738510811509,2.91224190592491,seller_N_total_value_high,log_buyern_1_avg_total_gaspaid
"(1.37,2.15]",1465,1.009817340546,2.95559139169212,seller_N_total_value_high,log_sellern_avg_total_gaspaid
"(3.22,5.06]",1462,-1.87993291069199,2.73009668452264,seller_N_total_value_high,log_sellern_avg_total_gaspaid
"(0.672,1.37]",1464,2.28808692142803,2.99726988918436,seller_N_total_value_high,log_sellern_avg_total_gaspaid
"(2.15,3.22]",1467,-0.322062846766599,2.90563378275084,seller_N_total_value_high,log_sellern_avg_total_gaspaid
"[0.13,0.672]",1465,2.80087571693937,2.99579020337568,seller_N_total_value_high,log_sellern_avg_total_gaspaid
"(3.86,5.06]",1464,0.220353383673444,3.05033066523726,seller_N_total_value_high,log_sellern_1_avg_total_gaspaid
"(2.85,3.86]",1465,1.02619615390645,3.40336426183322,seller_N_total_value_high,log_sellern_1_avg_total_gaspaid
"(1.86,2.85]",1465,0.650969843047279,3.39352139402354,seller_N_total_value_high,log_sellern_1_avg_total_gaspaid
"(0.931,1.86]",1464,0.785903984191963,3.53731805456569,seller_N_total_value_high,log_sellern_1_avg_total_gaspaid
"[0.159,0.931]",1465,1.21589590338309,3.43436794936062,seller_N_total_value_high,log_sellern_1_avg_total_gaspaid
"(0.0041,0.00751]",1438,0.577867586990592,3.5592734388285,seller_N_total_value_high,log_buyern_avg_gasLimit_cost
"(0.0177,0.0295]",1465,0.508882770486573,3.15305875343031,seller_N_total_value_high,log_buyern_avg_gasLimit_cost
"(0.00751,0.0113]",1465,0.961371986077543,3.34241059406242,seller_N_total_value_high,log_buyern_avg_gasLimit_cost
"(0.0113,0.0177]",1464,0.373060477534849,3.40137344722266,seller_N_total_value_high,log_buyern_avg_gasLimit_cost
"[0.00156,0.0041]",1491,1.46240048489502,3.34393728348728,seller_N_total_value_high,log_buyern_avg_gasLimit_cost
"(0.0119,0.0171]",1465,0.595165915882444,3.1538365415911,seller_N_total_value_high,log_buyern_1_avg_gasLimit_cost
"(0.0171,0.0269]",1464,-1.10354805371223,3.19407075698002,seller_N_total_value_high,log_buyern_1_avg_gasLimit_cost
"[0.00198,0.00466]",1465,2.12933967661881,3.02984448553234,seller_N_total_value_high,log_buyern_1_avg_gasLimit_cost
"(0.00466,0.00819]",1464,1.22214085255158,3.37591064226717,seller_N_total_value_high,log_buyern_1_avg_gasLimit_cost
"(0.00819,0.0119]",1465,1.05561496248004,3.3000796462538,seller_N_total_value_high,log_buyern_1_avg_gasLimit_cost
"(0.00718,0.0108]",1465,0.884930730615031,3.29103914258223,seller_N_total_value_high,log_sellern_avg_gasLimit_cost
"(0.0166,0.0244]",1421,-1.4865794309712,3.07015950627209,seller_N_total_value_high,log_sellern_avg_gasLimit_cost
"[0.00181,0.00404]",1465,2.46674946741768,2.94406385936458,seller_N_total_value_high,log_sellern_avg_gasLimit_cost
"(0.0108,0.0166]",1507,0.193398160480638,3.11087399789394,seller_N_total_value_high,log_sellern_avg_gasLimit_cost
"(0.00404,0.00718]",1465,1.78994083549231,3.07587565668323,seller_N_total_value_high,log_sellern_avg_gasLimit_cost
"(0.0135,0.0205]",1466,0.570421632525456,3.32224975341335,seller_N_total_value_high,log_sellern_1_avg_gasLimit_cost
"(0.0205,0.0293]",1463,0.225297360113061,3.0614698038836,seller_N_total_value_high,log_sellern_1_avg_gasLimit_cost
"(0.00938,0.0135]",1465,0.684443564466334,3.38849749454261,seller_N_total_value_high,log_sellern_1_avg_gasLimit_cost
"[0.00227,0.00492]",1465,1.60212697851138,3.42239523834466,seller_N_total_value_high,log_sellern_1_avg_gasLimit_cost
"(0.00492,0.00938]",1464,0.816818629752957,3.55634989505604,seller_N_total_value_high,log_sellern_1_avg_gasLimit_cost
"(0.706,4.38]",1465,0.163283018388995,3.35283794681795,seller_N_total_value_high,`log_price_change_n-1`
"(-0.00827,0]",1743,1.35679364392831,3.32789342365451,seller_N_total_value_high,`log_price_change_n-1`
"[-4.28,-0.00827]",1465,1.23884212723456,3.32397990926238,seller_N_total_value_high,`log_price_change_n-1`
"(0.0952,0.706]",1464,0.522028507875736,3.44817205467046,seller_N_total_value_high,`log_price_change_n-1`
"(0,0.0952]",1186,0.445398039892726,3.29388914228941,seller_N_total_value_high,`log_price_change_n-1`
"(1.63,4.03]",1464,-26.7184442082981,9.94917131028768,seller_N_1_total_value_high,log_price_1_sale
"(0.412,0.798]",1463,-28.2305331798974,10.1729932653308,seller_N_1_total_value_high,log_price_1_sale
"(0.798,1.63]",1461,-27.2605193556484,10.0274998684871,seller_N_1_total_value_high,log_price_1_sale
"[0.14,0.262]",1503,-28.246067757095,10.1444108163706,seller_N_1_total_value_high,log_price_1_sale
"(0.262,0.412]",1429,-28.7880674698094,10.3718475590774,seller_N_1_total_value_high,log_price_1_sale
"(6.4,7.59]",1464,-27.840834815542,10.2465443920944,seller_N_1_total_value_high,log_buyern_total_value
"(5.4,6.4]",1464,-27.5460472171533,9.95663290971443,seller_N_1_total_value_high,log_buyern_total_value
"[4.09,5.4]",1464,-25.6549641510765,9.30652749527332,seller_N_1_total_value_high,log_buyern_total_value
"(7.59,8.66]",1464,-28.5923406567045,10.4391937331146,seller_N_1_total_value_high,log_buyern_total_value
"(8.66,10.2]",1464,-29.5985176643133,10.3902914245966,seller_N_1_total_value_high,log_buyern_total_value
"(0.131,0.617]",1436,-27.4945026995222,10.229572678226,seller_N_1_total_value_high,log_buyern_rolling_avg_value_last10
"(1.55,3.24]",1464,-28.3406949545514,10.4090698938226,seller_N_1_total_value_high,log_buyern_rolling_avg_value_last10
"[0,0.00639]",1464,-28.1860341994538,10.1909524236976,seller_N_1_total_value_high,log_buyern_rolling_avg_value_last10
"(0.617,1.55]",1464,-27.3266650874088,10.4165119974118,seller_N_1_total_value_high,log_buyern_rolling_avg_value_last10
"(0.00639,0.131]",1492,-27.8774828076862,9.50609097676483,seller_N_1_total_value_high,log_buyern_rolling_avg_value_last10
"(5.79,6.89]",1467,-30.3356437608208,9.45477997916021,seller_N_1_total_value_high,log_sellern_total_value
"(7.84,8.68]",1451,-24.8862268963818,10.1054133528058,seller_N_1_total_value_high,log_sellern_total_value
"[4.39,5.79]",1464,-31.9619048299768,9.30505151571304,seller_N_1_total_value_high,log_sellern_total_value
"(6.89,7.84]",1475,-27.5332101561821,9.87870245147632,seller_N_1_total_value_high,log_sellern_total_value
"(8.68,10.1]",1463,-24.4843890087376,9.86480007895442,seller_N_1_total_value_high,log_sellern_total_value
"(0.0241,0.179]",1462,-27.8609290445301,9.54791796389754,seller_N_1_total_value_high,log_sellern_rolling_avg_value_last10
"(1.37,2.56]",1463,-27.6548165612541,10.5890235461732,seller_N_1_total_value_high,log_sellern_rolling_avg_value_last10
"[0,0.0241]",1466,-28.3769530467131,9.54712398474206,seller_N_1_total_value_high,log_sellern_rolling_avg_value_last10
"(0.693,1.37]",1464,-26.3777765756365,10.8213948390537,seller_N_1_total_value_high,log_sellern_rolling_avg_value_last10
"(0.179,0.693]",1465,-28.9606323751406,10.0470997412675,seller_N_1_total_value_high,log_sellern_rolling_avg_value_last10
"(9.02,10.3]",1379,-24.87328795582,9.84068198570321,seller_N_1_total_value_high,log_buyern_1_total_value
"(7.99,9.02]",1549,-24.5240197414198,10.2228140657526,seller_N_1_total_value_high,log_buyern_1_total_value
"(7.04,7.99]",1463,-27.7161996505252,9.85368928894452,seller_N_1_total_value_high,log_buyern_1_total_value
"(6,7.04]",1465,-30.4095552925008,9.51980230520995,seller_N_1_total_value_high,log_buyern_1_total_value
"[4.6,6]",1464,-31.7280806914241,9.21939256324204,seller_N_1_total_value_high,log_buyern_1_total_value
"(0.432,1.2]",1464,-26.8924941299444,10.5096574072321,seller_N_1_total_value_high,log_buyern_1_rolling_avg_value_last10
"(1.2,2.5]",1461,-25.5200413136654,10.3239381870672,seller_N_1_total_value_high,log_buyern_1_rolling_avg_value_last10
"[0,0.0139]",1464,-28.030826391442,9.40703236277554,seller_N_1_total_value_high,log_buyern_1_rolling_avg_value_last10
"(0.0139,0.113]",1465,-29.2059560827003,9.81268764691426,seller_N_1_total_value_high,log_buyern_1_rolling_avg_value_last10
"(0.113,0.432]",1466,-29.5753288753622,10.1585419555083,seller_N_1_total_value_high,log_buyern_1_rolling_avg_value_last10
"(0.43,1.1]",1464,-24.5771593507306,9.16409118588642,seller_N_1_total_value_high,log_sellern_1_rolling_avg_value_last10
"(0.00888,0.0953]",1464,-31.6334552919975,9.69017671974807,seller_N_1_total_value_high,log_sellern_1_rolling_avg_value_last10
"(0.0953,0.43]",1464,-28.8213880054595,9.25867000864186,seller_N_1_total_value_high,log_sellern_1_rolling_avg_value_last10
"[0,0.00888]",1464,-31.6533890804781,9.89743943961666,seller_N_1_total_value_high,log_sellern_1_rolling_avg_value_last10
"(1.1,2.32]",1464,-22.547312776124,9.27547000283051,seller_N_1_total_value_high,log_sellern_1_rolling_avg_value_last10
"(0.35,1.06]",1464,-28.0108944170874,9.99260380934529,seller_N_1_total_value_high,log_buyern_avg_total_gaspaid
"[0.0425,0.35]",1464,-27.5363994654283,10.1647237185913,seller_N_1_total_value_high,log_buyern_avg_total_gaspaid
"(1.06,1.86]",1464,-27.976663290839,10.0907141235366,seller_N_1_total_value_high,log_buyern_avg_total_gaspaid
"(2.95,4.8]",1464,-28.0042801244975,10.3356905138142,seller_N_1_total_value_high,log_buyern_avg_total_gaspaid
"(1.86,2.95]",1464,-27.7044672069374,10.20731664827,seller_N_1_total_value_high,log_buyern_avg_total_gaspaid
"(3.46,4.74]",1462,-26.1882131886114,9.99876787409831,seller_N_1_total_value_high,log_buyern_1_avg_total_gaspaid
"(1.74,2.5]",1463,-28.931375301585,10.4153534200901,seller_N_1_total_value_high,log_buyern_1_avg_total_gaspaid
"[0.221,0.962]",1464,-28.2874306501377,9.37860803324841,seller_N_1_total_value_high,log_buyern_1_avg_total_gaspaid
"(0.962,1.74]",1465,-27.6909904449226,10.4374351806712,seller_N_1_total_value_high,log_buyern_1_avg_total_gaspaid
"(2.5,3.46]",1466,-28.1328855207572,10.3251524270709,seller_N_1_total_value_high,log_buyern_1_avg_total_gaspaid
"(1.38,2.17]",1456,-27.4678832282602,10.444060794457,seller_N_1_total_value_high,log_sellern_avg_total_gaspaid
"(3.24,5.06]",1453,-24.3747048054821,9.4126083346699,seller_N_1_total_value_high,log_sellern_avg_total_gaspaid
"(0.672,1.38]",1472,-29.0559992855827,10.1871980677487,seller_N_1_total_value_high,log_sellern_avg_total_gaspaid
"(2.17,3.24]",1475,-27.1267736128937,9.90487576658192,seller_N_1_total_value_high,log_sellern_avg_total_gaspaid
"[0.13,0.672]",1464,-31.1779872301255,9.55926364521466,seller_N_1_total_value_high,log_sellern_avg_total_gaspaid
"(3.81,5.06]",1461,-29.7682806389529,9.70147360009539,seller_N_1_total_value_high,log_sellern_1_avg_total_gaspaid
"(2.79,3.81]",1466,-32.1546169256812,9.66528323157584,seller_N_1_total_value_high,log_sellern_1_avg_total_gaspaid
"(1.82,2.79]",1465,-31.4028047996861,9.18297474663979,seller_N_1_total_value_high,log_sellern_1_avg_total_gaspaid
"(0.917,1.82]",1443,-26.4703946376404,8.64136757733081,seller_N_1_total_value_high,log_sellern_1_avg_total_gaspaid
"[0.159,0.917]",1485,-19.5317605890894,7.92750030122919,seller_N_1_total_value_high,log_sellern_1_avg_total_gaspaid
"(0.0041,0.00753]",1447,-27.6004709250583,10.5155938496929,seller_N_1_total_value_high,log_buyern_avg_gasLimit_cost
"(0.0178,0.0295]",1463,-29.2036919377841,9.96313051340509,seller_N_1_total_value_high,log_buyern_avg_gasLimit_cost
"(0.00753,0.0113]",1464,-27.2942001874167,9.85991851166377,seller_N_1_total_value_high,log_buyern_avg_gasLimit_cost
"(0.0113,0.0178]",1465,-28.5444827452603,9.78045691809732,seller_N_1_total_value_high,log_buyern_avg_gasLimit_cost
"[0.00156,0.0041]",1481,-26.6019043654896,10.4515755249406,seller_N_1_total_value_high,log_buyern_avg_gasLimit_cost
"(0.012,0.0172]",1463,-30.1932230628908,9.79301094494071,seller_N_1_total_value_high,log_buyern_1_avg_gasLimit_cost
"(0.0172,0.0269]",1464,-28.7783946674966,9.78620731332403,seller_N_1_total_value_high,log_buyern_1_avg_gasLimit_cost
"[0.00198,0.0047]",1465,-22.520265882904,9.29099345601393,seller_N_1_total_value_high,log_buyern_1_avg_gasLimit_cost
"(0.0047,0.00828]",1463,-27.3634905749694,10.160254946907,seller_N_1_total_value_high,log_buyern_1_avg_gasLimit_cost
"(0.00828,0.012]",1465,-30.3805106014697,9.6714702352048,seller_N_1_total_value_high,log_buyern_1_avg_gasLimit_cost
"(0.00726,0.0108]",1462,-29.6796893565726,9.83355647155458,seller_N_1_total_value_high,log_sellern_avg_gasLimit_cost
"(0.0166,0.0244]",1452,-26.4076663146234,9.68692828133631,seller_N_1_total_value_high,log_sellern_avg_gasLimit_cost
"[0.00181,0.00407]",1467,-25.7936147180211,10.6481954766211,seller_N_1_total_value_high,log_sellern_avg_gasLimit_cost
"(0.0108,0.0166]",1476,-28.9263879193119,9.51379783744543,seller_N_1_total_value_high,log_sellern_avg_gasLimit_cost
"(0.00407,0.00726]",1463,-28.4117981590077,10.518233193027,seller_N_1_total_value_high,log_sellern_avg_gasLimit_cost
"(0.0133,0.0198]",1466,-30.6179621987161,9.32211451263318,seller_N_1_total_value_high,log_sellern_1_avg_gasLimit_cost
"(0.0198,0.0293]",1462,-29.6637353670129,9.64956590792487,seller_N_1_total_value_high,log_sellern_1_avg_gasLimit_cost
"(0.00918,0.0133]",1464,-29.5082232484652,9.56463365423208,seller_N_1_total_value_high,log_sellern_1_avg_gasLimit_cost
"[0.00227,0.00481]",1464,-23.4925916495619,10.9247367164933,seller_N_1_total_value_high,log_sellern_1_avg_gasLimit_cost
"(0.00481,0.00918]",1464,-25.9488884524657,9.43530238261307,seller_N_1_total_value_high,log_sellern_1_avg_gasLimit_cost
"(0.714,4.38]",1464,-27.8209854909509,8.62036813502883,seller_N_1_total_value_high,`log_price_change_n-1`
"(-0.0105,0]",1744,-31.2861454921391,10.3384675356894,seller_N_1_total_value_high,`log_price_change_n-1`
"[-4.28,-0.0105]",1464,-22.7782214304733,9.74208984726538,seller_N_1_total_value_high,`log_price_change_n-1`
"(0.0973,0.714]",1464,-28.8451941504362,9.57070947745299,seller_N_1_total_value_high,`log_price_change_n-1`
"(0,0.0973]",1184,-27.8437825063495,10.3864853188765,seller_N_1_total_value_high,`log_price_change_n-1`
"(1.65,4.03]",1521,10.8662896707866,5.45978432268689,buyer_N_total_value_high,log_price_1_sale
"(0.412,0.788]",1547,11.5075498772148,5.74576539030999,buyer_N_total_value_high,log_price_1_sale
"(0.788,1.65]",1554,11.7407827336229,5.69115870632427,buyer_N_total_value_high,log_price_1_sale
"[0.14,0.262]",1590,10.4242650242708,5.39543088329812,buyer_N_total_value_high,log_price_1_sale
"(0.262,0.412]",1492,11.108288416664,5.80540765569894,buyer_N_total_value_high,log_price_1_sale
"(0.131,0.616]",1525,12.3669591127009,5.02435442169397,buyer_N_total_value_high,log_buyern_rolling_avg_value_last10
"(1.53,3.24]",1537,6.83046232204526,3.48973431953981,buyer_N_total_value_high,log_buyern_rolling_avg_value_last10
"[0,0.00535]",1541,13.4808690283418,5.40585136200209,buyer_N_total_value_high,log_buyern_rolling_avg_value_last10
"(0.616,1.53]",1545,8.3147353165872,4.0138392881956,buyer_N_total_value_high,log_buyern_rolling_avg_value_last10
"(0.00535,0.131]",1556,14.6174883360968,5.51912178429143,buyer_N_total_value_high,log_buyern_rolling_avg_value_last10
"(5.86,7.01]",1541,12.5224597962457,6.0969511359479,buyer_N_total_value_high,log_sellern_total_value
"(8.01,8.64]",1539,9.31255520426812,4.79588620589676,buyer_N_total_value_high,log_sellern_total_value
"[4.39,5.86]",1541,12.4241820624928,5.58170796704147,buyer_N_total_value_high,log_sellern_total_value
"(7.01,8.01]",1549,11.5640767589848,5.75331768905067,buyer_N_total_value_high,log_sellern_total_value
"(8.64,10.1]",1534,9.80155010447772,5.06736429409071,buyer_N_total_value_high,log_sellern_total_value
"(0.0275,0.204]",1534,13.5319760645426,5.60234444196763,buyer_N_total_value_high,log_sellern_rolling_avg_value_last10
"(1.34,2.56]",1540,8.54838773213878,4.94923405084766,buyer_N_total_value_high,log_sellern_rolling_avg_value_last10
"[0,0.0275]",1548,13.2675170499663,5.3729267520433,buyer_N_total_value_high,log_sellern_rolling_avg_value_last10
"(0.788,1.34]",1538,8.75041255546377,4.37498164298864,buyer_N_total_value_high,log_sellern_rolling_avg_value_last10
"(0.204,0.788]",1544,11.5312895268574,5.68228517343705,buyer_N_total_value_high,log_sellern_rolling_avg_value_last10
"(9.07,10.3]",1541,10.0876549086823,4.66679471557388,buyer_N_total_value_high,log_buyern_1_total_value
"(8.07,9.07]",1541,9.23874525989471,5.07927976141022,buyer_N_total_value_high,log_buyern_1_total_value
"(7.13,8.07]",1540,11.1307567293161,5.76700917386866,buyer_N_total_value_high,log_buyern_1_total_value
"(6.05,7.13]",1541,12.3598973134251,6.04314845689148,buyer_N_total_value_high,log_buyern_1_total_value
"[4.6,6.05]",1541,12.8184169634711,5.71231195552672,buyer_N_total_value_high,log_buyern_1_total_value
"(0.407,1.16]",1541,9.68744411194447,4.87652576237149,buyer_N_total_value_high,log_buyern_1_rolling_avg_value_last10
"(1.16,2.5]",1541,7.65263095891248,4.61401235962326,buyer_N_total_value_high,log_buyern_1_rolling_avg_value_last10
"[0,0.00995]",1544,12.0562003792289,5.17335771856218,buyer_N_total_value_high,log_buyern_1_rolling_avg_value_last10
"(0.104,0.407]",1540,12.5284069329197,5.59459724041202,buyer_N_total_value_high,log_buyern_1_rolling_avg_value_last10
"(0.00995,0.104]",1538,13.7149249526688,5.67668501056135,buyer_N_total_value_high,log_buyern_1_rolling_avg_value_last10
"(8.5,10.1]",1541,10.6361756395692,5.27666820757806,buyer_N_total_value_high,log_sellern_1_total_value
"(6.82,7.92]",1540,12.1502113922862,5.86037390602956,buyer_N_total_value_high,log_sellern_1_total_value
"(5.82,6.82]",1541,13.0241200799335,6.2958062984673,buyer_N_total_value_high,log_sellern_1_total_value
"(7.92,8.5]",1541,9.78704863958071,4.80614715852466,buyer_N_total_value_high,log_sellern_1_total_value
"[4.39,5.82]",1541,10.0385769773866,5.12102712175414,buyer_N_total_value_high,log_sellern_1_total_value
"(0.531,1.02]",1539,9.11752521779703,4.55110912348685,buyer_N_total_value_high,log_sellern_1_rolling_avg_value_last10
"(0.00995,0.108]",1536,13.2362747246456,5.50301819585377,buyer_N_total_value_high,log_sellern_1_rolling_avg_value_last10
"(0.108,0.531]",1542,12.1701286068845,5.54527214819794,buyer_N_total_value_high,log_sellern_1_rolling_avg_value_last10
"[0,0.00995]",1546,12.2917953358052,6.0155235836404,buyer_N_total_value_high,log_sellern_1_rolling_avg_value_last10
"(1.02,2.32]",1541,8.81952442271571,4.98002314909921,buyer_N_total_value_high,log_sellern_1_rolling_avg_value_last10
"(0.372,1.11]",1541,11.4841329481377,5.56136448490973,buyer_N_total_value_high,log_buyern_avg_total_gaspaid
"[0.0425,0.372]",1541,8.55549233921708,4.78001476171092,buyer_N_total_value_high,log_buyern_avg_total_gaspaid
"(1.11,1.92]",1540,11.3606288403616,5.88253755379905,buyer_N_total_value_high,log_buyern_avg_total_gaspaid
"(3.06,4.8]",1541,11.8786013439856,5.30209167703578,buyer_N_total_value_high,log_buyern_avg_total_gaspaid
"(1.92,3.06]",1541,12.3567648738277,5.8007372352843,buyer_N_total_value_high,log_buyern_avg_total_gaspaid
"(3.54,4.74]",1479,12.1610489139671,5.11131545537628,buyer_N_total_value_high,log_buyern_1_avg_total_gaspaid
"(1.78,2.61]",1540,11.7761272020621,5.81764942188785,buyer_N_total_value_high,log_buyern_1_avg_total_gaspaid
"[0.221,0.996]",1541,8.70318423927855,4.57581653964393,buyer_N_total_value_high,log_buyern_1_avg_total_gaspaid
"(0.996,1.78]",1541,9.74885730310168,5.44013319457928,buyer_N_total_value_high,log_buyern_1_avg_total_gaspaid
"(2.61,3.54]",1603,13.2046831390393,5.87021572855364,buyer_N_total_value_high,log_buyern_1_avg_total_gaspaid
"(1.44,2.3]",1464,11.4942749320084,5.76484098287788,buyer_N_total_value_high,log_sellern_avg_total_gaspaid
"(3.49,5.06]",1541,11.003137192153,5.14704552804686,buyer_N_total_value_high,log_sellern_avg_total_gaspaid
"(0.698,1.44]",1617,10.2578972081797,5.68364597827819,buyer_N_total_value_high,log_sellern_avg_total_gaspaid
"[0.13,0.698]",1541,9.59010073183896,4.8356163267285,buyer_N_total_value_high,log_sellern_avg_total_gaspaid
"(2.3,3.49]",1541,13.3512734566272,5.9499268935339,buyer_N_total_value_high,log_sellern_avg_total_gaspaid
"(4.05,5.06]",1541,10.7379035696048,5.32359471205235,buyer_N_total_value_high,log_sellern_1_avg_total_gaspaid
"(2.89,4.05]",1433,13.9995497437068,5.92040459108807,buyer_N_total_value_high,log_sellern_1_avg_total_gaspaid
"(1.92,2.89]",1648,13.387553167674,5.90375813531162,buyer_N_total_value_high,log_sellern_1_avg_total_gaspaid
"(0.957,1.92]",1541,10.0932143306588,4.47737797902114,buyer_N_total_value_high,log_sellern_1_avg_total_gaspaid
"[0.159,0.957]",1541,7.46160625324872,3.59575240787625,buyer_N_total_value_high,log_sellern_1_avg_total_gaspaid
"(0.00402,0.00715]",1549,9.68393827989785,4.83665677794378,buyer_N_total_value_high,log_buyern_avg_gasLimit_cost
"(0.0173,0.0295]",1541,12.8345055002131,5.52556045797686,buyer_N_total_value_high,log_buyern_avg_gasLimit_cost
"(0.0109,0.0173]",1541,13.4231756032964,5.63951760502529,buyer_N_total_value_high,log_buyern_avg_gasLimit_cost
"[0.00156,0.00402]",1541,7.80844131836704,4.18949275071857,buyer_N_total_value_high,log_buyern_avg_gasLimit_cost
"(0.00715,0.0109]",1532,11.8973990051877,5.82191666232217,buyer_N_total_value_high,log_buyern_avg_gasLimit_cost
"(0.0116,0.0168]",1544,14.1325572783227,5.42196180467847,buyer_N_total_value_high,log_buyern_1_avg_gasLimit_cost
