treatment,display_label,subgroup,metric,n_kept,kept_pct,treated_prop,treated_kept,control_kept,ATE,CI_lower,CI_upper,StdErr,ATE_pct,CI_lower_pct,CI_upper_pct,p_value,q_value_bh,GATES_lift,GATES_bot_mean,GATES_top_mean
seller_N_total_value_high,Seller N High — Total Value,Seller N High,Total Value,7323,93.2628629648497,0.46388092311894,3397,3926,0.00677013856622713,-0.0696287533666965,0.0831690304991507,0.0389790264963896,0.679310775994746,-6.72599677663945,8.6725482775321,0.862111688802821,0.862111688802821,11.8303990995943,-5.47878243872927,6.35161666086505
seller_N_gaspaid_high,Seller N High — Gas Paid,Seller N High,Gas Paid,7344,93.5303107488538,0.465958605664488,3422,3922,-0.0534307195829967,-0.134083640302539,0.0272222011365454,0.0411494493467052,-5.20283854024035,-12.5483083315167,2.75961104210847,0.194130935474514,0.232957122569417,19.3927015224172,-14.7202343540288,4.67246716838835
seller_N_gaslimit_cost_high,Seller N High — Gas Limit Cost,Seller N High,Gas Limit Cost,7568,96.3830871115639,0.481236786469345,3642,3926,0.101647565626546,0.0244836248524112,0.178811506400681,0.039369357537824,10.6993260493867,2.47858099509173,19.5795323158832,0.00982593430845597,0.013101245744608,14.3464191756152,3.33343244277814,17.6798516183933
seller_N_1_total_value_high,Seller N-1 High — Total Value,Seller N-1 High,Total Value,7320,93.2246561385634,0.463661202185792,3394,3926,-0.34070476176434,-0.39415187656598,-0.2872576469627,0.0272689361232856,-28.8731129023087,-32.5748354560775,-24.9681613322258,8.02548125843672e-36,4.81528875506203e-35,31.5579632321828,-43.8136450480256,-12.2556818158428
seller_N_1_gaspaid_high,Seller N-1 High — Gas Paid,Seller N-1 High,Gas Paid,7478,95.236882322975,0.475127039315325,3553,3925,0.41004791984209,0.349437126072391,0.47065871361179,0.0309238743722955,50.6889993313264,41.8269017225965,60.1048478369085,3.95348014748686e-40,4.74417617698423e-39,75.4300014119972,19.77198195118,95.2019833631772
seller_N_1_gaslimit_cost_high,Seller N-1 High — Gas Limit Cost,Seller N-1 High,Gas Limit Cost,7460,95.0076413652573,0.47372654155496,3534,3926,0.0213267076279112,-0.0326869501637548,0.0753403654195772,0.0275579886692173,2.15557471790611,-3.2158505208894,7.82510878186822,0.43899893881297,0.478907933250513,12.1530495510477,-3.5997177222455,8.55333182880216
buyer_N_total_value_high,Buyer N High — Total Value,Buyer N High,Total Value,7704,98.1151299032094,0.490394600207684,3778,3926,0.102694798123205,0.0505933154798044,0.154796280766605,0.0265823891037756,10.8153147039276,5.18950168635137,16.7420110948569,0.00011188178606593,0.000191797347541595,19.440839832092,3.07785491998817,22.5186947520801
buyer_N_gaspaid_high,Buyer N High — Gas Paid,Buyer N High,Gas Paid,7845,99.9108507386653,0.49955385595921,3919,3926,-0.131529589064356,-0.181079461369163,-0.0819797167595487,0.0252805470942894,-12.3246667556789,-16.5630944046002,-7.87093547334806,1.96309829333616e-07,3.92619658667233e-07,12.4846448128211,-18.9925157325417,-6.50787091972061
buyer_N_gaslimit_cost_high,Buyer N High — Gas Limit Cost,Buyer N High,Gas Limit Cost,7852,100,0.5,3926,3926,0.216575827252394,0.169865165305282,0.263286489199505,0.0238319703811793,24.1817245373528,18.5145041876761,30.1199445145597,1.01233122311758e-19,2.42959493548219e-19,32.0760714143785,12.5078542999668,44.5839257143453
buyer_N_1_total_value_high,Buyer N-1 High — Total Value,Buyer N-1 High,Total Value,7803,99.3759551706572,0.497885428681277,3885,3918,-0.388852876017242,-0.460303979724776,-0.317401772309708,0.0364546447487418,-32.2166011685676,-36.8908222758382,-27.1961809227953,1.45618696057182e-26,5.82474784228726e-26,30.5617159586899,-45.9776429526381,-15.4159269939482
buyer_N_1_gaspaid_high,Buyer N-1 High — Gas Paid,Buyer N-1 High,Gas Paid,7628,97.1472236372899,0.485317252228631,3702,3926,0.350112195589048,0.275231671872453,0.424992719305643,0.0382043488349975,41.9226770644609,31.6835713327261,52.9579283223582,4.99170174241314e-20,1.49751052272394e-19,50.7304862546373,15.3262770280902,66.0567632827275
buyer_N_1_gaslimit_cost_high,Buyer N-1 High — Gas Limit Cost,Buyer N-1 High,Gas Limit Cost,7771,98.96841569027,0.503152747394158,3910,3861,0.136453245310946,0.0623537871673781,0.210552703454514,0.0378058459916163,14.6201286238218,6.43388275456398,23.4360106549631,0.00030700543026841,0.000460508145402615,22.6928621760866,3.13584598214636,25.8287081582329
