model,treatment,display_label,subgroup,metric,ATE_pct,CI95_lo_pct,CI95_hi_pct,GATES_lift,GATES_bot_mean,GATES_top_mean,cutoff_raw,split_rule,p_value,q_value_bh,kept_pct,total_covariates,count_gt_0_10,count_gt_0_25,median_abs_smd,p90_abs_smd,max_abs_smd,flags
GRF,seller_N_total_value_high,Seller N High — Total Value,Seller N High,Total Value,0.679310775994746,-6.72599677663945,8.6725482775321,11.8303990995943,-5.47878243872927,6.35161666086505,1906.9973705057,median,0.862111688802821,0.862111688802821,93.2628629648497,253,28,8,0.0256420399877509,0.101409026000112,1.48837226428226,tiny
GRF,seller_N_gaspaid_high,Seller N High — Gas Paid,Seller N High,Gas Paid,-5.20283854024035,-12.5483083315167,2.75961104210847,19.3927015224172,-14.7202343540288,4.67246716838835,5.61599541689834,median,0.194130935474514,0.232957122569417,93.5303107488538,253,19,7,0.0252172637463416,0.0825825690807744,1.21518987990691,""
GRF,seller_N_gaslimit_cost_high,Seller N High — Gas Limit Cost,Seller N High,Gas Limit Cost,10.6993260493867,2.47858099509173,19.5795323158832,14.3464191756152,3.33343244277814,17.6798516183933,0.00956156336104991,median,0.00982593430845597,0.013101245744608,96.3830871115639,253,46,7,0.0341554140955712,0.146898845150078,1.31746020641184,***
GRF,seller_N_1_total_value_high,Seller N-1 High — Total Value,Seller N-1 High,Total Value,-28.8731129023087,-32.5748354560775,-24.9681613322258,31.5579632321828,-43.8136450480256,-12.2556818158428,1642.14456853104,median,8.02548125843672e-36,4.81528875506203e-35,93.2246561385634,253,18,4,0.0252884984989382,0.0889141584473842,1.33790560890562,***
GRF,seller_N_1_gaspaid_high,Seller N-1 High — Gas Paid,Seller N-1 High,Gas Paid,50.6889993313264,41.8269017225965,60.1048478369085,75.4300014119972,19.77198195118,95.2019833631772,10.8480716092354,median,3.95348014748686e-40,4.74417617698423e-39,95.236882322975,253,31,4,0.025616879858012,0.112018205366906,1.25401518713378,***
GRF,seller_N_1_gaslimit_cost_high,Seller N-1 High — Gas Limit Cost,Seller N-1 High,Gas Limit Cost,2.15557471790611,-3.2158505208894,7.82510878186822,12.1530495510477,-3.5997177222455,8.55333182880216,0.0118090180096206,median,0.43899893881297,0.478907933250513,95.0076413652573,253,20,4,0.0262853155870467,0.0815046478473329,1.53274379379848,""
GRF,buyer_N_total_value_high,Buyer N High — Total Value,Buyer N High,Total Value,10.8153147039276,5.18950168635137,16.7420110948569,19.440839832092,3.07785491998817,22.5186947520801,1229.58184288379,median,0.00011188178606593,0.000191797347541595,98.1151299032094,253,31,3,0.0268430886517885,0.110206766203359,1.54611420656805,***
GRF,buyer_N_gaspaid_high,Buyer N High — Gas Paid,Buyer N High,Gas Paid,-12.3246667556789,-16.5630944046002,-7.87093547334806,12.4846448128211,-18.9925157325417,-6.50787091972061,3.46729081424735,median,1.96309829333616e-07,3.92619658667233e-07,99.9108507386653,253,21,5,0.0263297018847583,0.0905198909866704,1.40603881426345,***
GRF,buyer_N_gaslimit_cost_high,Buyer N High — Gas Limit Cost,Buyer N High,Gas Limit Cost,24.1817245373528,18.5145041876761,30.1199445145597,32.0760714143785,12.5078542999668,44.5839257143453,0.00888618319718131,median,1.01233122311758e-19,2.42959493548219e-19,100,253,58,12,0.0367391108169671,0.158175700217132,0.709324286594706,***
GRF,buyer_N_1_total_value_high,Buyer N-1 High — Total Value,Buyer N-1 High,Total Value,-32.2166011685676,-36.8908222758382,-27.1961809227953,30.5617159586899,-45.9776429526381,-15.4159269939482,2081.83465951533,median,1.45618696057182e-26,5.82474784228726e-26,99.3759551706572,253,42,10,0.0321987680415196,0.14243348499827,1.4626040969348,***
GRF,buyer_N_1_gaspaid_high,Buyer N-1 High — Gas Paid,Buyer N-1 High,Gas Paid,41.9226770644609,31.6835713327261,52.9579283223582,50.7304862546373,15.3262770280902,66.0567632827275,7.94019297491906,median,4.99170174241314e-20,1.49751052272394e-19,97.1472236372899,253,21,7,0.0262743663010491,0.096914354699302,1.16835107983159,***
GRF,buyer_N_1_gaslimit_cost_high,Buyer N-1 High — Gas Limit Cost,Buyer N-1 High,Gas Limit Cost,14.6201286238218,6.43388275456398,23.4360106549631,22.6928621760866,3.13584598214636,25.8287081582329,0.00953193423098029,median,0.00030700543026841,0.000460508145402615,98.96841569027,253,68,11,0.0264647913556706,0.185561730408455,0.768039843166632,***
