decile,n,mean_pct,lo_pct,hi_pct
1,733,-5.47878243872927,-5.59621437650623,-5.37226596993988
2,732,-2.7114832821027,-2.74308884845029,-2.67998736811204
3,732,-1.4476762066252,-1.47170008011982,-1.42543611134565
4,732,-0.447029548238887,-0.46522071230529,-0.427405409930437
5,733,0.445579650524735,0.427133249386768,0.463231649357751
6,732,1.33454044698337,1.31627157401618,1.35266821016054
7,732,2.22005422545591,2.20104218266552,2.23870369782602
8,732,3.1890763163667,3.16908863698643,3.21111863243064
9,732,4.3448938704125,4.31790567155049,4.37381131408388
10,733,6.35161666086505,6.27483094162819,6.42256733669477
