decile,n,mean_pct,lo_pct,hi_pct
1,763,15.3262770280902,15.1842032599641,15.4776442159825
2,763,22.9048106356377,22.7373813288279,23.0887598532602
3,763,29.9767813303244,29.8666345642385,30.0860787126637
4,762,35.2949852474687,35.1936407697385,35.4018471672984
5,763,40.3110469189255,40.2144666724237,40.4026798227084
6,763,44.7263628856929,44.6385801853986,44.808305855223
7,762,48.8212492763821,48.7382186151005,48.9074255184386
8,763,53.6570567236028,53.551334389825,53.7724731207404
9,763,59.4131843605778,59.3027431205031,59.5511329929226
10,763,66.0567632827275,65.8788090707375,66.2334098531933
