decile,n,mean_pct,lo_pct,hi_pct
1,735,-14.7202343540288,-14.8197706965729,-14.6199818858854
2,734,-11.8335396413318,-11.8732055181275,-11.7901289354743
3,734,-9.9438404973551,-9.97884210632763,-9.90534208029582
4,735,-8.12257003895708,-8.15970312889254,-8.08823312435868
5,734,-6.29212878486521,-6.33269680668351,-6.24911054759547
6,734,-4.22452184780214,-4.27370956898832,-4.17280411768884
7,735,-1.50549069021356,-1.55734204872668,-1.45253049736172
8,734,0.661237748388545,0.621429452836212,0.702128871672936
9,734,2.36259857245327,2.32612961196313,2.39536074496787
10,735,4.67246716838835,4.58160964121624,4.74429583307397
