decile,n,mean_pct,lo_pct,hi_pct
1,746,-3.5997177222455,-3.68090825298995,-3.52600635634176
2,746,-1.3778836086079,-1.4060340022905,-1.34883737621742
3,746,-0.160612250783732,-0.181325096187538,-0.139661961419704
4,746,0.826932177989187,0.809504246662382,0.84625227366567
5,746,1.73715798978102,1.71659970094656,1.75515932619358
6,746,2.64346926777789,2.62425210113591,2.66324380384138
7,746,3.62619875260058,3.60424191679432,3.64750512585159
8,746,4.70618288684097,4.68220291873347,4.73083464945128
9,746,6.17585599627986,6.14488998648928,6.20968996077514
10,746,8.55333182880216,8.47276765517075,8.64159040712279
