decile,n,mean_pct,lo_pct,hi_pct
1,778,3.13584598214636,3.03595596129586,3.23724423248419
2,777,6.39344725334004,6.34101358059255,6.45233878182406
3,777,8.86264242257582,8.81904636923186,8.90668891040313
4,777,10.8102267160484,10.7774902162831,10.8467382780643
5,777,12.5806253161483,12.5456924672316,12.6114183619244
6,777,14.3297421618511,14.2934158108749,14.3641563088732
7,777,16.2125864578914,16.173786095055,16.2515547278477
8,777,18.2315530572516,18.1867593511834,18.2746060899249
9,777,21.0103835236329,20.9427152675925,21.0782305603396
10,777,25.8287081582329,25.6758508945204,26.0031614856503
