K,combo,combo_short,stub,rank_k,gates_dec,mean_pct,lo_pct,hi_pct,overall_mean,delta_pct,n,ATE_pct,CI_lower_pct,CI_upper_pct,kept_pct,n_kept,q_value_bh
1,Eyes_Wide.Eyed,Eyes:Wide·Eyed,Eyes_Wide_Eyed,5,10,-7.83993201678405,-7.84612712133404,-7.8343872150762,-8.40901583869426,0.569083821910211,655,-8.39728129868599,-13.2899475231441,-3.2285434758357,70.7585908796196,6548,0.0124887682804144
1,Fur_Black,Fur:Black,Fur_Black,2,1,-12.2608043195886,-12.2916729417701,-12.2293412311635,-7.99785543235027,-4.26294888723833,926,-8.06061883402661,-11.3346413308186,-4.66570105783366,100,9254,9.23244758856967e-05
1,Fur_Black,Fur:Black,Fur_Black,2,2,-11.1215886696065,-11.1399644728756,-11.1016252953898,-7.99785543235027,-3.12373323725623,925,-8.06061883402661,-11.3346413308186,-4.66570105783366,100,9254,9.23244758856967e-05
1,Fur_Black,Fur:Black,Fur_Black,2,3,-9.81280774586912,-9.83486793102889,-9.78748937432871,-7.99785543235027,-1.81495231351885,925,-8.06061883402661,-11.3346413308186,-4.66570105783366,100,9254,9.23244758856967e-05
1,Fur_Black,Fur:Black,Fur_Black,2,4,-8.85674961797978,-8.86818473477705,-8.84635973193912,-7.99785543235027,-0.858894185629514,926,-8.06061883402661,-11.3346413308186,-4.66570105783366,100,9254,9.23244758856967e-05
1,Fur_Black,Fur:Black,Fur_Black,2,5,-8.31256714460089,-8.32130247689939,-8.30407510527117,-7.99785543235027,-0.314711712250625,925,-8.06061883402661,-11.3346413308186,-4.66570105783366,100,9254,9.23244758856967e-05
1,Fur_Black,Fur:Black,Fur_Black,2,6,-7.88957562948351,-7.8966603614467,-7.88327547419146,-7.99785543235027,0.108279802866756,925,-8.06061883402661,-11.3346413308186,-4.66570105783366,100,9254,9.23244758856967e-05
1,Fur_Black,Fur:Black,Fur_Black,2,7,-7.44971541677945,-7.45828977293333,-7.44074275146053,-7.99785543235027,0.548140015570816,926,-8.06061883402661,-11.3346413308186,-4.66570105783366,100,9254,9.23244758856967e-05
1,Fur_Black,Fur:Black,Fur_Black,2,8,-6.79538298843205,-6.81519282594178,-6.77498116161143,-7.99785543235027,1.20247244391822,925,-8.06061883402661,-11.3346413308186,-4.66570105783366,100,9254,9.23244758856967e-05
1,Fur_Black,Fur:Black,Fur_Black,2,9,-4.76500691290499,-4.80030378563713,-4.72966325268003,-7.99785543235027,3.23284851944528,925,-8.06061883402661,-11.3346413308186,-4.66570105783366,100,9254,9.23244758856967e-05
1,Fur_Black,Fur:Black,Fur_Black,2,10,-2.71435587825776,-2.76052492579137,-2.66132868188142,-7.99785543235027,5.28349955409251,926,-8.06061883402661,-11.3346413308186,-4.66570105783366,100,9254,9.23244758856967e-05
1,Mouth_Bored,Mouth:Bored,Mouth_Bored,3,1,-8.56497477456953,-8.60652572432057,-8.52787871310208,-5.48726047948635,-3.07771429508318,926,-5.52529790288879,-8.3528176025434,-2.61054292286013,100,9254,0.00251797830079591
1,Mouth_Bored,Mouth:Bored,Mouth_Bored,3,2,-7.40080062920282,-7.41597475807794,-7.3872250929357,-5.48726047948635,-1.91354014971647,925,-5.52529790288879,-8.3528176025434,-2.61054292286013,100,9254,0.00251797830079591
1,Mouth_Bored,Mouth:Bored,Mouth_Bored,3,3,-6.78327004400048,-6.79408381417465,-6.77354084677814,-5.48726047948635,-1.29600956451413,925,-5.52529790288879,-8.3528176025434,-2.61054292286013,100,9254,0.00251797830079591
1,Mouth_Bored,Mouth:Bored,Mouth_Bored,3,4,-6.28191491980129,-6.29132753758278,-6.27237866933896,-5.48726047948635,-0.79465444031494,926,-5.52529790288879,-8.3528176025434,-2.61054292286013,100,9254,0.00251797830079591
1,Mouth_Bored,Mouth:Bored,Mouth_Bored,3,5,-5.7657554387747,-5.77506079530449,-5.757666632925,-5.48726047948635,-0.278494959288349,925,-5.52529790288879,-8.3528176025434,-2.61054292286013,100,9254,0.00251797830079591
1,Mouth_Bored,Mouth:Bored,Mouth_Bored,3,6,-5.25211030929316,-5.26109936844039,-5.24157247125665,-5.48726047948635,0.23515017019319,925,-5.52529790288879,-8.3528176025434,-2.61054292286013,100,9254,0.00251797830079591
1,Mouth_Bored,Mouth:Bored,Mouth_Bored,3,7,-4.72568470986414,-4.73528378486872,-4.71607855253398,-5.48726047948635,0.76157576962221,926,-5.52529790288879,-8.3528176025434,-2.61054292286013,100,9254,0.00251797830079591
1,Mouth_Bored,Mouth:Bored,Mouth_Bored,3,8,-4.19679737937499,-4.20720999284908,-4.18586548790028,-5.48726047948635,1.29046310011136,925,-5.52529790288879,-8.3528176025434,-2.61054292286013,100,9254,0.00251797830079591
1,Mouth_Bored,Mouth:Bored,Mouth_Bored,3,9,-3.55921628114122,-3.57346040252204,-3.54534457415119,-5.48726047948635,1.92804419834513,925,-5.52529790288879,-8.3528176025434,-2.61054292286013,100,9254,0.00251797830079591
1,Mouth_Bored,Mouth:Bored,Mouth_Bored,3,10,-2.34208030884118,-2.39111022863511,-2.2943024396977,-5.48726047948635,3.14518017064517,926,-5.52529790288879,-8.3528176025434,-2.61054292286013,100,9254,0.00251797830079591
1,Mouth_Other,Mouth:Other,Mouth_Other,1,1,35.3471187497928,35.311992434068,35.3874305573454,39.1829712282693,-3.83585247847653,925,39.1442691439554,31.6767688650698,47.0352576424851,99.8811324832505,9243,0
1,Mouth_Other,Mouth:Other,Mouth_Other,1,2,36.3593282303308,36.3475190622795,36.3702134368587,39.1829712282693,-2.82364299793852,924,39.1442691439554,31.6767688650698,47.0352576424851,99.8811324832505,9243,0
1,Mouth_Other,Mouth:Other,Mouth_Other,1,3,36.9766705335502,36.9644849107596,36.9873926813458,39.1829712282693,-2.20630069471913,924,39.1442691439554,31.6767688650698,47.0352576424851,99.8811324832505,9243,0
1,Mouth_Other,Mouth:Other,Mouth_Other,1,4,37.6333784120562,37.6212779633753,37.6455165346256,39.1829712282693,-1.54959281621312,924,39.1442691439554,31.6767688650698,47.0352576424851,99.8811324832505,9243,0
1,Mouth_Other,Mouth:Other,Mouth_Other,1,5,38.2859434256128,38.2731574134644,38.2970033022646,39.1829712282693,-0.897027802656524,925,39.1442691439554,31.6767688650698,47.0352576424851,99.8811324832505,9243,0
1,Mouth_Other,Mouth:Other,Mouth_Other,1,6,38.9418068636387,38.9286961035869,38.9553670111301,39.1829712282693,-0.24116436463062,924,39.1442691439554,31.6767688650698,47.0352576424851,99.8811324832505,9243,0
1,Mouth_Other,Mouth:Other,Mouth_Other,1,7,39.9573769317005,39.9345261820434,39.9780534535812,39.1829712282693,0.774405703431178,924,39.1442691439554,31.6767688650698,47.0352576424851,99.8811324832505,9243,0
1,Mouth_Other,Mouth:Other,Mouth_Other,1,8,41.2422721933975,41.2153899277039,41.2673693104413,39.1829712282693,2.05930096512817,924,39.1442691439554,31.6767688650698,47.0352576424851,99.8811324832505,9243,0
1,Mouth_Other,Mouth:Other,Mouth_Other,1,9,42.5596207128873,42.532762287104,42.5895754960427,39.1829712282693,3.37664948461798,924,39.1442691439554,31.6767688650698,47.0352576424851,99.8811324832505,9243,0
1,Mouth_Other,Mouth:Other,Mouth_Other,1,10,44.5261962297265,44.4723322271828,44.5703910147607,39.1829712282693,5.34322500145718,925,39.1442691439554,31.6767688650698,47.0352576424851,99.8811324832505,9243,0
2,Clothes_Other+Earring_No,Cl:Other+Ear:No,Clothes_Other_Earring_No,1,1,31.1142892648004,31.1034626609138,31.1256073231667,32.9756594883486,-1.8613702235482,925,32.9023489231259,22.4277384969047,44.2731407615675,99.9243570347958,9247,9.86307480133064e-10
2,Clothes_Other+Earring_No,Cl:Other+Ear:No,Clothes_Other_Earring_No,1,2,31.4569489674957,31.4528252272805,31.4611998484902,32.9756594883486,-1.51871052085291,925,32.9023489231259,22.4277384969047,44.2731407615675,99.9243570347958,9247,9.86307480133064e-10
2,Clothes_Other+Earring_No,Cl:Other+Ear:No,Clothes_Other_Earring_No,1,3,31.7034145733939,31.6982146049865,31.708359701964,32.9756594883486,-1.2722449149547,924,32.9023489231259,22.4277384969047,44.2731407615675,99.9243570347958,9247,9.86307480133064e-10
2,Clothes_Other+Earring_No,Cl:Other+Ear:No,Clothes_Other_Earring_No,1,4,32.6390328427775,32.6023959444471,32.6765447132123,32.9756594883486,-0.336626645571101,925,32.9023489231259,22.4277384969047,44.2731407615675,99.9243570347958,9247,9.86307480133064e-10
2,Clothes_Other+Earring_No,Cl:Other+Ear:No,Clothes_Other_Earring_No,1,5,33.4447178217252,33.4406517454788,33.4490271199586,32.9756594883486,0.469058333376594,925,32.9023489231259,22.4277384969047,44.2731407615675,99.9243570347958,9247,9.86307480133064e-10
2,Clothes_Other+Earring_No,Cl:Other+Ear:No,Clothes_Other_Earring_No,1,6,33.6097309252978,33.6072229794665,33.6125802396395,32.9756594883486,0.634071436949192,924,32.9023489231259,22.4277384969047,44.2731407615675,99.9243570347958,9247,9.86307480133064e-10
2,Clothes_Other+Earring_No,Cl:Other+Ear:No,Clothes_Other_Earring_No,1,7,33.7328405593234,33.7309449004448,33.7347605151123,32.9756594883486,0.757181070974795,925,32.9023489231259,22.4277384969047,44.2731407615675,99.9243570347958,9247,9.86307480133064e-10
2,Clothes_Other+Earring_No,Cl:Other+Ear:No,Clothes_Other_Earring_No,1,8,33.8448875812268,33.8428148531029,33.8472687121431,32.9756594883486,0.869228092878196,924,32.9023489231259,22.4277384969047,44.2731407615675,99.9243570347958,9247,9.86307480133064e-10
2,Clothes_Other+Earring_No,Cl:Other+Ear:No,Clothes_Other_Earring_No,1,9,33.9831935312222,33.9803005547917,33.9864548499123,32.9756594883486,1.00753404287359,925,32.9023489231259,22.4277384969047,44.2731407615675,99.9243570347958,9247,9.86307480133064e-10
2,Clothes_Other+Earring_No,Cl:Other+Ear:No,Clothes_Other_Earring_No,1,10,34.2275388162232,34.2193324006416,34.2372257218187,32.9756594883486,1.2518793278746,925,32.9023489231259,22.4277384969047,44.2731407615675,99.9243570347958,9247,9.86307480133064e-10
2,Clothes_Striped.Tee+Earring_No,Cl:Striped·Tee+Ear:No,Clothes_Striped_Tee_Earring_No,2,1,-11.7804982439669,-11.7871926132303,-11.7742283864269,-10.7290948716505,-1.05140337231642,925,-10.7629711647367,-15.7064506720008,-5.52957635750527,99.9567754484547,9250,0.0011958749220716
2,Clothes_Striped.Tee+Earring_No,Cl:Striped·Tee+Ear:No,Clothes_Striped_Tee_Earring_No,2,2,-11.6041723851758,-11.6063420105937,-11.6019064799051,-10.7290948716505,-0.875077513525321,925,-10.7629711647367,-15.7064506720008,-5.52957635750527,99.9567754484547,9250,0.0011958749220716
2,Clothes_Striped.Tee+Earring_No,Cl:Striped·Tee+Ear:No,Clothes_Striped_Tee_Earring_No,2,3,-11.4713939812092,-11.4744378521186,-11.4682956416385,-10.7290948716505,-0.74229910955872,925,-10.7629711647367,-15.7064506720008,-5.52957635750527,99.9567754484547,9250,0.0011958749220716
2,Clothes_Striped.Tee+Earring_No,Cl:Striped·Tee+Ear:No,Clothes_Striped_Tee_Earring_No,2,4,-10.8742285485958,-10.9020360111668,-10.8491113669544,-10.7290948716505,-0.145133676945321,925,-10.7629711647367,-15.7064506720008,-5.52957635750527,99.9567754484547,9250,0.0011958749220716
2,Clothes_Striped.Tee+Earring_No,Cl:Striped·Tee+Ear:No,Clothes_Striped_Tee_Earring_No,2,5,-10.4138324548908,-10.4152720871526,-10.4123612827356,-10.7290948716505,0.31526241675968,925,-10.7629711647367,-15.7064506720008,-5.52957635750527,99.9567754484547,9250,0.0011958749220716
2,Clothes_Striped.Tee+Earring_No,Cl:Striped·Tee+Ear:No,Clothes_Striped_Tee_Earring_No,2,6,-10.3471986566887,-10.3482689597574,-10.3461316430712,-10.7290948716505,0.381896214961779,925,-10.7629711647367,-15.7064506720008,-5.52957635750527,99.9567754484547,9250,0.0011958749220716
2,Clothes_Striped.Tee+Earring_No,Cl:Striped·Tee+Ear:No,Clothes_Striped_Tee_Earring_No,2,7,-10.294331559015,-10.2952154712417,-10.2934490959577,-10.7290948716505,0.43476331263548,925,-10.7629711647367,-15.7064506720008,-5.52957635750527,99.9567754484547,9250,0.0011958749220716
2,Clothes_Striped.Tee+Earring_No,Cl:Striped·Tee+Ear:No,Clothes_Striped_Tee_Earring_No,2,8,-10.2433790563031,-10.2443083922013,-10.2423788919938,-10.7290948716505,0.48571581534738,925,-10.7629711647367,-15.7064506720008,-5.52957635750527,99.9567754484547,9250,0.0011958749220716
2,Clothes_Striped.Tee+Earring_No,Cl:Striped·Tee+Ear:No,Clothes_Striped_Tee_Earring_No,2,9,-10.1840046852936,-10.185368501888,-10.1827139890701,-10.7290948716505,0.54509018635688,925,-10.7629711647367,-15.7064506720008,-5.52957635750527,99.9567754484547,9250,0.0011958749220716
2,Clothes_Striped.Tee+Earring_No,Cl:Striped·Tee+Ear:No,Clothes_Striped_Tee_Earring_No,2,10,-10.0779091453659,-10.0818185581782,-10.0739053434643,-10.7290948716505,0.651185726284579,925,-10.7629711647367,-15.7064506720008,-5.52957635750527,99.9567754484547,9250,0.0011958749220716
2,Earring_No+Fur_Black,Ear:No+Fur:Black,Earring_No_Fur_Black,3,1,-12.9604649158768,-12.9853239820932,-12.9370076064006,-8.07108851138693,-4.88937640448987,926,-8.15057470466444,-12.0763735407286,-4.04948855252959,100,9254,0.00157620419836875
2,Earring_No+Fur_Black,Ear:No+Fur:Black,Earring_No_Fur_Black,3,2,-11.663755380825,-11.6903221690019,-11.6420938210044,-8.07108851138693,-3.59266686943807,925,-8.15057470466444,-12.0763735407286,-4.04948855252959,100,9254,0.00157620419836875
2,Earring_No+Fur_Black,Ear:No+Fur:Black,Earring_No_Fur_Black,3,3,-9.62164894789949,-9.66518470077669,-9.58122880500068,-8.07108851138693,-1.55056043651256,925,-8.15057470466444,-12.0763735407286,-4.04948855252959,100,9254,0.00157620419836875
2,Earring_No+Fur_Black,Ear:No+Fur:Black,Earring_No_Fur_Black,3,4,-8.63386295725963,-8.64163294166152,-8.62669851632973,-8.07108851138693,-0.562774445872703,926,-8.15057470466444,-12.0763735407286,-4.04948855252959,100,9254,0.00157620419836875
2,Earring_No+Fur_Black,Ear:No+Fur:Black,Earring_No_Fur_Black,3,5,-8.25465036427432,-8.26143231370012,-8.24754515982407,-8.07108851138693,-0.183561852887394,925,-8.15057470466444,-12.0763735407286,-4.04948855252959,100,9254,0.00157620419836875
2,Earring_No+Fur_Black,Ear:No+Fur:Black,Earring_No_Fur_Black,3,6,-7.85759779912794,-7.8646591537327,-7.85022295446785,-8.07108851138693,0.213490712258987,925,-8.15057470466444,-12.0763735407286,-4.04948855252959,100,9254,0.00157620419836875
2,Earring_No+Fur_Black,Ear:No+Fur:Black,Earring_No_Fur_Black,3,7,-7.44306759792563,-7.45098252802786,-7.43486911625215,-8.07108851138693,0.628020913461297,926,-8.15057470466444,-12.0763735407286,-4.04948855252959,100,9254,0.00157620419836875
2,Earring_No+Fur_Black,Ear:No+Fur:Black,Earring_No_Fur_Black,3,8,-6.53863683467163,-6.5739181409132,-6.50154300953707,-8.07108851138693,1.5324516767153,925,-8.15057470466444,-12.0763735407286,-4.04948855252959,100,9254,0.00157620419836875
2,Earring_No+Fur_Black,Ear:No+Fur:Black,Earring_No_Fur_Black,3,9,-4.82241989536179,-4.84800842269216,-4.79535200517356,-8.07108851138693,3.24866861602514,925,-8.15057470466444,-12.0763735407286,-4.04948855252959,100,9254,0.00157620419836875
2,Earring_No+Fur_Black,Ear:No+Fur:Black,Earring_No_Fur_Black,3,10,-2.91478042064704,-2.96477737343073,-2.8584272763402,-8.07108851138693,5.15630809073989,926,-8.15057470466444,-12.0763735407286,-4.04948855252959,100,9254,0.00157620419836875
2,Earring_No+Mouth_Bored,Ear:No+Mouth:Bored,Earring_No_Mouth_Bored,4,1,-9.48364101235971,-9.51179309805352,-9.451248453223,-6.28426317973787,-3.19937783262184,926,-6.25178920889989,-9.46683637065663,-2.92256810427025,100,9254,0.0028362019948967
2,Earring_No+Mouth_Bored,Ear:No+Mouth:Bored,Earring_No_Mouth_Bored,4,2,-8.3795900276052,-8.39591053426889,-8.3621348794218,-6.28426317973787,-2.09532684786733,925,-6.25178920889989,-9.46683637065663,-2.92256810427025,100,9254,0.0028362019948967
2,Earring_No+Mouth_Bored,Ear:No+Mouth:Bored,Earring_No_Mouth_Bored,4,3,-7.72941959604645,-7.73993494208499,-7.71938900088679,-6.28426317973787,-1.44515641630858,925,-6.25178920889989,-9.46683637065663,-2.92256810427025,100,9254,0.0028362019948967
2,Earring_No+Mouth_Bored,Ear:No+Mouth:Bored,Earring_No_Mouth_Bored,4,4,-7.1732761348116,-7.18502119040026,-7.16328421483744,-6.28426317973787,-0.889012955073733,926,-6.25178920889989,-9.46683637065663,-2.92256810427025,100,9254,0.0028362019948967
2,Earring_No+Mouth_Bored,Ear:No+Mouth:Bored,Earring_No_Mouth_Bored,4,5,-6.57532916389468,-6.58584414626579,-6.56461718592653,-6.28426317973787,-0.291065984156814,925,-6.25178920889989,-9.46683637065663,-2.92256810427025,100,9254,0.0028362019948967
2,Earring_No+Mouth_Bored,Ear:No+Mouth:Bored,Earring_No_Mouth_Bored,4,6,-6.05126272394583,-6.05912130423891,-6.04219405632406,-6.28426317973787,0.233000455792037,925,-6.25178920889989,-9.46683637065663,-2.92256810427025,100,9254,0.0028362019948967
2,Earring_No+Mouth_Bored,Ear:No+Mouth:Bored,Earring_No_Mouth_Bored,4,7,-5.55788315559867,-5.56760381301815,-5.54788793409716,-6.28426317973787,0.726380024139196,926,-6.25178920889989,-9.46683637065663,-2.92256810427025,100,9254,0.0028362019948967
2,Earring_No+Mouth_Bored,Ear:No+Mouth:Bored,Earring_No_Mouth_Bored,4,8,-4.97674506546362,-4.98736837010861,-4.96518392432747,-6.28426317973787,1.30751811427425,925,-6.25178920889989,-9.46683637065663,-2.92256810427025,100,9254,0.0028362019948967
2,Earring_No+Mouth_Bored,Ear:No+Mouth:Bored,Earring_No_Mouth_Bored,4,9,-4.18010343041478,-4.19776745687121,-4.16511212578278,-6.28426317973787,2.10415974932309,925,-6.25178920889989,-9.46683637065663,-2.92256810427025,100,9254,0.0028362019948967
2,Earring_No+Mouth_Bored,Ear:No+Mouth:Bored,Earring_No_Mouth_Bored,4,10,-2.73538148723813,-2.78044729692953,-2.68506046313224,-6.28426317973787,3.54888169249974,926,-6.25178920889989,-9.46683637065663,-2.92256810427025,100,9254,0.0028362019948967
2,Fur_Black+Mouth_Bored,Fur:Black+Mouth:Bored,Fur_Black_Mouth_Bored,5,1,-11.0492396710285,-11.055528365347,-11.0440957622175,-10.7450428522282,-0.30419681880033,834,-10.6113635763851,-16.2630530115951,-4.57822252846602,90.0259347309272,8331,0.00653628536425561
2,Fur_Black+Mouth_Bored,Fur:Black+Mouth:Bored,Fur_Black_Mouth_Bored,5,2,-10.9208609773772,-10.9223265397795,-10.9194201994947,-10.7450428522282,-0.17581812514903,833,-10.6113635763851,-16.2630530115951,-4.57822252846602,90.0259347309272,8331,0.00653628536425561
2,Fur_Black+Mouth_Bored,Fur:Black+Mouth:Bored,Fur_Black_Mouth_Bored,5,3,-10.8559074568395,-10.8570116132624,-10.8546698547364,-10.7450428522282,-0.110864604611329,833,-10.6113635763851,-16.2630530115951,-4.57822252846602,90.0259347309272,8331,0.00653628536425561
2,Fur_Black+Mouth_Bored,Fur:Black+Mouth:Bored,Fur_Black_Mouth_Bored,5,4,-10.8030703256266,-10.8040446822498,-10.8020665323122,-10.7450428522282,-0.058027473398429,833,-10.6113635763851,-16.2630530115951,-4.57822252846602,90.0259347309272,8331,0.00653628536425561
2,Fur_Black+Mouth_Bored,Fur:Black+Mouth:Bored,Fur_Black_Mouth_Bored,5,5,-10.7588356892523,-10.7597279522245,-10.7580382663515,-10.7450428522282,-0.0137928370241287,833,-10.6113635763851,-16.2630530115951,-4.57822252846602,90.0259347309272,8331,0.00653628536425561
2,Fur_Black+Mouth_Bored,Fur:Black+Mouth:Bored,Fur_Black_Mouth_Bored,5,6,-10.7161871927504,-10.7169821291448,-10.7154056134814,-10.7450428522282,0.0288556594777702,833,-10.6113635763851,-16.2630530115951,-4.57822252846602,90.0259347309272,8331,0.00653628536425561
2,Fur_Black+Mouth_Bored,Fur:Black+Mouth:Bored,Fur_Black_Mouth_Bored,5,7,-10.6753641973443,-10.676118592187,-10.674496198152,-10.7450428522282,0.0696786548838713,833,-10.6113635763851,-16.2630530115951,-4.57822252846602,90.0259347309272,8331,0.00653628536425561
2,Fur_Black+Mouth_Bored,Fur:Black+Mouth:Bored,Fur_Black_Mouth_Bored,5,8,-10.6304163393202,-10.631378975251,-10.6294940065332,-10.7450428522282,0.11462651290797,833,-10.6113635763851,-16.2630530115951,-4.57822252846602,90.0259347309272,8331,0.00653628536425561
2,Fur_Black+Mouth_Bored,Fur:Black+Mouth:Bored,Fur_Black_Mouth_Bored,5,9,-10.5744275261973,-10.575636078476,-10.573152784067,-10.7450428522282,0.17061532603087,833,-10.6113635763851,-16.2630530115951,-4.57822252846602,90.0259347309272,8331,0.00653628536425561
2,Fur_Black+Mouth_Bored,Fur:Black+Mouth:Bored,Fur_Black_Mouth_Bored,5,10,-10.4661191465454,-10.4703420282514,-10.4618679200798,-10.7450428522282,0.27892370568277,833,-10.6113635763851,-16.2630530115951,-4.57822252846602,90.0259347309272,8331,0.00653628536425561
3,Background_Aquamarine+Earring_No+Fur_Black,BG:Aquamarine+Ear:No+Fur:Black,Background_Aquamarine_Earring_No_Fur_Black,1,1,-19.4331169094136,-19.4391808467834,-19.4272964088947,-19.1382143946702,-0.29490251474342,926,-19.2139681956665,-26.0340957360604,-11.7649814514256,100,9254,4.03113866220828e-05
3,Background_Aquamarine+Earring_No+Fur_Black,BG:Aquamarine+Ear:No+Fur:Black,Background_Aquamarine_Earring_No_Fur_Black,1,2,-19.310036848294,-19.311413601088,-19.3085277947376,-19.1382143946702,-0.171822453623822,925,-19.2139681956665,-26.0340957360604,-11.7649814514256,100,9254,4.03113866220828e-05
3,Background_Aquamarine+Earring_No+Fur_Black,BG:Aquamarine+Ear:No+Fur:Black,Background_Aquamarine_Earring_No_Fur_Black,1,3,-19.2482048508439,-19.2492358274016,-19.2472554912254,-19.1382143946702,-0.109990456173723,925,-19.2139681956665,-26.0340957360604,-11.7649814514256,100,9254,4.03113866220828e-05
